item_key,citation,evidence_type,problem_statement,magnitude_evidence,risk_types,insufficiency_evidence,solution_mechanisms,mechanism_keywords,oversight_locus,human_role,key_constructs,governance_refs,scope_fit,notes,_truncated
UIXCRBQX,Ferdous 2026,empirical | system-tool | dataset,"AI coding agents increasingly author pull requests, but whether—and in what task contexts—they introduce breaking changes (backward-compatibility violations) versus human developers is underexplored, making the reliability of AI-generated PRs hard to assess for review.","OpenAI Codex created more than 400,000 PRs in open-source GitHub repositories within the first two months of its release [19]; study analyzed 7,191 agent-generated vs 1,402 human-authored PRs from AIDev",breaking-changes | backward-compatibility | quality | maintainability | security | bugs | refactoring-risk | test-failures,"Breaking changes occur across all high-confidence levels (8–10), ranging from 3.16% to 3.96%, indicating that AI agents' confidence scores alone do not guarantee safe code; 'confidence scores alone are insufficient for prioritizing review or deployment'",AST-based breaking-change detector from Git diffs | 17-pattern breaking-change detection (removals/modifications/additions) | potential breaking change rate metric | task-specific enhanced review policy | confidence-independent maintenance review | breaking-change benchmarks for AI code,ast-analysis | static-analysis | breaking-change-detection | diff-analysis | risk-routing | task-aware-review | confidence-calibration | benchmark | code-review,pre-commit | code-review | CI,escalation-target,"Confidence Trap | Potential Breaking Change Rate | Safer Builders, Risky Maintainers",,both,,0
UW2R6BBJ,Sudarsan 2025,framework-model | case-study | empirical,"Current development practices inadequately address security risks unique to AI systems in critical infrastructure, and high-level AI governance frameworks (e.g., NIST AI RMF) lack the concrete implementation roadmaps engineering teams need in regulated environments.",Recent comprehensive analysis consolidates '43 AI security frameworks and 777 identified risks'; catalog development analyzed '127 documented AI security incidents from critical infrastructure sectors',security | data-poisoning | model-extraction | adversarial-examples | concept-drift | supply-chain | model-tampering | evasion | fairness | membership-inference,"Frameworks like NIST AI RMF, IEC 62443 and NERC CIP 'were developed before widespread AI adoption and lack specific controls for AI-related threats'; baseline audit-artifact completeness was only 62% manual coverage vs 100% automated with the framework",Secure AI-SDLC five-phase lifecycle framework | AI-specific threat-to-control catalog | evidence-driven auditable artifacts | MITRE ATLAS threat modeling | SBOM and model card generation | secure model registry with signing | adversarial robustness / red-team testing | staged deployment with automated rollback | runtime anomaly & drift monitoring | quantified risk register | RACI accountability roles | quarterly Model Risk Review checkpoints,governance-framework | threat-modeling | control-catalog | evidence-artifacts | provenance | sbom | security-gate | adversarial-testing | red-team | staged-rollout | observability | drift-monitoring | risk-register | compliance-automation | raci,govern | design | build | test | CI | runtime | post-deployment,on-the-loop,Secure AI-SDLC | Evidence-Driven Controls | Threat-to-Control Mapping | AI-Specific Control Catalog,NIST AI RMF | NIST SSDF | ISO/IEC 42001 | IEC 62443 | NERC CIP | MITRE ATLAS | OWASP ML Security Top 10 | OWASP Top 10 for LLM Applications | NTIA SBOM,solution,"Off-topic drift: the paper concerns securing AI/ML systems (models) in critical infrastructure, not human oversight of AI-generated code; 'oversight' here refers to governance of AI model risk/security rather than review of AI-authored code.",0
VCI88UZD,Enyedi 2026,conceptual-position | framework-model | secondary-review,"As LLMs increasingly assemble software from reusable modules, the ecosystem lacks a trustworthy substrate of vetted, provenance-rich, security-reviewed building blocks, so AI-assembled systems inherit supply-chain risk from components with unclear provenance and insufficient review.","SolarWinds propagated a malicious signed update to approximately 18,000 downstream organizations; XZ Utils was a dependency for nearly 30,000 Debian and Ubuntu packages",supply-chain | security | provenance-opacity | maintainer-compromise | dependency-injection | build-system-subversion | quality | vulnerability-persistence | unpredictable-composition,"CMU SUSVIBES benchmark: leading agents achieve functional correctness on roughly 61% of tasks, but only 10.5% of these outputs satisfy both functional and security requirements; also formal verification 'does not scale to entire application ecosystems' and SLSA/Sigstore 'remain optional, and adoption varies widely'",human-certified module repositories | certification and provenance workflow | multi-tier assurance levels | explicit machine-readable interface contracts | secure-by-default assembly constraints | sandboxed behavioral validation | SLSA-aligned provenance attestation | identity-based ephemeral signing with transparency log | AI-aware constrained assembly pipeline | multi-party review against maintainer compromise | runtime monitoring and continuous attestation | typed languages as compiler-enforced guardrails,provenance | attestation | certification | human-certification | curation | policy-as-code | contract-driven | assurance-tiers | secure-by-default | sandboxing | signing | transparency-log | multi-party-review | guardrail | observability | spec-driven | supply-chain-security | constrained-composition,generation-time | intake | pre-publish | code-review | CI | build | runtime,in-the-loop,Human-Certified Module Repositories (HCMRs) | assurance tiers | contract-aware composition | secure-by-default assembly constraints | typed languages as compiler-enforced guardrails,SLSA | Sigstore | in-toto | DSSE | ISO 16363 | CoreTrustSeal | SBOM | zero-trust | Azure Verified Modules,both,,0
VFNJSZD9,Michel Hjazeen 2026,conceptual-position | framework-model,"Autonomous coding agents that independently write, review, commit, and deploy code introduce security vulnerabilities that existing SAST/DAST oversight methodologies cannot detect, because those controls assume human-authored code and cannot assess the agent's compromised reasoning or provenance.",Pearce et al. found ~40% of GitHub Copilot's generated code contained vulnerabilities across MITRE CWE Top 25 scenarios; Fu et al. found 29.5% of Python and 24.2% of JavaScript Copilot snippets contained security weaknesses,security | supply-chain | prompt-injection | training-data-poisoning | context-poisoning | rag-poisoning | privilege-escalation | provenance-opacity | systemic-replication | governance-gap | tool-misuse,"poisoned package 'passes SAST because the malicious code is not in the repository, passes DAST because the payload is environmentally gated, passes human code review because the reviewer sees only a clean import'; NIST found SAST false positive rates 3%–48%, and a 2024 study found rates exceeding 76% for vulnerability detection in changed code",Agentic Vulnerability Taxonomy across five dimensions | Agentic Risk Scoring Model extending CVSS 3.1 with agent dimensions | Unified Agentic Security Testing pipeline with five parallel layers | semantic static analysis using LLM-assisted intent evaluation | behavioral dynamic analysis with production environment simulation and dependency sandboxing | provenance chain verification with model attestation and Merkle-tree context hashing | agent reasoning audit via isolated secondary auditor model | continuous governance integration with live Agentic Risk Register | security signal injection into agent context for in-loop self-correction | policy-as-agent-readable-constraint gates,taxonomy | risk-scoring | cvss-extension | provenance | sandboxing | environment-simulation | adversarial-verification | reasoning-audit | auditor-model | decorrelation | observability | policy-as-code | sbom | guardrail | security-gate | feedback-loop | spec-driven | continuous-monitoring | risk-register,generation-time | context-time | tool-use | CI | runtime | code-review | pre-commit | post-deployment | agent-reasoning-loop,on-the-loop,Agentic Vulnerability Taxonomy (AVT) | Agentic Risk Scoring Model (ARSM) | Unified Agentic Security Testing (UAST) | Agentic Coding System (ACS) | systemic replication | inverted trust model | Agent Reasoning Audit (ARA) | Systemic Replication Factor (SRF) | Agent Autonomy Level (AAL) | Context Integrity Score (CIS) | Provenance Confidence (PC) | Security Signal Injection (SSI) | Agentic Security Context (ASC) | Agentic Risk Score (ARS),NIST AI RMF | ISO/IEC 42001 | OWASP Top 10 for LLMs | CVSS 3.1 | CWE | NIST SSDF | SBOM,both,,0
VG6CIDQW,N. Goel 2025,system-tool | conceptual-position,"AI coding assistants operate as black boxes—developers cannot see or control what context (dependencies, security configs, test files) drives AI code suggestions, undermining their ability to verify and trust AI-generated code for production.","experienced developers taking 19% longer to complete tasks when using AI tools compared to working without them (METR study, cited as [1])",security | quality | hidden-dependencies | trust-deficit | maintainability | workflow-disruption | productivity-loss,"In the security-compliance scenario, AI 'generates clean, working code' but 'During code review, security team flags three issues: No rate limiting applied, Audit logging missing, Password complexity validation inconsistent'—opaque automatic context assembly misses critical dependencies",transparent context assembly | double-copy interaction trigger | dependency graph visualization | AI-generated file summaries | developer-controlled context selection | context preview before submission | explicit context boundaries | query refinement input | configurable AI backends,transparency | hitl | context-control | dependency-visualization | human-in-command | provenance | developer-agency | preview | explainability | augment-not-automate,generation-time | pre-query | code-review,in-the-loop,Lumen | double-copy interaction paradigm | transparent context assembly | augment-not-automate design philosophy | developer agency,,solution,Evaluation is a design-oriented cognitive walkthrough; authors note absence of empirical user study as a limitation.,0
VG8PSMM7,Adnyana 2026,benchmark | system-tool | framework-model | empirical,"How to reliably generate deterministic, safety-compliant IEC 61131-3 PLC code with prompt-engineered LLMs across heterogeneous vendor ecosystems, and rigorously validate its correctness and safety before deployment.",,safety | quality | determinism | vendor-compliance | maintainability | hallucination | correctness | logic-errors,BLEU 'operates at a surface level and cannot guarantee semantic correctness or compliance with safety-critical requirements'; LITL 'remains a proxy for expert judgment' so HITL in vendor IDEs supplies the authoritative safety checks,fixed-prompt invariant template framework (LLM-PLC-AS) | layered BLEU/LITL/HITL validation pipeline | LLM-in-the-loop semantic scoring by independent validator LLMs | human-in-the-loop expert safety-critical review gate | BLEU lexical triage with escalation triggers | adaptive prompt scoring reinforcement layer | 21-technique prompting taxonomy by functional role | cross-check syntax with secondary LLMs | multi-validator triangulation with inter-rater calibration,hitl | llm-as-judge | litl | prompt-engineering | layered-validation | spec-driven | chain-of-verification | ensemble | triangulation | calibration | escalation | risk-routing | acceptance-gate | reproducibility | provenance,generation-time | code-review | pre-deployment,in-the-loop,LLM-PLC-AS | LLM-in-the-Loop (LITL) | Adaptive Prompt Scoring and Reinforcement Layer | three-layer safety-verification hierarchy (logical/simulated/physical) | risk-aware acceptance gate,IEC 61131-3,solution,Full text truncated in the middle; some tables/appendices abbreviated.,1
VZ27QUPQ,Zhuo 2026,empirical | system-tool | framework-model | benchmark | dataset,"LLMs frequently misuse library APIs in generated/completed code (wrong method selection, invalid parameters, hallucinated or intent-mismatched calls), and existing detection and program-repair techniques fail to reliably catch or fix these misuses at the scale of millions of APIs.",GPT-4 generated code with API misuses in 62% of cases when tested on 18 widely used Java APIs [Zhong & Wang]; another study found LLMs misused APIs in approximately half of security-related Java tasks [Mousavi et al.],hallucination | intent-misalignment | security | quality | runtime-errors | inefficiency | maintainability | specification-violation,"""Even when misuse is detected correctly, rule- and program-analysis-based automatic program repair (APR) techniques often fail to fix misused APIs due to their limited semantic understanding""; hallucination accounts for up to 43.3% of parameter misuses (StarCoder, Java), and naive prompting baselines had a refusal rate of 0% (GPT-4o)","taxonomy-guided LLM-based repair (Dr.Fix) | staged detect-classify-reason-fix prompting | self-verification reasoning stage | refusal/rejection of non-misuse cases | API misuse taxonomy (intent, hallucination, missing, redundant) | static analysis to localize API positions | manual annotation with closed coding",llm-based-apr | taxonomy-guided | detect-reason-fix | self-verification | refusal-rate | prompt-engineering | few-shot | static-analysis | human-annotation | closed-coding | classification,generation-time | code-completion | post-generation-repair,none,intent misuse | hallucination misuse | Dr.Fix (Detect-reason-Fix) | refusal rate | API method infilling | API parameter completion,,both,,0
WBS9U5N7,Alami 2026,system-tool | empirical | controlled-experiment | framework-model,"When an LLM generates both a claim and its own self-validating test/falsification suite, the tests can pass locally while violating the intended specification, and holistic LLM judges fail to detect this specification gaming.",9 top-level specification-gaming strategies documented across 453 adversarial debate logs spanning 6 domains and 3 mutator families; live catalog since grown to eighteen vectors,specification-gaming | reward-hacking | self-certifying-tests | test-suite-overfitting | data-leakage | weak-baseline | quality | AI-safety | evaluation-failure,"In full-thesis experiment Gemini was fooled on 4/5, scoring gaming theses at 95-97/100; companion rubric-only holistic judge detected intended exploit family in only 0.375 of gaming specimens and false-accepted 0.250; frontier judges detect only ~63% of reward-exploit categories (TRACE)",zero-trust adversarial workbench (ZTARE) | separation of generation and evaluation | adversarial review committee executing counter-tests | stdout-only evidence for meta-judge | adversarial counter-test execution | monotonic rubric ratcheting | axiom store with exponential decay | taxonomy of 9 gaming strategies,adversarial-verification | adversarial-execution | zero-trust | generation-evaluation-separation | counter-test | llm-as-judge | stdout-only | rubric-ratcheting | red-teaming | specification-gaming-taxonomy | invariant-audit | provenance,generation-time | code-review | evaluation-time | test-execution,none,cognitive camouflage | Zero-Trust Adversarial Reasoning Engine (ZTARE) | Suite Omission | Severity Averaging | Tolerance Abuse | Stubbed Implementation | Step-Index Leakage | Claim-Test Mismatch | Fudge-Factor Patching | Partial-Domain Miscalibration | Parameter Overfitting | Weak Baseline | three levels of evaluation | self-certifying strategies,,both,,0
WH2PIBNQ,Elgendy 2026,conceptual-position | framework-model,"Vibe coding shifts software creation to conversational intent where multi-agent AI generates end-to-end artifacts, creating new governance, reliability, and security challenges over how humans oversee and validate AI-produced code without sacrificing quality.",,security | vulnerabilities | insecure-defaults | provenance | reproducibility | maintainability | verification-drift | skill-erosion | spec-drift | supply-chain | accountability | context-debt | over-reliance,"""vibe coding can produce significant, unnoticed vulnerabilities"" and ""verification drift"" occurs when natural-language acceptance criteria are not converted into executable checks, so perceived functionality diverges from actual enforcement",policy-as-code governance gates (OPA) | risk-tiered autonomy/escalation | versioned prompt catalog tied to tests | counterexample banks and regeneration testing | continuous testing embedded in synthesis | provenance/audit trails and metadata tagging | retrieval gates and context budgets | secret/PII redaction and egress allowlists | ephemeral sandboxes | normalization templates for drift | verification owners / conversation facilitators | hybrid deterministic workflows | freezing model/tool versions per release | human review at higher-risk tiers | real-time embedded XAI | hybrid formal verification,policy-as-code | risk-routing | escalation | hitl | prompt-versioning | provenance | continuous-testing | counterexamples | guardrail | security-gate | sandbox | redaction | retrieval-gate | telemetry | observability | audit-trail | spec-driven | xai | formal-verification | governance,generation-time | pre-commit | CI | code-review | deployment | runtime | post-deployment,in-command,verification drift | explanatory debt | context debt | illusion of alignment | vendor drift | spec drift | responsible vibe coding | risk-tiered autonomy | curating computational intent,ISO/IEC 42001 | ISO/IEC 25010 | Open Policy Agent | Design Science Research,both,,0
WPWF7A32,Sharma 2025,conceptual-position | framework-model,"AI coding assistants (ACAs) can generate code governed by restrictive open-source licenses (e.g., GPL/AGPL), exposing companies to litigation or forced open-sourcing, yet few developers are trained on these risks and most firms lack formal processes to review AI-generated code.",A 2024 GitHub survey reports 97% of developers in large corporations use ACAs; Checkmarx found only 29% of companies had any AI-related governance; a separate survey noted 60% of organizations lack formal processes for assessing ACA-generated code; regurgitation rates found as high as 80% for some ACAs [8].,legal | licensing | copyright-infringement | copyleft-contamination | regurgitation | training-data-leakage | reputational | financial | shadow-ai | outsourcing-jurisdictional,Indemnity protections are 'often subject to caveats' and content filters 'have been shown to be easily circumvented [9]'; 67% of developers spend more time debugging/modifying buggy ACA code (which breaks indemnity); merely altering a few lines is 'unlikely to be sufficient' to escape copyright on the 'heart' of the code.,"DevLicOps SDLC-integrated compliance framework | risk-tolerance-based ACA-use policies | tagging/tracking ACA-generated code | indemnity-preserving practices (IPPs) | developer license-compliance training | compliance/audit team roles and escalation | SCA license scanning in CI/CD (SCANOSS, FOSSA, Black Duck) | block/flag code pushes on critical violations | periodic manual audits by trained experts | isolated third-party code quarantine directory | content-filter configuration in IDEs | customized/safe ACAs trained on permissive code (StarCoder, InCoder) | fine-tuning / RAG to reduce regurgitation | SBOM updates | post-deployment triage by severity | module-criticality-based risk tiering",policy-as-code | governance | provenance | tagging | software-composition-analysis | license-scanning | ci-gate | block-on-violation | code-review | manual-audit | hitl | quarantine | content-filter | safe-model-substitution | rag | sbom | escalation | risk-routing | severity-triage | indemnity | training | shadow-ai-control,planning | generation-time | pre-commit | code-push | CI | pre-deployment | post-deployment | code-review,in-the-loop,DevLicOps | indemnity preserving practices (IPPs) | license laundering | safe ACAs | shadow AI | module-specific risk severity,GPL | AGPL | GitHub Copilot litigation (Saveri class action) | SFC v. Vizio | Orange S.A. GPL ruling (Court of Appeal of Paris) | U.S. fair use doctrine | BSD-3 | Apache | MIT,both,,0
WRXR2VTP,Wang 2026,conceptual-position | framework-model | case-study,"Vibe coding lets developers generate code via natural-language prompts, but AI-generated code often looks correct while harboring hidden logical errors, and current quality assurance is post-hoc, reactive, human-dependent, and does not scale.",,hidden logical errors | quality | reliability | security | domain-constraint violations | maintainability | traceability,"Existing strategies for ensuring correctness in AI-generated code are largely post-hoc, reactive, and often rely heavily on human inspection... Such practices are not scalable",decompose intent into task sequence | LLM-generated task-level contracts | developer-validated contracts | contract-guided code generation | contract-guided testing and verification | traceability tasks-contracts-code | runtime contract checking | feedback loop for iterative refinement,design-by-contract | spec-driven | contract-as-spec | hitl | runtime-verification | precondition-postcondition-invariant | closed-loop | traceability | escalation | test-generation,generation-time | pre-generation | testing | runtime,in-the-loop,VibeContract | illusion of correctness | contract-guided code generation | Design by Contract (applied to vibe coding),,both,,0
WUUDHL8R,Baumgartner 2024,system-tool | empirical,"The paper addresses how to safely automate LLM-driven refactoring of data clumps in Git repositories, where LLMs may produce faulty or unreliable refactorings, requiring human oversight to ensure trustworthiness and regulatory compliance.","maintenance costs 'often constitute a significant portion, ranging from 40% to 80% of total expenses'",reliability | quality | security | hallucination | legal | regulatory-compliance | non-compilable-code | explainability | bias | privacy | maintainability,'The refactored code by the LLM must be modified by a human-in-the-loop before it could compile'; median combined detect+refactor score of GPT-3.5-Turbo was 7% vs 82% for GPT-4,human-in-the-loop refactoring pipeline | human accept/reject of pull request | feedback loop of rejected refactorings into next iteration | deterministic detection with LLM-assisted naming | validation via build tool / CI test execution | AI-assistance transparency disclosure to repo owners | ground-truth accuracy evaluation,hitl | pipeline | escalation | validation-gate | ci | pull-request-gate | feedback-loop | deterministic-detection | ast-parsing | prompt-engineering | transparency-disclosure | policy-compliance | ground-truth-benchmark,generation-time | pre-commit | code-review | CI,in-the-loop,human-in-the-loop refactoring pipeline | AI-driven refactoring pipeline | data clumps,EU AI Act | EU Ethics Guidelines for Trustworthy AI | GDPR,both,,0
WZCULPXN,Sulova 2025,conceptual-position | framework-model,"The paper addresses how to systematically assess and manage the risks of AI-generated content and code in web application development, since AI outputs are not infallible and require oversight to ensure quality, security, and compliance.",,security | quality | legal | ethical | hallucination | bias | copyright | data-leakage | vulnerable-code | maintainability,"AI code generators ""often overlook critical syntactic details, propose incorrect or inefficient implementations, and may rely on outdated or incompatible libraries""; ""AI-generated code cannot be considered ready for immediate use and requires careful review, testing, and optimization by a qualified developer.""",conceptual risk-assessment framework | code review of AI code | AI consistency testing for hallucinations | benchmark testing vs reference code | unit and integration tests | model validation and verification | threat modeling | penetration testing | vendor risk assessment | data leakage analysis | human-in-the-loop review | bias detection | ethical impact assessment | AI transparency assessment | legal compliance check | dataset audit | UX/UI heuristic evaluation | content quality audit,framework | risk-categorization | static-code-analysis | hallucination-detection | consistency-testing | benchmark | threat-modeling | pentest | vendor-risk | data-leakage | hitl | bias-testing | transparency | compliance-check | provenance-audit,generation-time | code-review | testing | pre-deployment,in-the-loop,conceptual framework for AI-based tools in web development | AI hallucinations | AI as powerful first drafts,NIST AI RMF | GDPR | AI-TMM (AI Trust Framework and Maturity Model) | WCAG,solution,,0
X7EN6DXZ,Mitropoulos 2026,empirical | controlled-experiment | case-study,"LLM-based Automated Code Review (ACR) systems used for security vulnerability detection can be manipulated via adversarially framed PR metadata, undermining human oversight of AI-generated/reviewed code and enabling supply-chain vulnerability re-introduction.",PullFlow's 2025 'State of AI Code Review' reports that 14% of 40.3 million PRs involve AI-based review,security | supply-chain | vulnerability-reintroduction | framing-bias | false-negative | false-positive | over-reliance | social-engineering | prompt-manipulation,LLM-assisted iterative refinement achieves a 100% attack success rate (17/17) against Claude Code review pipelines; GPT-4o-mini detection falls from 97.2% to 3.6% under strong bug-free framing (−93.5pp),metadata redaction before review | explicit instructions to ignore commit metadata | identifier normalization/obfuscation (CScout-style) | human review for untrusted contributors | remove ACR for untrusted PRs | comparison against known vulnerability patterns | training/fine-tuning to reduce framing effect | limiting outsider patch submission | cross-referencing revert commits against linked CVEs,debiasing | metadata-redaction | guardrail | hitl | provenance | identifier-normalization | contributor-trust | security-gate | framing-mitigation | vulnerability-pattern-matching,code-review | pre-commit | CI | pull-request,on-the-loop,contextual-bias injection | framing effect in vulnerability detection | vulnerability re-introduction attack | LLM-assisted iterative refinement attack | attacker-defender asymmetry | bug-free framing,,both,"Some figures/tables rendered as garbled ASCII art (e.g. Figure 1 proof diagram), but core text is intact.",0
XJAXB98T,Yang 2026,empirical | framework-model,"It examines how open source software projects govern GenAI-generated contributions (PRs, issues, code reviews, security reports) whose cheap generation outpaces maintainers' capacity to review, verify, and maintain them.","When a Node.js TSC member submitted a 19,000-line PR generated with Claude Code, the incident triggered a petition by over 80 developers calling for a project-wide ban on AI-assisted contributions; corpus drawn from 67 highly visible OSS projects.",review bottleneck | quality | maintainability | provenance | licensing | copyright | security-report noise | triage overload | accountability gap | adversarial incentives | low-value AI text | platform/tooling limits | technical debt,"""surface completeness no longer signals correctness"" — Metasploit submissions were ""well-formatted, looked really neat, and did nothing it said it did""; ""review is the bottleneck. Not code generation""; low-effort AI submissions described as ""a Denial-of-service attack on our human effort""; text-based rules are ""often reactive and might easily bypassed by coding agents or low-effort human submitters"".","boundary exclusion / reject-or-ban | transparency and disclosure of AI use | compliance and provenance safeguarding | accountability reinforcement (human owns contribution) | verification and evidence gating (test logs, PoC) | AI tooling governance (AGENTS.md, agent-facing rules) | scope and intentionality control (issue-linked PRs) | capacity and queue control (PR limits) | moderation and sanctions (close/block/ban) | security channel governance (evidence thresholds) | channel/venue/platform reconfiguration (suspend PRs, migrate) | incentive redesign (remove bug bounty) | web-of-trust vouching (Vouch) | machine-readable provenance (Agent-Trace)",ban | disclosure | provenance | accountability | hitl | verification-gate | proof-of-concept | policy-as-code | agents-md | scope-control | queue-control | rate-limiting | sanctions | security-gate | channel-migration | incentive-redesign | web-of-trust | attestation | admission-control | front-loading,generation-time | issue-entry | pre-review | code-review | security-reporting | platform-infrastructure | intake/admission,in-command,governance orientations | prohibitionist / zero-tolerance (O1) | boundary-and-accountability (O2) | quality-first / tool-agnostic (O3) | 12 governance strategies | multi-surface boundary governance | socio-technical asymmetry | downstream-review to upstream-admission shift | tainted code | flow-debt tradeoff | attention tax,,both,"Focus is OSS community/policy governance of AI contributions rather than a technical oversight tool; formal regulatory frameworks (EU AI Act, NIST) are not cited.",0
XRTVITVP,Zhou 2026,framework-model | system-tool | empirical | controlled-experiment,"As LLMs automate long-horizon vibe-coding tasks, a supervision gap emerges: non-expert users cannot precisely specify their intent or reliably verify complex AI-generated outputs, making them weak supervisors of strong executor models.","""Quantitative research shows that collaborating with code agents unexpectedly increases the task-completion time for 19% (Becker et al., 2025).""",misalignment | specification-gap | verification-gap | underspecification | ambiguity-amplification | preference-bias-amplification | quality,"""existing methods lack a pre-execution interaction layer ... They fail to help users elicit and structure their intent before the model acts""; AI critique and debate ""largely rely on post-hoc evaluation. This is inefficient for long-horizon generation""",recursive intent decomposition into a requirement tree | node-level low-burden feedback (selection/ranking) | closed-form questions to reduce cognitive load | cumulative preference propagation/accumulation | adaptive DontCare/DontKnow handling and clarification cycles | pre-execution interactive requirement elicitation agent | RL optimization from online weak-supervisor feedback | user reward + progressive reward + outcome reward | sandwich-protocol alignment evaluation,hitl | task-decomposition | recursive-amplification | preference-propagation | intent-elicitation | closed-form-feedback | spec-driven | clarification | escalation | rl-from-feedback | weak-to-strong | llm-as-judge,generation-time | pre-execution | requirement-elicitation,in-the-loop,Scalable Interactive Oversight | specification gap | verification gap | ambiguity amplification | requirement tree | progressive reward,,both,"Table/figure regions are OCR-garbled (Tables 1-3, Figures 2-9) but body text and key claims are legible; requirement-level oversight only, code-level supervision left to future work.",0
XZEHQYNZ,M. Tuape 2025,conceptual-position | secondary-review | framework-model,"The paper addresses the practical implementation gaps and 'loopholes' in designing human oversight and accountability mechanisms for Agentic AI in software engineering, where the EU AI Act's oversight/transparency mandates collide with the unpredictability and non-determinism of autonomous AI code generation.","""after its release to a wide public audience in 2022, it took just two months for ChatGPT to reach 100 million users [6]""",non-determinism | emergent-behavior | unpredictability | accountability | automation-bias | deskilling | cognitive-overload | bias | test-oracle-problem | legal-compliance | explainability | traceability | security | maintainability,"""While the Act strongly emphasizes 'effective oversight' for high-risk AI systems, its practical implementation for Agentic AI, characterized by emergent and non-deterministic behaviors, lacks concrete guidance [16]""; current SE paradigms ""lack the inherent design principles and mechanisms to seamlessly integrate deep human oversight into autonomous and adaptive AI development processes""",HITL architecture framework | governance-by-design | auditable logging and traceability | scalable oversight via factored evaluation | continuous monitoring frameworks | dynamic control shifting (HITL/AI-in-the-loop) | co-design workshops with stakeholders | value-sensitive design for bias mitigation | adaptive explanation/interpretability systems | risk-based intervention level tuning | agile governance frameworks | research roadmap (Design Science Research),hitl | governance-by-design | policy-as-code | auditability | provenance | observability | scalable-oversight | factored-evaluation | continuous-monitoring | risk-routing | trust-calibration | explainability | co-design | escalation | human-on-the-loop | human-in-command,generation-time | code-review | CI | runtime | post-deployment | lifecycle-wide,in-the-loop,Human Oversight and Accountability for AI4SE | paradox of automation | reinforcing cycle | two-tiered adoption scenario | governance-by-design | AI-in-the-Loop vs Human-in-the-Loop | adaptable accountability architectures,EU AI Act | EU AI Act Article 14 (Human Oversight),both,"Position/roadmap paper with a preliminary multivocal literature review; text has OCR artifacts (e.g. 'surver', 'categoris', truncated keywords) and reports inconsistent paper counts (states '2 papers met the criteria' yet '15 selected papers'). Proposed HITL framework is conceptual/not yet built or evaluated.",0
Y4TIF9KW,A. N. A. Hadee 2025,system-tool | case-study | design-science,"Static/SAST tools detect vulnerabilities in code but their developer-centric outputs lack regulatory alignment and require extensive manual interpretation, so they fail to produce auditor-ready, standards-mapped evidence; single-LLM approaches add reliability and transparency risks.",Traditional SAST tools identified between 25 and 35 issues on the DVNA repository whereas Code Prism identified 42 issues with audit-ready OWASP/NIST references,security | vulnerability-detection | regulatory-noncompliance | hallucination | inconsistency | lack-of-auditability | audit-inefficiency,"single-LLM approaches tempered by persistent issues of hallucination, inconsistency, and a lack of inherent auditability; SAST outputs 'typically require hours of manual interpretation and formatting into audit-ready evidence'","multi-agent multi-LLM orchestration | specialized agents (detection, regulatory mapping, report synthesis, UX) | retrieval-augmented generation with semantic indexing | grounding outputs in OWASP/NIST standards | cross-validation across diverse LLMs | human-in-the-loop model selection at checkpoints | configurable audit-ready reporting flows | model selection to validate ambiguous findings",multi-agent | multi-llm | rag | semantic-indexing | cross-validation | ensemble | hitl | standards-mapping | policy-grounding | auditability | report-synthesis | risk-routing,static-code-review | pre-deployment | audit | reporting,in-the-loop,Code Prism | audit-oriented static code review | compliance-first outputs,OWASP Top 10 | NIST Cybersecurity Framework | NIST SP 800-53,both,"Some garbled OCR ('DICUSSION', 'Figure I.t'); evaluation limited to a single vulnerable repository (DVNA) with mainly qualitative feedback.",0
YA7XNWYE,Ji 2024,empirical | benchmark | conceptual-position | secondary-review,"AI code generation models frequently produce insecure code that may enter the software supply chain without adequate security review, and current practices for evaluating and overseeing the security of AI-generated code are inconsistent and inadequate.",92% of surveyed U.S.-based developers report using AI coding tools (GitHub June 2023 survey); another Nov 2023 survey reported 96% of developers using AI coding tools; authors' own evaluation found ~48% of code snippets from five LLMs contained bugs potentially exploitable,security | insecure-code | supply-chain | hallucinated-packages | data-poisoning | backdoor | prompt-injection | automation-bias | technical-debt | training-feedback-loop | workforce-displacement | attack-surface,burden of verifying AI-generated code is secure falls mainly on users whose willingness to expend costs is not constant; evaluation benchmarks focus on functionality not security; 76% of surveyed workers believe AI code is more secure than human code (automation bias); Perry et al. found users with AI assistants wrote significantly less secure code while believing it was secure,"security-focused code review before production | evaluate all code regardless of authorship via secure SDLC | distribute responsibility across stakeholders (AI developers, orgs, policymakers) | remove vulnerable code from training datasets | assess models on security benchmarks not just functionality | built-in output security checks in tools | expand secure-by-design principles to LLMs | security-ranked leaderboards | formal-verification / model checking (ESBMC) as vulnerability proxy | existing risk management frameworks (NIST C-SCRM, CSF)",security-gate | code-review | secure-by-design | training-data-sanitization | security-benchmark | formal-verification | static-analysis | provenance | risk-management-framework | shift-responsibility | hitl | observability,pre-production | code-review | CI | generation-time | model-training | benchmark-evaluation,in-the-loop,automation bias | unsuccessful verification rate | negative feedback loop (AI code retraining) | human-out-of-the-loop pipelines,NIST Cybersecurity Framework | NIST C-SCRM (SP 800-161) | White House National Cybersecurity Strategy 2023 | secure-by-design (CISA) | MITRE CWE Top 25,both,,0
