item_key,title,authors,year,item_type,source,has_pdf,doi,arxiv_id,retrieval_route,pool,dup_group,is_primary,abstract
RQI8NXJL,"Identity-aware governance for autonomous AI agents: a framework for enterprise authorization, delegation, and audit",Hariharan Ramachandran; Gour Mishra,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Cisco's finding that 26% of analyzed agent skills contain security vulnerabilities, and architectural analysis of credential inheritance patterns in Claude / Code Agent Teams, Cursor FastRender (2,000 concurrent agents), and OpenClaw (30,000+ internet-exposed instances). / AI Agents, Identity Governance, Authorization, Delegation, Multi-agent Systems, Prompt Injection, Zero Trust, MCP, Enterprise Security, LLM Security"
MHK56HCY,Agentic AI as assurance infrastructure: design principles for a continuous second line,Roni van der Fehr,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"The first paper in this series established that episodic gateway review is constitutively mismatched to the risk dynamics of complex adaptive / systems, and that continuous assurance represents structural reform of oversight practice rather than a marginal efficiency gain. / agentic AI, multi-agent systems, governance primitive, continuous assurance, second line of defence, evidence-first design, human accountability, responsible / AI, design principles, AI governance"
JZ64WDLQ,The fluid triad: a decision-first organizational model for human-agent teams,Ioannis Stavridis,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"AI tools (Anthropic Claude) were used for literature synthesis assistance, drafting support, and structural organization. / agentic AI, organizational design, human-agent teams, governance, selforganization, requisite variety, decision architecture, EU AI Act, multi-agent systems / , principal-agent alignment, Bayesian governance, sociotechnical systems, humanautonomy teaming, decision provenance JEL Codes: M10, O33, L20"
WBS9U5N7,Cognitive camouflage: specification gaming in LLM-generated code evades holistic evaluation but not adversarial execution,Daniel Alami,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"2/8, Claude missed 0/8. / family as generator, our findings suggest that specification gaming in code generation is not merely an artifact of RL reward shaping, but a structural risk"
VFNJSZD9,Beyond SAST and DAST: a unified security testing architecture for autonomous coding agents,Michel Hjazeen,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Agentic AI systems invalidate both assumptions. / Vulnerability Taxonomy (AVT), classifying vulnerability classes unique to or amplified by agentic coding pipelines across five dimensions; (2) the Agentic Risk"
3SCFGVCX,Agentic AI risk-management standards profile,Nada Madkour; Jessica Cussins Newman; Deepika Raman et al.,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"The unique challenges introduced by agentic capabilities complicate traditional, model-centric risk-management approaches and demand system-level governance / This paper introduces the Agentic AI Risk-Management Standards Profile (""Agentic AI Profile""), which aims to provide a targeted set / Agentic AI, AI Agents, AI Risk Management"
SLLGXI2Z,Cognitive twins: from digital representation to governed action,Steve Sashihara,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"AI governance frameworks specify desired outcomes but leave open how those outcomes are enforced at runtime. / This paper defines the Cognitive Twin, a decision-capable digital representation that executes a continuous G-PAPA decision cycle (Governance, Perception / Cognitive Twin, digital twin, world model, agentic AI, runtime governance, machineinterpretable governance, authority boundaries, policy enforcement, decision / provenance, human oversight, G-PAPA decision cycle, AI Governance"
Z6RB7NDA,Secure tool integration patterns for agentic AI systems: a software supply chain approach to model context protocol governance,Vivek Acharya,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"This paper presents the first systematic threat taxonomy and defensive methodology for MCP-based tool integration in agentic AI systems. / Model Context Protocol, software supply chain security, agentic AI systems, tool integration security, prompt injection defense, capability provenance, / runtime governance, MCP threat taxonomy, artificial intelligence"
G8MG5DZS,The semantic deviation index (SDI): a runtime measurement standard for the governance of agentic AI in financial services,Maureen Doyle-Spare,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"This paper introduces the Semantic Deviation Index (SDI) — proposed as a candidate measurement standard for agentic AI governance / Drawing on practitioner expertise in banking controls, model risk governance, and enterprise architecture, this paper is submitted / Governance, Financial Services, SR 11-7, NIST AI RMF, Agentic AI Governance, Pre-Execution Validation, Semantic Alignment, Governance Latency, Authority / Decay, Invisible Failure, Reconciliation Gap, Adversarial AI, Multi-Agent Systems, Control Architecture, Enterprise AI Risk, Deterministic Enforcement"
79JAXRME,Self-suppressing correction in agentic AI platforms: a conceptual framework for coupled epistemic degradation,Paul Gallacher,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Agentic AI systems do not simply answer prompts. They select, sequence, and execute actions across workflows, tools, and institutional settings. / agentic AI, platform governance, reinforcement learning from human feedback, sycophancy, epistemic degradation, market failure"
H2F9R5RA,WHEEL OS™: a human governance diagnostic framework for autonomous agentic systems,John Kwarsick,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"AI governance does not fail because controls are absent. / Most organizations have governance policies, assigned roles, and documented oversight procedures. / Agentic AI, Ai Governance, Autonomous Agents, Human Oversight, Human Factors, Organizational Accountability, Governance Readiness., Cognitive Surrender"
TTVANKQL,Established governance in agentic AI: closing the gap between policy and enforcement,Paulo Cavallo,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Agentic AI systems, systems that decompose tasks, invoke tools, and execute multi-step workflows autonomously, are increasingly deployed in financial services / Tooling that enforces governance at runtime has not kept pace. / agentic AI, AI governance, model risk management, SR 11-7, described governance, established governance, runtime enforcement, governance gaps"
KR8RVD9G,Policy provenance as a prerequisite for responsible agentic AI,Ravi Kumar Kappagantu,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Agentic AI presents two distinct and currently unresolved governance challenges for regulated enterprise systems. / For delegated agents, the paper introduces the Four-Dimensional Policy Provenance Record: a governance framework capturing the user access policy, the"
T5GJ5VZU,Governing the agentic enterprise guardrails for autonomous AI agents in B2B,Syed Muhammad Khuzaima Alam,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"FASTRAC introduces a formal governance function G(A) = {C, V, R, M, L} integrating constraints, validation, risk scoring, monitoring, and learning into / Through formal modeling and a B2B payment execution scenario, this study demonstrates how adaptive governance mechanisms such as dynamic risk thresholds / Agentic AI, AI Governance, B2B Payments, Financial Compliance, Control Theory, Risk Management, Autonomous Systems, Trust Calibration, FASTRAC"
BRN6IZKL,The handshake protocol: protecting expert judgment in sustained human-AI collaboration,William Chesher,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"This paper presents the handshake protocol, a governance methodology that protects expert judgment under sustained human-AI collaboration, operating at / Human-AI Collaboration, Expert Judgment, Knowledge Management, SECI Model, Deskilling, Agentic AI Governance"
8NMTYPQY,A pragmatic approach to regulating AI agents,Philipp Hacker; Matthias Holweg,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"The current advancement in and deployment of agentic AI systems has created a set of key challenges for the legal frameworks that govern their use. / On the contractual side, we advocate for a ""traffic light"" system of staggered task authorization based on operational risk and the creation of a statutory / Artificial Intelligence, AI Regulation, Agentic AI, Contract Law"
CMB4FJZZ,Execution-witness binding: proof-carrying authorization for LLM agent runtimes,Shawn Cohen,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,Agentic AI systems that execute privileged actions via tool calls face a fundamental security challenge: autoregressive language models process all tokens / MVAR addresses limitations in per-call evaluation through three novel mechanisms: (1) a composition risk engine that tracks cumulative session-level risk
FCSXBE4I,Agent reliability maturity model (ARMM) a capabiility framework for production-ready AI agent deployment - moving from 'can we build it' to 'are we ready to run it',Ant Newman,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"The primary barrier cited by practitioners is not governance or capability, but reliability: will it work when it matters? / structures (governance maturity). / Capability Maturity Model, Systems Engineering, Artificial Intelligence, AI Agents, Agentic AI"
YBRAX8GU,The ADMT compliance audit framework: a methodology for measuring foundation model omission bias and alignment faking under california's automated decision-making technology regulations,Janga Breckenridge,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"We document compliance gaps ranging from 11.3 percent (GPT-4o) to 26.0 percent (Claude 3.5 Sonnet) across the four foundation models most commonly underlying / foundation model compliance behavior and translating findings into the documented risk assessments California law requires. / ADMT, Automated Decision-making, Alignment Faking, Omission Bias, California CCPA, ADMT Risk Assessment, Deception Score, Foundation Model Audit, AI Compliance"
FWE8KERE,Axiomatic governance for agentic AI: a five-layer constitutional framework derived from first principles and validated in production,Hirosawa Amakawa,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Agentic AI systems-capable of autonomous planning, reasoning, and execution-are transitioning from prototypes to production deployment, yet existing governance / We present ORISMION, a five-layer axiomatic governance framework that derives all rules from a single objective function (survival maximization) through / Agentic AI Governance, Multi-Agent Systems, AI Safety Framework, First-Principles Derivation, Fractal Architecture, Axiomatic AI Framework, Human-AI Collaboration"
M6SUF8M6,From firewall to membrane: why agentic AI requires a new class of governance architecture,Paul Pantera,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"governance and UUID-stamped audit documentation. / The paper applies the OSHA Hierarchy of Controls to classify Firewall governance as an Administrative Control and Membrane governance as an Engineering / agentic AI governance, constitutional AI architecture, AI safety frameworks, Governance API, AI decision-layer auditing, Membrane Architecture, Firewall"
8FYFMN56,Control and governance of generative and agentic AI: an AIS lifecycle framework for privacy and security,Sumit Sharma,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Generative artificial intelligence (GenAI) and agentic AI architectures are rapidly being integrated into organizational information systems and automation / Agentic AI systems may autonomously invoke tools, access sensitive organizational data, and interact with other agents in ways difficult to observe or / Generative Artificial Intelligence, Agentic AI, AI Governance, Information Systems Governance, Artificial Intelligence Controls, Privacy Engineering, Security / Governance, AI Risk Management, AI Lifecycle Management"
QZVN4MKK,Scalable runtime governance for agentic AI in financial services,Lukasz Szpruch; Agus Sudjianto; Tanveer Bhatti et al.,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Agentic AI systems, systems that decompose tasks, invoke tools, and execute multi-step workflows, are increasingly deployed in financial services. / These systems challenge classical Model Risk Management (MRM) because outcomes arise from execution trajectories rather than a stable input-output mapping"
XQ2858YZ,Algorithmic transparency and decision-making accountability: thoughts for buying machine learning algorithms,Jake Goldenfein,2019,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"There has been a great deal of research on how to achieve algorithmic accountability and transparency in automated decision-making systems - especially / algorithmic accountability, machine learning, procurement, automated decision-making"
PH6HQ5XG,Algorithms acting badly: a solution from corporate law,Mihailis Diamantis,2020,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Artificial Intelligence, Corporate Law, Algorithmic Misconduct, Algorithmic Accountability Gap, Respondeat Superior, Uber, Philosophy of Law, Legal Theory"
8I9VS22E,An institutional view of algorithmic impact assessments,Andrew D. Selbst,2021,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,This Article demonstrates how emerging research within the field of algorithmic accountability can also inform the shape of AIA regulation.
MJ9IKA9C,Law informs code: a legal informatics approach to aligning artificial intelligence with humans,John Nay,2022,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"alignment. / Toward society-AI alignment, we present a framework for understanding law as the applied philosophy of multi-agent alignment, harnessing public law as / Natural Language Processing, Reinforcement Learning, RL from Human Feedback, Self-Supervised Learning, Large Language Models, Foundation Models, AI Safety, AI / Alignment, AI Ethics, AI & Law, AI Policy, Computational Law"
Q8F6WBGU,AI audit washing and accountability,Ellen P. Goodman; Julia Trehu,2022,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"In the absence of greater specification and more independent auditors, the risk is that AI auditing becomes AI audit washing."
7S24HQUN,Understanding accountability in algorithmic supply chains,Jennifer Cobbe; Michael Veale; Jatinder Singh,2023,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Academic and policy proposals on algorithmic accountability often seek to understand algorithmic systems in their socio-technical context, recognising / We argue that algorithmic accountability discussions must consider supply chains and the difficult implications they raise for the governance and accountability / algorithmic accountability, supply chains, AI as a Service, general purpose AI, accountability horizon, political economy"
2D5LCIUP,Understanding the distinction between technical and governance audits for AI: a critical analysis,Jeffrey Kluge,2023,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Ultimately, through balanced, pragmatic guidelines and a commitment to transparency and ethics, organizations can implement responsible AI auditing and"
A8XNV9RR,AI auditing: first steps towards the effective regulation of artificial intelligence systems,Edwin Farley,2024,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"AI auditing. / AI auditing standards should reflect a comprehensive approach targeting three components of AI development: data, model, and deployment."
BA53ZRLJ,"Auditing of AI: legal, ethical and technical approaches",Jakob Mökander,2024,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"AI auditing is a rapidly growing field of research and practice. / Reflecting this diversity of perspectives, different approaches to AI auditing have different affordances and constraints."
WIFK95JQ,A methodological framework for auditing norm-sensitive behaviour in large language models: research design for employment contexts,Juan Vega Esquivel,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"This methodological blueprint addresses a gap in AI auditing: how to assess behaviour in contested, value-laden contexts where correctness is undefined"
BPL78SWJ,Deterministic bias detection for NYC local law 144: why reproducibility matters more than accuracy a technical framework for compliance-grade AI auditing,Subodh KC,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Algorithmic Accountability, Bias Detection, Deterministic AI, NYC Local Law 144, Employment Discrimination, Reproducibility, Compliance Architecture"
RLCF33SM,AI deployment authorisation: a global standard for machine-readable governance of high-risk artificial intelligence,Daniel Djan Saparning,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"legally and economically grounded dimensions: Risk, Alignment, Externality, Control, and Auditability, derived from safety engineering, alignment theory, algorithmic / accountability, and liability economics. / Artificial intelligence governance, algorithmic accountability, AI safety certification, deployment authorisation, insurance-based regulation, safety-critical"
JFYZV2MZ,"SORT-AI: a projection-based structural framework for AI safety alignment stability, drift detection, and scalable oversight",Gregor Herbert Wegener,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"AI safety, alignment theory, structural risk analysis, alignment stability, deceptive alignment, mesa-optimization, representation drift, scalable oversight"
3LJCSWBK,Beyond due diligence: rethinking third-party risk management for artificial intelligence systems in the UK public sector,Mohammed Umar,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Artificial Intelligence, Third-Party Risk Management, UK Public Sector, AI Governance, Algorithmic Accountability, Public Procurement, Supply Chain Security"
YN3JDZQA,Distinguishing governance from compliance evidence: a framework for post-incident reconstruction,Oleg Solozobov,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"automated decision systems, governance evidence, structural accountability collapse, evidence degradation, decision event schema, algorithmic accountability"
99MDCADU,Authority illusion and the architecture of responsibility in AI governance,Mumtaz Enser,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"AI governance, responsibility gap, authority illusion, authority mapping, humanin-the-loop, algorithmic accountability"
IMG5R8EY,capAI - a procedure for conducting conformity assessment of AI systems in line with the EU artificial intelligence act,Luciano Floridi; Matthias Holweg; Mariarosaria Taddeo et al.,2022,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"The main purpose of capAI is to serve as a governance tool that ensures and demonstrates that the development and operation of an AI system are trustworthy / AI, AI Act, AI legislation, AI Auditing, Conformity Assessment, EU, Trustworthy AI"
YXKHSW6S,Meaningful human control to detect algorithmic errors,Winston Maxwell,2023,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"to the October 6, 2020 ruling of the CJEU, many other statutes and court decisions require human control over algorithmic decisions: the EU’s proposed AI / I will not discuss in this article the other objectives linked to human control, including its role in allocating liability and in demonstrating compliance / human control, AI, artificial intelligence, explainability, meaningful human control, GDPR, AI Act, human rights, error detection, Ligue des droits humains"
ABDFJPZZ,AI liability in Europe: how does it complement risk regulation and deal with the problem of human oversight?,Beatriz Botero Arcila,2023,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"In the European Union and elsewhere around the world, AI governance is turning towards risk regulation. / While risk regulations like the AI Act regulate some aspects of these human and machine interactions, they do not offer those impacted by AI systems any / AI Liability, AI Act, Human in the loop, Human-AI systems, AI harms, Liability law, fault based liability, strict liability, AI complexity, AI opacity"
WRF2X8QE,Artificial intelligence systems in the European union: guidelines and architectures for compliance-by-design,Daniele Canavese; Afonso Ferreira; Romain Laborde et al.,2024,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"However, the requirements, guidelines, and best practices mandated in the AI Act are spread amongst various articles and annexes. / We also provide generic architectures to help developers design fully compliant solutions with the AI Act and Cyber Resilience Act. / Artificial Intelligence, Software Engineering, Artificial Intelligence Act, Cyber Resilience Act, Compliance-by-Design, compliance, European Union Regulation"
SD744UB3,Are organisations ready for ai security compliance: a cross-sector survey,Harriet Farlow; Matthew Garrat; Gavin Mount et al.,2024,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"There are already standards that govern AI security by ISO and NIST, and legislation like the EU AI Act and California laws. / Third, organisational compliance readiness is extremely low (19%)."
8X8VFCWY,"Leashes, not guardrails: a management-based approach to artificial intelligence risk regulation",Cary Coglianese; Colton R. Crum,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"leash only protects others when a human retains a firm grip on the handle, the kind of leashes that should be deployed for AI will also demand human oversight / Our aim is to facilitate future research and decision-making that can improve the efficacy of AI regulation by leashes, not guardrails. / Artificial intelligence, AI, AI safety regulation, digital technologies, AI risk governance, management-based regulation, risk management"
S57GJ9VD,Simplifying software compliance: AI technologies in drafting technical documentation for the AI act,Francesco Sovrano; Emmie Hine; Stefano Anzolut et al.,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"The European AI Act has introduced specific technical documentation requirements for AI systems. / creating technical documentation that complies with the AI Act. / AI Act, Legal Compliance, Technical Documentation, Applied Computing in Law, Software Documentation Mathematics Subject Classification (2020) 68N30"
YAJNA2AL,AI act high-risk AI compliance challenge and industry impact: a multiple case study,Matthias Wagner; Qunying Song; Markus Borg et al.,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"The AI Act marks a new chapter in AI governance, affecting companies around the world seeking to offer their services within the European Union. / We explored the perceived compliance challenge for the AI Act's high-risk requirements and associated contributing factors; the AI Act's impact / AI Act, Compliance Challenge, Industry Impact, Multiple Case Study, Software Compliance, Regulatory Requirements, AI Governance"
KREBS4T3,From policy to practice: prototyping the EU AI act's human oversight requirements,Wannes Ooms; Lotte Cools; Thomas Gils et al.,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Article 14 AI Act mandates that high-risk AI systems are designed and developed in such a way that they enable effective human oversight. / In addition, the report also features reviewer feedback on those documents and the human oversight requirement contained in article 14 AI Act. / AI Act, Human oversight, high-risk AI systems, policy prototyping, product safety, law enforcement, AI in education, AI in healthcare, Artificial Intelligence / , AI governance, compliance, AI regulation"
TEFL3IWF,Spider vision: dual-level oversight for AI governance,Timothy Young,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Technical audits assess model behavior, robustness, and bias, while institutional governance oversees compliance, accountability, and social impact. / Positioned alongside the OECD AI Principles, the EU AI Act, and the NIST AI Risk Management Framework, Spider Vision offers a measurable, operational / Spider Vision, dual-level oversight, AI governance, Primary Vision, Secondary Vision, Bias, Persistence, Accountability Drift, Trust Erosion, institutional / accountability, algorithmic risk, sociotechnical systems, virtue ethics (operational), oversight coordination"
JCAQ3AHU,AI certification and assessment catalogues: practical use and challenges in the context of the European AI act,Gregor Autischer; Kerstin Waxnegger; Dominik Kowald,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,Our methodology involves leveraging the Fraunhofer AI Assessment Catalogue as a comprehensive tool to systematically assess an AI model’s compliance with
DLQVQZ5K,Redefining responsibility: novel paths in ai governance,Sivadeep Katangoori; Anudeep Katangoori,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"The need to put ethical principles into practice through AI governance (AIG) is increasing in response to the explosion of papers outlining organizations / research directions by showcasing the state-of-the-art in AI governance. / AI Governance, AI Regulation, Responsible AI, AI Transparency, AI Ethics, Systematic Literature Review (SLR)"
Z4A98575,The regulation of fine-tuning: federated compliance for modified general-purpose AI models,Philipp Hacker; Matthias Holweg,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"This paper addresses the regulatory and liability implications of modifying general-purpose AI (GPAI) models under the EU AI Act and related legal frameworks / Second, the discussion clarifies when exactly a modifying entity qualifies as a GPAI provider under the AI Act, which significantly alters the compliance / General-purpose AI, foundation models, fine-tuning, regulation, liability, GPAI, AI Act, Product liability"
EZQK6GTD,Legal challenges in the deployment of large language models: a comparative analysis under the GDPR and EU AI act,Ali Vaezi,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"This study examines how the GDPR and the EU AI Act regulate the deployment of LLMs, highlighting key legal challenges in data processing, transparency, / and real-world case studies, it identifies where obligations under both regimes converge (such as in lawful processing, data minimization, and human oversight / Large Language Models, GDPR, EU AI Act, Automated Decision-Making"
AKQXN7W7,On leashing (and unleashing) AI innovation,Cary Coglianese; Colton R. Crum,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"to impose “guardrails” on the development and deployment of AI. / Paradoxically, by leashing AI through responsible human management oversight, rather than trying futilely to keep it within some fixed guardrails, AI governance / artificial intelligence, AI, AI safety regulation, digital technologies, AI risk governance, management-based regulation, machine learning"
8BLIERUP,Deterministic AI governance via post-processing constraint layers: the DELIA architecture,Edward Meyman,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Unlike probabilistic oversight approaches, DELIA guarantees reproducibility, auditability, and sub-second governance decisions through a flat-constraint / We evaluate its applicability in finance, healthcare, and legal domains, and position it within emerging regulatory landscapes including the EU AI Act / AI Governance, Deterministic Systems, Constraint Satisfaction, AI Alignment, Regulatory Compliance, Audit Trails, Post-Processing Architecture, Model-Agnostic / AI, Formal Verification, Enterprise AI Compliance, Cryptographic Auditability, Multi-Agent Alignment"
LL3MSMUB,Technical AI assurance for trustworthy systems in the age of regulation: a framework for compliance and defensibility,Don Liyanage,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"The introduction of the European Union's AI Act, the first comprehensive legal framework for AI, establishes a global benchmark for regulation, mandating / We analyse the requirements of the EU AI Act and map them to the operational framework provided by the ISO/IEC 42001 standard for AI Management Systems / Artificial Intelligence, AI Assurance, EU AI Act, ISO 42001, Explainable AI (XAI), Trustworthy AI, Decision Defensibility, Neuro-Symbolic AI, Third Generation"
ADUKIXA3,From ethification to juridification: human oversight and the potential crowding out of ethicists by lawyers in AI governance,Johann Laux,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"First, it conceptualises human oversight of AI as a novel task for human labour in AI governance, induced by legal regulation and distinct from market-driven / Third, the article examines how organisations may manage the ethical decision-making that persists within legally mandated oversight, comparing compliance-and / Artificial Intelligence, Human Oversight, AI Act, AI Ethics, Regulation"
PKN9D6XZ,Dual-use of generative AI in cybersecurity: balancing offensive threats and defensive capabilities in the post-LLM era,Sridhar Krishna Korimilli; Md Habibur Rahman; Goutham Sunkara et al.,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"As a new metric, the Dual-Use Risk Index (DURI) is proposed to rate generative works live, backed by guard violations built into the governance by design / The framework is consistent with the top regulatory efforts, including the NIST AI Risk Management Framework and the EU AI Act. / Generative AI, Large Language Models, Cybersecurity, Dual-Use Risk, Governance Framework, Prompt Engineering, AI Ethics, Information Systems Security,"
FEJLI262,A decontextualized LLM-based safeguard technique for automated jailbreak mitigation,Tiziano Santilli; Marco De Luca; Domenico Amalfitano et al.,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Emerging regulation (e.g., the EU AI Act) demands proactive controls that verify outputs before delivery. / AI Act and provider policies. / Ai, Compliance, Large Language Model, Jailbreak, Software"
LLV7KNM2,Designing accountability: ethical frameworks for reintroducing responsibility in executable governance,Agustin V. Startari,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"This article develops an ethical legal framework for reintroducing responsibility into executable governance. / Through applied case studies in EU AI Act conformity assessment, DAO governance, predictive credit scoring, and automated medical audits, the framework / Accountability Injection, Executable Governance, Regla Compilada, Sovereign Executable, Spectral Sovereignty, Null Subjects, Syntactic Responsibility, / Predictive Systems, AI Act, Human Oversight, Smart Contracts, DAO Governance, Credit Scoring, University Admissions, Automated Medical Audits, Ethical"
F4U3MQ7N,AI compliance frameworks: a handbook for compliance tools based on AI acts' requirements,Marinella Quaranta; Ilaria Amantea; Guido Governatori et al.,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"We present a structured framework for compliance tools designed to assess high-risk AI systems under the European AI Act, which entered into force in August / We systematically analyze AI Act requirements across three main phases of AI system lifecycle: project planning, development \& deployment, and post-market / AI Compliance, EU AI Act, AI Compliance Methodology"
ADV5GQEV,RegOps as an agile response to regulatory pressure,Nan Yang; Ali Mehraj; Xiaofeng Wang et al.,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Widely-applied Agile practices accelerate delivery but offer limited consideration of regulatory compliance. / Within the tension between agility and compliance, the concept of RegOps emerged from the strictly regulated industry, yet it remains underexplored in / RegOps, Regulatory Compliance, Agile, Complex Adaptive Systems Theory, EU AI Act"
BKSNXFDK,"Regulatory compliance made easier with AI risk scor the dual imperative in RegTech: leveraging AI-driven risk scorecards for continuous compliance, operational efficiency, and establishing governance frameworks for explainability and ethical accountability",MaryEllen O'Connell,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"This study investigates the profound integration of Artificial Intelligence (AI) Risk Scorecards into organizational Governance, Risk, and Compliance ( / standards, notably the EU AI Act and the NIST RMF. / AI Governance, RegTech, Risk Scorecards, Continuous Compliance, Explainable AI"
NS3L4YKR,"SOC 2.0: less triage, more treachery",Yashwanth Reddy Mallu,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Navigating this new era requires a governance-first approach, and this paper concludes by recommending the adoption of frameworks like the NIST AI Risk / Cybersecurity, Artificial Intelligence, Security Operations Center, Adversarial, Adversarial Machine Learning, NIST AI RMF, MITRE ATLAS"
