item_key,final,target_collection,reviewed,tags,title
34ELRWJH,core,539H8RBQ,True,s3:opus:core|s3:human:core,"The hidden legal minefield: how AI-assisted ""vibe coding"" amplifies software dev"
95CPB7CF,core,539H8RBQ,True,s3:opus:core|s3:human:core,Beyond the 'diff': addressing agentic entropy in agentic software development
X7EN6DXZ,core,539H8RBQ,True,s3:opus:core|s3:human:core,Measuring and exploiting contextual bias in LLM-assisted security code review
BAWCBT9R,core,539H8RBQ,True,s3:opus:core|s3:human:core,Bias in the loop: auditing LLM-as-a-judge for software engineering
UIXCRBQX,core,539H8RBQ,True,s3:opus:core|s3:human:core,"Safer builders, risky maintainers: a comparative study of breaking changes in hu"
5Q4G4CQB,core,539H8RBQ,True,s3:opus:core|s3:human:core,AI-driven continuous integration: automating code review and deployment with LLM
5BAZZWHG,core,539H8RBQ,True,s3:opus:core|s3:human:core,"""I'm not reading all of that"": understanding software engineers' level of cognit"
NGIH5T4C,core,539H8RBQ,True,s3:opus:core|s3:human:core,The evolving landscape of code review: leveraging artificial intelligence for en
R2QMVNXI,core,539H8RBQ,True,s3:opus:core|s3:human:core,Coding with AI: from a reflection on industrial practices to future computer sci
UDVHQ5HR,core,539H8RBQ,True,s3:opus:core|s3:human:core,Uncovering systematic failures of LLMs in verifying code against natural languag
ID7IN65K,core,539H8RBQ,True,s3:opus:core|s3:human:core,To copilot and beyond: 22 AI systems developers want built
6ZW9QNQH,core,539H8RBQ,True,s3:opus:core|s3:human:core,Position: vibe coding needs vibe reasoning: improving vibe coding with formal ve
BLR3XE3I,core,539H8RBQ,True,s3:opus:core|s3:human:core,"Vibe Coding in Product Teams: Reconfiguring AI-Assisted Workflows, Prototyping, "
GAD5Z8PV,core,539H8RBQ,True,s3:opus:core|s3:human:core,SLEAN: simple lightweight ensemble analysis network for multi-provider LLM coord
4T5QFWZE,core,539H8RBQ,True,s3:opus:core|s3:human:core,"More code, less reuse: investigating code quality and reviewer sentiment towards"
P837LJWE,core,539H8RBQ,True,s3:opus:core|s3:human:core,Modernization of enterprise payment infrastructure: a case study on LLM-assisted
6DXZGHD9,core,539H8RBQ,True,s3:opus:core|s3:human:core,A generative AI cybersecurity risks mitigation model for code generation: using 
WRXR2VTP,core,539H8RBQ,True,s3:opus:core|s3:human:core,VibeContract: the missing quality assurance piece in vibe coding
4PSM6ZCD,core,539H8RBQ,True,s3:opus:core|s3:human:core,Is vibe coding safe? Benchmarking vulnerability of agent-generated code in real-
QI8246A3,core,539H8RBQ,True,s3:opus:core|s3:human:core,The rise of AI teammates in software engineering (SE) 3.0: how autonomous coding
E9RAWBDT,core,539H8RBQ,True,s3:opus:core|s3:human:core|framing,"Good vibrations? A qualitative study of Co-creation, communication, flow, and tr"
8AW26GFK,core,539H8RBQ,True,s3:opus:core|s3:human:core,Architecture without architects: how AI coding agents shape software architectur
YA7XNWYE,core,539H8RBQ,True,s3:opus:core|s3:human:core,Cybersecurity risks of AI-generated code
F9JM9CI6,core,539H8RBQ,True,s3:opus:core|s3:human:core,"Support, not automation: towards AI-supported code review for code quality and b"
6F3S8IB7,core,539H8RBQ,True,s3:opus:core|s3:human:core,HAIF: a human-AI integration framework for hybrid team operations
RX9SICP9,core,539H8RBQ,True,s3:opus:core|s3:human:core,IACDM: interactive adversarial convergence development methodology -- a structur
8KJEKBGT,core,539H8RBQ,True,s3:opus:core|s3:human:core,Software vulnerability and functionality assessment using LLMs
E689ZAXC,core,539H8RBQ,True,s3:opus:core|s3:human:core,Review makes workers less likely to revise AI output
LGZXFLSJ,core,539H8RBQ,True,s3:opus:core|s3:human:core,Causal mapping of the risks of using generative ai in software development
HJGKKX9S,core,539H8RBQ,True,s3:opus:core|s3:human:core,Human-In-the-loop software development agents: challenges and future directions
E95T8E88,core,539H8RBQ,True,s3:opus:core|s3:human:core,What to cut? Predicting unnecessary methods in agentic code generation
7V7SRG43,core,539H8RBQ,True,s3:opus:core|s3:human:core,CodeAgent: autonomous communicative agents for code review
399HN438,core,539H8RBQ,True,s3:opus:core|s3:human:core,Turbocharging pull request reviews: exploring generative AI for code review
PDYJGF2R,core,539H8RBQ,True,s3:opus:core|s3:human:core,The hidden risks of LLM-generated web application code: a security-centric evalu
4FGIVVTG,core,539H8RBQ,True,s3:opus:core|s3:human:core,Evaluating human-AI partnership for LLM-based code migration
Y4TIF9KW,core,539H8RBQ,True,s3:opus:core|s3:human:core,"Code prism: a multi-agent, multi-LLM, semantic indexing artifact for regulatory "
5RKMGRNA,core,539H8RBQ,True,s3:opus:core|s3:human:core,An agentic-AI solution for intelligent code review
T2EG4BE2,core,539H8RBQ,True,s3:opus:core|s3:human:core,"Vibe coding in practice: flow, technical debt, and guidelines for sustainable us"
9R6TGN82,core,539H8RBQ,True,s3:opus:core|s3:human:core,Training language models to generate quality code with program analysis feedback
MFSZPSPU,core,539H8RBQ,True,s3:opus:core|s3:human:core,Towards a human-in-the-loop framework for reliable patch evaluation using an LLM
DJMBHHZN,core,539H8RBQ,True,s3:opus:core|s3:human:core,"MOSAICO: management, orchestration and supervision of AI-agent COmmunities for r"
2CKL96B8,core,539H8RBQ,True,s3:opus:core|s3:human:core,The effect of AI tools on modern software development for frontend engineering: 
QTJPLBYR,core,539H8RBQ,True,s3:opus:core|s3:human:core,Evaluating security and inclusivity in LLM-generated code: a controlled experime
ZSB2S59N,core,539H8RBQ,True,s3:opus:core|s3:human:core,Designing guardrails: ensuring responsible AI behavior
72W6R4JG,core,539H8RBQ,True,s3:opus:core|s3:human:core,Vibe-coding: feedback-based automated verification with no human code inspection
QWHE9EXH,core,539H8RBQ,True,s3:opus:core|s3:human:core,STELP: secure transpilation and execution of LLM-generated programs
VG6CIDQW,core,539H8RBQ,True,s3:opus:core|s3:human:core,Lumen: developer agency through transparent context control in AI-assisted progr
VCI88UZD,core,539H8RBQ,True,s3:opus:core|s3:human:core,Human-certified module repositories for the AI age
TA6GIUK2,core,539H8RBQ,True,s3:opus:core|s3:human:core,The specification as quality gate: three hypotheses on AI-assisted code review
T3XTXIXW,core,539H8RBQ,True,s3:opus:core|s3:human:core,CoTDeceptor:adversarial code obfuscation against CoT-enhanced LLM code agents
DJHG9BBS,core,539H8RBQ,True,s3:opus:core|s3:human:core,AI-powered code review with LLMs: early results
GCZQTNBD,core,539H8RBQ,True,s3:opus:core|s3:human:core,LLM4VV: exploring LLM-as-a-judge for validation and verification testsuites
D87A4CAS,core,539H8RBQ,True,s3:opus:core|s3:human:core,Enhancing software development with large language models: a case study of kolay
VG8PSMM7,core,539H8RBQ,True,s3:opus:core|s3:human:core,Benchmarking and validation of prompting techniques for AI-assisted industrial P
5I2W8IC6,core,539H8RBQ,True,s3:opus:core|s3:human:core,Mapping the trust terrain: LLMs in software engineering - insights and perspecti
22JBEZNK,core,539H8RBQ,True,s3:opus:core|s3:human:core,Non-programmers assessing AI-generated code: a case study of business users anal
VZ27QUPQ,core,539H8RBQ,True,s3:opus:core|s3:human:core,Identifying and mitigating API misuse in large language models
HJMKADKU,core,539H8RBQ,True,s3:opus:core|s3:human:core,Bugdar: AI-augmented secure code review for GitHub pull requests
R4WJZBSF,core,539H8RBQ,True,s3:opus:core|s3:human:core,A framework for quantifying ethical and regulatory risks in big data analytics a
UB2EVUFU,core,539H8RBQ,True,s3:opus:core|s3:human:core,Self-organizing multi-agent systems for continuous software development
2KPHQ5IV,core,539H8RBQ,True,s3:opus:core|s3:human:core,Scaling human-AI coding collaboration requires a governable consensus layer
WPWF7A32,core,539H8RBQ,True,s3:opus:core|s3:human:core,DevLicOps: a framework for mitigating licensing risks in AI-generated code
ZUM76CCG,core,539H8RBQ,True,s3:opus:core|s3:human:core,Generative AI in systems engineering: a framework for risk assessment of large l
TJH7QFAX,core,539H8RBQ,True,s3:opus:core|s3:human:core,"Code for machines, not just humans: quantifying AI-friendliness with code health"
PPMTM4DG,core,539H8RBQ,True,s3:opus:core|s3:human:core,Fight fire with fire: how much can we trust ChatGPT on source code-related tasks
5DI9B43K,core,539H8RBQ,True,s3:opus:core|s3:human:core,Towards verified code reasoning by LLMs
WZCULPXN,core,539H8RBQ,True,s3:opus:core|s3:human:core,Artificial intelligence tools in web application development – advantages and ch
96XE669R,core,539H8RBQ,True,s3:opus:core|s3:human:core,Vibe checker: aligning code evaluation with human preference
I6FZ5GD2,core,539H8RBQ,True,s3:opus:core|s3:human:core,Illuminating LLM coding agents: visual analytics for deeper understanding and en
84D2AMVM,core,539H8RBQ,True,s3:opus:context|s3:human:core,Realizing the promise of AI governance involving humans-in-the-loop
5DCQDB4C,core,539H8RBQ,True,s3:opus:context|s3:human:core,Effective human oversight of AI-based systems: a signal detection perspective on
ZGST9CY6,core,539H8RBQ,True,s3:opus:context|s3:human:core,Designing meaningful human oversight in AI
JVWUYDME,core,539H8RBQ,True,s3:opus:context|s3:human:core,"Scapegoat-as-a-service: moving from ""human-in-the-loop"" to ""human-in-command"" in"
9MV2IVNU,core,539H8RBQ,True,s3:opus:context|s3:human:core,Human-in-the-loop isn't a checkbox: designing meaningful intervention in automat
5RLPIA3K,core,539H8RBQ,True,s3:opus:context|s3:human:core,Adversarial verification as reference architecture for EU AI act article 14 comp
EB49Q8QM,core,539H8RBQ,True,s3:opus:context|s3:human:core,The rationality of automation bias in security operation centers
N7E3MR2V,core,539H8RBQ,True,s3:opus:context|s3:human:core,SDLC AutoPilot AI: agentic automation of software development life cycle
6TZHUCMD,core,539H8RBQ,True,s3:opus:context|s3:human:core,Source code guardrail: AI driven solution to distinguish critical vs. Generic co
WUUDHL8R,core,539H8RBQ,True,s3:opus:context|s3:human:core,AI-driven refactoring: a pipeline for identifying and correcting data clumps in 
UW2R6BBJ,core,539H8RBQ,True,s3:opus:context|s3:human:core,Secure AI-SDLC for critical infrastructure: operationalizing the NIST AI RMF wit
M74M3RFJ,core,539H8RBQ,True,s3:opus:context|s3:human:core,Developing assurance cases for adversarial robustness and regulatory compliance 
HBR7QZ2C,core,539H8RBQ,True,s3:opus:context|s3:human:core,Designing a policy engine for agentic AI systems: from governance requirements t
Z4SZM266,discard,JIMGLVAL,False,s3:opus:discard,The AI-driven vendor: impact of AI on offshore software outsourcing
SKJGWPTP,discard,JIMGLVAL,False,s3:opus:discard,Generative model-driven code creation and vulnerability analysis for development
U86MEP3N,discard,JIMGLVAL,False,s3:opus:discard,Code vulnerability repair with large language model using context-aware prompt t
2ZPXU9NG,discard,JIMGLVAL,False,s3:opus:discard,"Screen reader programmers in the vibe coding era: adaptation, empowerment, and n"
PMPV54J9,discard,JIMGLVAL,False,s3:opus:discard,From tools to teammates: a framework for integrating AI agents into organization
Z4A98575,discard,JIMGLVAL,False,s3:opus:discard,The regulation of fine-tuning: federated compliance for modified general-purpose
I8R2LX86,discard,JIMGLVAL,False,s3:opus:discard,The geometry of human participation: the structural conditions of legitimacy in 
HCRVJ6VH,discard,JIMGLVAL,False,s3:opus:discard,Toward hybrid LLM-assisted vulnerability detection for continuous integration: a
VJ5ETQTG,discard,JIMGLVAL,False,s3:opus:discard,How software development professionals perceive the use of code reviewer recomme
WJ3F3AKV,discard,JIMGLVAL,False,s3:opus:discard,Heterogeneous graph learning for code reviewers recommendation with LLM's unders
YJLK5FPA,discard,JIMGLVAL,False,s3:opus:discard,Ethics for oversight and protection the constitutional case for AI governance in
PCWV493W,discard,JIMGLVAL,False,s3:opus:discard,Toward agentic software project management: a vision and roadmap
KV8KC9RL,discard,JIMGLVAL,False,s3:opus:discard,Enhancing human-IDE interaction in the SDLC using LLM-based mediator agents
KKSWIRKC,discard,JIMGLVAL,False,s3:opus:discard,Perfecting AI agent frameworks through unified design principles
7FEBKCIR,discard,JIMGLVAL,False,s3:opus:discard,Balancing autonomy and ethics in AI-empowered software engineering by addressing
LMDPGZ8H,discard,JIMGLVAL,False,s3:opus:discard,No need to lift a finger anymore? Assessing the quality of code generation by Ch
NLU442CT,discard,JIMGLVAL,False,s3:opus:discard,Harnessing large language models for curated code reviews
7B87ZZY9,discard,JIMGLVAL,False,s3:opus:discard,Evaluating the effectiveness of LLMs in fixing maintainability issues in real-wo
94RE6GF2,discard,JIMGLVAL,False,s3:opus:discard,Evaluating LLM performance on CWE identification and CVSS estimation
5TACTETI,discard,JIMGLVAL,False,s3:opus:discard,Automated code diagnostics with AI
5VAMCJ92,discard,JIMGLVAL,False,s3:opus:discard,A policy-aware framework for data masking: secure integration of applications an
2IVJJNA5,discard,JIMGLVAL,False,s3:opus:discard,A comparative study of vibe coding with ChatGPT and gemini in front-end web deve
ENWUSVIU,discard,JIMGLVAL,False,s3:opus:discard,Your code agent can grow alongside you with structured memory
F22XIG4P,discard,JIMGLVAL,False,s3:opus:discard,User-centered design with AI in the loop: a case study of rapid user interface p
CUQ7TTY4,discard,JIMGLVAL,False,s3:opus:discard,The moral crumple zone in agentic AI workflows
DQYFMUG9,discard,JIMGLVAL,False,s3:opus:discard,AI agents' shadow principals
RXGCTGDW,discard,JIMGLVAL,False,s3:opus:discard,Vibe coding authorship
TEQBXMCZ,discard,JIMGLVAL,False,s3:opus:discard,VWAB: vibe write app build a framework for domain-expert-driven application deve
E89ASTEW,discard,JIMGLVAL,False,s3:opus:discard,Aeros(CASP): advancing certification and safety through commonsense reasoning-ba
ZGUIZ7AP,discard,JIMGLVAL,False,s3:opus:discard,"Artificial intelligence in future conflicts: strategic, ethical, and governance "
QBZTPWQR,discard,JIMGLVAL,False,s3:opus:discard,Everything is context: agentic file system abstraction for context engineering
HCQSZWZR,discard,JIMGLVAL,False,s3:opus:discard,Toward robust security orchestration and automated response in security operatio
ZG9B7UN2,discard,JIMGLVAL,False,s3:opus:discard,Impact of LLMs on team collaboration in software development
8X5X263U,discard,JIMGLVAL,False,s3:opus:discard,"Shadow AI: cyber security implications, opportunities and challenges in the unse"
5AX597S3,discard,JIMGLVAL,False,s3:opus:discard,Determining the capabilities of generative artificial intelligence tools to incr
CA5E5GWT,discard,JIMGLVAL,False,s3:opus:discard,From throw-away to takeaway: how GenAI and vibe coding accelerate prototyping ac
Y9EKDJY8,discard,JIMGLVAL,False,s3:opus:discard,Software trustworthiness assessment via large language models (LLMs)
ZYWHNXIT,discard,JIMGLVAL,False,s3:opus:discard,Prompting for security: a cross-model evaluation of code generation in LLMs
XKJAWAJ5,discard,JIMGLVAL,False,s3:opus:discard,Integrating visual aids to enhance the code reviewer selection process
I3GEJ4AR,discard,JIMGLVAL,False,s3:opus:discard,Detecting AI memory poisoning from observable behavior: behavioral shadow infere
LVFMBVDU,discard,JIMGLVAL,False,s3:opus:discard,AI maturity matters
2YE6KBRB,discard,JIMGLVAL,False,s3:opus:discard,AI governance and the containment problem: why observation and advisory roles mu
7GDFZE98,discard,JIMGLVAL,False,s3:opus:discard,AI for code synthesis: can LLMs generate secure code?
BZD4TI55,discard,JIMGLVAL,False,s3:opus:discard,The effects of AI-assisted programming in software engineering: a study on GitHu
MVN658DU,discard,JIMGLVAL,False,s3:opus:discard,Invisible orchestrators suppress protective behavior and dissociate power-holder
MPU6HLPS,discard,JIMGLVAL,False,s3:opus:discard,ENCO: deploying production-scale engineering copilots
HN3UG2JE,discard,JIMGLVAL,False,s3:opus:discard,Understanding code quality: a qualitative evaluation of LLM-generated vs. Human-
Z3P3I6A9,discard,JIMGLVAL,False,s3:opus:discard,"Open source, hidden costs: a systematic literature review on OSS license managem"
SHAIEC8U,discard,JIMGLVAL,False,s3:opus:discard,Transformer models for code review comment generation: a performance comparison 
QCWKJCUC,discard,JIMGLVAL,False,s3:opus:discard,Harnessing large language models for software vulnerability detection: a compreh
EBA5MX7G,discard,JIMGLVAL,False,s3:opus:discard,Deep learning-driven vulnerability detection models for software security
B336P7EX,discard,JIMGLVAL,False,s3:opus:discard,Automated code review and quality assurance system using static analysis and com
TCMF6P4P,discard,JIMGLVAL,False,s3:opus:discard,TENET: leveraging tests beyond validation for code generation
Q8F6WBGU,discard,JIMGLVAL,False,s3:opus:discard,AI audit washing and accountability
BPL78SWJ,discard,JIMGLVAL,False,s3:opus:discard,Deterministic bias detection for NYC local law 144: why reproducibility matters 
DQM82F3L,discard,JIMGLVAL,False,s3:opus:discard,Research vision for Co-designing responsible AI
HTZUBZN3,discard,JIMGLVAL,False,s3:opus:discard,Towards a vendor-agnostic AI adoption framework for small and medium-sized busin
KV98BNHC,discard,JIMGLVAL,False,s3:opus:discard,Trust infrastructure for the AI economy: reducing financial risk and fraud in re
W9NG99CY,discard,JIMGLVAL,False,s3:opus:discard,Software development and modeling in the age of artificial intelligence manifest
N5RK5TBY,discard,JIMGLVAL,False,s3:opus:discard,The self-healing enterprise: a control-theoretic framework and the proactivity r
GUE428AU,discard,JIMGLVAL,False,s3:opus:discard,Ethics becomes enforceable governance when harm is foreseeable and preventable; 
HQS9QQC3,discard,JIMGLVAL,False,s3:opus:discard,Are prompt engineering and TODO comments friends or foes? An evaluation on GitHu
6EKVYBCD,discard,JIMGLVAL,False,s3:opus:discard,Generative AI in responsible conversational agent integration: guidelines for se
PMSYQJQQ,discard,JIMGLVAL,False,s3:opus:discard,"Towards just-In-time, inclusive clone refactoring"
KQKP3BMR,discard,JIMGLVAL,False,s3:opus:discard,SOEN-101: code generation by emulating software process models using large langu
BVHNZ5ZK,discard,JIMGLVAL,False,s3:opus:discard,Exploring the relationship between code metrics and the ability of large languag
TSFK8UQJ,discard,JIMGLVAL,False,s3:opus:discard,Enhancing software vulnerability analysis via large language models: a systemati
MABPHXLK,discard,JIMGLVAL,False,s3:opus:discard,Disrupting test development with AI assistants
THUAX4U7,discard,JIMGLVAL,False,s3:opus:discard,Rise of the AI bureaucrats
EQQ4DQZW,discard,JIMGLVAL,False,s3:opus:discard,How does your AI model make decisions? Behavioral fingerprinting of foundation A
8PPIW9Q5,discard,JIMGLVAL,False,s3:opus:discard,Unlocking the potential of the prompt engineering paradigm in software engineeri
STYN9TZV,discard,JIMGLVAL,False,s3:opus:discard,Explainable retrieval and graph augmented code vulnerability repair recommendati
8WXH638R,discard,JIMGLVAL,False,s3:opus:discard,Evaluating retrieval-augmented generation for LLM-based vulnerability detection:
FJH62WDM,discard,JIMGLVAL,False,s3:opus:discard,Assessing AI-based code assistants in method generation tasks
SDIMSRMI,discard,JIMGLVAL,False,s3:opus:discard,An evaluation framework for software unit tests generated by large language mode
7FKUWHP3,discard,JIMGLVAL,False,s3:opus:discard,Are prompt engineering and TODO comments friends or foes? An evaluation on GitHu
FEJLI262,discard,JIMGLVAL,False,s3:opus:discard,A decontextualized LLM-based safeguard technique for automated jailbreak mitigat
N9825KAC,discard,JIMGLVAL,False,s3:opus:discard,The reconstructability gap: how AI-generated narratives acquire authority withou
ID5GDTG3,discard,JIMGLVAL,False,s3:opus:discard,Anumati: proof of adherence as a formal consent model for autonomous agent proto
PSB68H9E,discard,JIMGLVAL,False,s3:opus:discard,Deterministic engines and deterministic governance: why correctness is not permi
RHGX3UJE,discard,JIMGLVAL,False,s3:opus:discard,LLM-based frameworks for power engineering from routine to novel tasks
Z54RZZ2U,discard,JIMGLVAL,False,s3:opus:discard,Chat Ts&Cs: a survey of 20 standard contracts for generative AI services
PSNKQLI7,discard,JIMGLVAL,False,s3:opus:discard,Semantic patch learning for vulnerability repair in LLM-generated code authors
SPBS7N3Q,discard,JIMGLVAL,False,s3:opus:discard,AutoPatch: multi-agent framework for patching real-world CVEs generated by outda
7ER2FAUE,discard,JIMGLVAL,False,s3:opus:discard,Beyond semantic models: dual-stream semantic and structural learning for vulnera
5XSGMMPB,discard,JIMGLVAL,False,s3:opus:discard,Prompt hygiene guide: practical workplace rules for safe AI use
ZPDCIE7J,discard,JIMGLVAL,False,s3:opus:discard,REprompt: prompt generation for intelligent software development guided by requi
LBBJ3LGD,discard,JIMGLVAL,False,s3:opus:discard,LLM as a code generator in agile model driven development
YQEIKBDK,discard,JIMGLVAL,False,s3:opus:discard,EDA-in-the-loop: automated HDL code generation and verification using multi-agen
8MDVQP3F,discard,JIMGLVAL,False,s3:opus:discard,Unlocking code simplicity: the role of prompt patterns in managing LLM code comp
HUVIWYNF,discard,JIMGLVAL,False,s3:opus:discard,Poisoning programs by un-repairing code: security concerns of AI-generated code
LAKYKVTB,discard,JIMGLVAL,False,s3:opus:discard,Malicious and unintentional disclosure risks in large language models for code g
XSTAPT9Y,discard,JIMGLVAL,False,s3:opus:discard,Examining zero-shot vulnerability repair with large language models
SNPQ9KQ8,discard,JIMGLVAL,False,s3:opus:discard,Enhancing automated vulnerability repair through dependency embedding and patter
LJA5AH6N,discard,JIMGLVAL,False,s3:opus:discard,Comparative evaluation of large language models for test-skeleton generation
8FFCMYBL,discard,JIMGLVAL,False,s3:opus:discard,A meta agentic AI sparked a security incident by acting without permission
VRRAIN5C,discard,JIMGLVAL,False,s3:opus:discard,CodexLeaks: privacy leaks from code generation language models in GitHub copilot
6UQMFSB8,discard,JIMGLVAL,False,s3:opus:discard,Contract-coding: towards repo-level generation via structured symbolic paradigm
58FAJ59D,discard,JIMGLVAL,False,s3:opus:discard,The infrastructure gap: why platform security cannot protect against agentic att
FWE8KERE,discard,JIMGLVAL,False,s3:opus:discard,Axiomatic governance for agentic AI: a five-layer constitutional framework deriv
M6SUF8M6,discard,JIMGLVAL,False,s3:opus:discard,From firewall to membrane: why agentic AI requires a new class of governance arc
S57GJ9VD,discard,JIMGLVAL,False,s3:opus:discard,Simplifying software compliance: AI technologies in drafting technical documenta
D5S6J3FF,discard,JIMGLVAL,False,s3:opus:discard,The principle of governance relativity: frame-invariant AI governance across dom
MZ898VR3,discard,JIMGLVAL,False,s3:opus:discard,Cross-language transfer learning for detecting vulnerabilities in LLM-generated 
HVRYIRUX,discard,JIMGLVAL,False,s3:opus:discard,Vibe coding in practice: building a driving simulator without expert programming
3859ACST,discard,JIMGLVAL,False,s3:opus:discard,Hit the bullseye on the first shot: improving LLMs using multi-sample self-rewar
82JCG2LM,discard,JIMGLVAL,False,s3:opus:discard,Evaluating large language models for graphical PLC programming: a temperature co
ZBQ65FKI,discard,JIMGLVAL,False,s3:opus:discard,Reinforcement learning from automatic feedback for high-quality unit test genera
NWQP7G88,discard,JIMGLVAL,False,s3:opus:discard,"Quality In, quality out: investigating training data's role in AI code generatio"
DBA6R6A3,discard,JIMGLVAL,False,s3:opus:discard,Leveraging machine learning for enhanced bug triaging in open-source software pr
2ATF53D2,discard,JIMGLVAL,False,s3:opus:discard,Can LLMs generate higher quality code than humans? An empirical study
5VC8UKYC,discard,JIMGLVAL,False,s3:opus:discard,Compilation of feature models by expert vibing
325KSXT7,discard,JIMGLVAL,False,s3:opus:discard,Analyzing prompt influence on automated method generation: an empirical study wi
XQ2858YZ,discard,JIMGLVAL,False,s3:opus:discard,Algorithmic transparency and decision-making accountability: thoughts for buying
MJ9IKA9C,discard,JIMGLVAL,False,s3:opus:discard,Law informs code: a legal informatics approach to aligning artificial intelligen
4KB7X3A7,discard,JIMGLVAL,False,s3:opus:discard,Technical appendix: a proposed attested-verifiable inference architecture for th
PIYZKWWA,discard,JIMGLVAL,False,s3:opus:discard,Randomized controlled trials for Microsoft copilot for security
8B46YAHW,discard,JIMGLVAL,False,s3:opus:discard,Deep-learning-empowered detection of large-language-model-based generative conte
ZTC5ZMK7,discard,JIMGLVAL,False,s3:opus:discard,Real-time cognitive bias detection and mitigation: the BiasConstraint engine™ pl
QK577S3K,discard,JIMGLVAL,False,s3:opus:discard,Verifiable AI: the strategic imperative for trustworthy artificial intelligence 
B9SCIW2Y,discard,JIMGLVAL,False,s3:opus:discard,Preconditions and postconditions as design constraints for LLM code generation
Y7X3I96U,discard,JIMGLVAL,False,s3:opus:discard,PALM: synergizing program analysis and LLMs to enhance rust unit test coverage
GQ5E7RPF,discard,JIMGLVAL,False,s3:opus:discard,"Blockchain and AI framework for provenance, semantics, and compliance"
LKCDAMLF,discard,JIMGLVAL,False,s3:opus:discard,"Legal, policy, and compliance issues in using AI for security: using taiwan's cy"
SY3EG4BR,discard,JIMGLVAL,False,s3:opus:discard,Exploring typo squatting threats in the hugging face ecosystem
PV989YFX,discard,JIMGLVAL,False,s3:opus:discard,Protect your secrets: understanding and measuring data exposure in VSCode extens
7UASJDLI,discard,JIMGLVAL,False,s3:opus:discard,Leveraging pre-trained large language models (LLMs) for on-premises comprehensiv
HYCHNXIV,discard,JIMGLVAL,False,s3:opus:discard,Leveraging long method decomposition to improve large language model-based test 
TK57I7DU,discard,JIMGLVAL,False,s3:opus:discard,Don't complete it! Preventing unhelpful code completion for productive and susta
DCXPJEDE,discard,JIMGLVAL,False,s3:opus:discard,AI-powered unit test generation via multi-LLM chaining: a case study with GPT-4o
KGTN866U,discard,JIMGLVAL,False,s3:opus:discard,The matthew effect of AI programming assistants: a hidden bias in software evolu
PH6HQ5XG,discard,JIMGLVAL,False,s3:opus:discard,Algorithms acting badly: a solution from corporate law
L7E3YTUT,discard,JIMGLVAL,False,s3:opus:discard,Generative artificial intelligence under german copyright law (part 1)
7VXQ4CPI,discard,JIMGLVAL,False,s3:opus:discard,Towards a catalog of prompt patterns to enhance the discipline of prompt enginee
J3KCV65D,discard,JIMGLVAL,False,s3:opus:discard,Analysis of ChatGPT-generated codes across multiple programming languages
GMU2V4QQ,discard,JIMGLVAL,False,s3:opus:discard,An empirical analysis of ESLint information components and their interactions in
9EKRHLXQ,discard,JIMGLVAL,False,s3:opus:discard,AI guarded code editor: verifying authentic human input
S8TWHKKL,discard,JIMGLVAL,False,s3:opus:discard,A rusty link in the AI supply chain: detecting evil configurations in model repo
HDVEI6LK,discard,JIMGLVAL,False,s3:opus:discard,Are large language models memorizing bug benchmarks?
