rank,item_key,centrality,title,authors,year,item_type,source,has_pdf,doi,arxiv_id,opus_rationale,abstract,human_bin,human_note
153,22JBEZNK,70,Non-programmers assessing AI-generated code: a case study of business users analyzing data,Y. Virk; D. Liu,2025,conferencePaper,"ieee,scopus",no,10.1109/VL-HCC65237.2025.00044,,"Empirical evidence that human reviewers cannot reliably verify AI-generated code, directly addressing limitations of human oversight.","Non-technical end-users increasingly rely on AI code generation to perform technical tasks like data analysis. However, large language models (LLMs) remain unreliable, and it is unclear whether end-users can effectively identify model errors - especially in realistic and domain-specific scenarios. We surveyed marketing and sales professionals to assess their ability to critically evaluate LLM-generated analyses of marketing data. Participants were shown natural language explanations of the AI’s code, repeatedly informed the AI often makes mistakes, and explicitly prompted to identify them. Yet, participants frequently failed to detect critical flaws that could compromise decisionmaking, many of which required no technical knowledge to recognize. To investigate why, we reformatted AI responses into clearly delineated steps and provided alternative approaches for each decision to support critical evaluation. While these changes had a positive effect, participants often struggled to reason through the AI’s steps and alternatives. Our findings suggest that business professionals cannot reliably verify AIgenerated data analyses on their own and explore reasons why to inform future designs. As non-programmers adopt codegenerating AI for technical tasks, unreliable AI and insufficient human oversight poses risks of unsafe or low-quality decisions.",,
154,VZ27QUPQ,70,Identifying and mitigating API misuse in large language models,T. Y. Zhuo; J. He; J. Sun et al.,2026,journalArticle,ieee,no,10.1109/TSE.2026.3651566,,"Large-scale empirical measurement and taxonomy of API-misuse risks in LLM-generated code, directly characterizing AI-code limitations.","API misuse in code generated by large language models (LLMs) presents a serious and growing challenge in software development. While LLMs demonstrate impressive code generation capabilities, their interactions with complex library APIs are often error-prone, potentially leading to software failures and vulnerabilities. In this paper, we conduct a large-scale study of API misuse patterns in LLM-generated code, analyzing both method selection and parameter usage across Python and Java, using three representative LLMs (StarCoder-7B, Qwen2.5-Coder-7B, and GitHub Copilot). Based on extensive manual annotation of 3,209 method-level and 3,492 parameter-level misuses, we identify and categorize four recurring misuse types by building on and refining prior API misuse taxonomies. Our evaluation of three widely used LLMs, StarCoder-7B, Qwen2.5-Coder-7B, and GitHub Copilot, reveals persistent challenges in API usage, particularly hallucination and intent misalignment. To address these issues, we propose Dr.Fix, an LLM-based automatic repair approach guided by our taxonomy. Dr.Fix improves repair accuracy compared to baseline prompting and existing repair methods, with gains of up to 38.4 BLEU and 40% in exact match on benchmark datasets. This work offers important insights into the current limitations of LLMs in API usage and provides insights into current limitations and points to directions for improving automated misuse repair in code generation systems.",,
155,2UTQYY3T,70,From assessment to enhancement of pull requests at scale: aligning code reviews with developer competencies using large language models,L. Mariotto; C. M. Adriano; R. Eichhorn et al.,2025,conferencePaper,ieee,no,10.1109/ESEM64174.2025.00061,,Large-scale + controlled study of LLM-assisted PR/review at scale emphasizing human-centered integration and retaining human nuance.,"Background] Efficient code review is essential in industrial software development, but writing high-quality Pull Request (PR) descriptions aligned with core software engineering competencies remains challenging. [Aims] To investigate Large Language Models (LLMs) as a reliable PR description assistant, we examined two research problems: (1) how developer competencies relate to real-world PR quality, and (2) how developers perceive PR quality and their variants (LLM-Improved). [Methods] We adopted six software engineering competencies to prompt six LLMs to score 212,687 PRs from 82 opensource projects spanning three repository archetypes. From these, we selected the top six PRs for a controlled experiment with 38 software professionals, using a $6 \times 6$ Latin square design to measure preferences. The LLMs generated three variants of each original (O) PR: degraded (D), improved from the original (IO), and improved from the degraded (ID). We then compared these variants across LLMs for semantic, lexical, and stylistic similarity. [Results] Surprisingly, our controlled experiment with 38 software professionals showed that the ID variant was rated significantly higher than both the Original PR (O) and the LLMDegraded (D) one. However, the IO variant was not significantly better, and participants complained about their verbosity and the “AI tone”. Concerning generalizability, the six LLMs produced semantically similar PRs, but with high lexical and stylistic variation. [Conclusions] This suggests LLMs can enhance PR by providing missing structure but require guidance to retain human nuance. Overall, our findings support human-centered, modelaware integration of LLMs to strengthen competency-aligned code review.",,
156,HJMKADKU,70,Bugdar: AI-augmented secure code review for GitHub pull requests,J. E. Naulty; E. Chen; J. Wang et al.,2025,conferencePaper,ieee,no,10.1109/CAI64502.2025.00113,,AI-augmented secure code review for PRs directly addresses scaling review oversight with operationalizable throughput/security metrics.,"As software systems grow increasingly complex, ensuring security during development poses significant challenges. Traditional manual code audits are often expensive, time-intensive, and ill-suited for fast-paced workflows, while automated tools frequently suffer from high false-positive rates, limiting their reliability. To address these issues, we introduce Bugdar, an AI-augmented code review system that integrates seamlessly into GitHub pull requests, providing near real-time, context-aware vulnerability analysis. Bugdar leverages fine-tunable Large Language Models (LLMs) and Retrieval Augmented Generation (RAGs) to deliver project-specific, actionable feedback that aligns with each codebase's unique requirements and developer practices. Supporting multiple programming languages, including Solidity, Move, Rust, and Python, Bugdar demonstrates exceptional efficiency, processing an average of 56.4 seconds per pull request or 30 lines of code per second. This is significantly faster than manual reviews, which could take hours per pull request. By facilitating a proactive approach to secure coding, Bugdar reduces the reliance on manual reviews, accelerates development cycles, and enhances the security posture of software systems without compromising productivity.",,
157,S7BJA4RD,70,AI-assisted collaboration: exploring developer experience with GitHub copilot and windsurf,S. C. Winckler; J. F. Ribeiro; L. S. Machado et al.,2026,journalArticle,ieee,no,10.1109/MS.2026.3671677,,"Empirical org study documenting the AI-code validation/verification burden on developers, central to whether oversight keeps pace with volume.","AI-assisted tools are reshaping how developers work, yet empirical research examining their impact through developer experience (DevEx) frameworks remains limited. This study investigates the adoption of AI-assisted coding tools, including GitHub Copilot and Windsurf, within software development at a Fintech organization. We conducted a mixed-methods study over a three-month period, combining quantitative usage telemetry with qualitative thematic analysis of practitioner reflections within a 36-person technical unit. The analysis maps the impact of AI tools across three dimensions of DevEx: flow state, feedback loops, and cognitive load. Our findings reveal a productivity–validation tension: while practitioners report accelerated routine tasks and describe AI-assisted tools as “game changers,” they continue to experience substantial validation burdens related to prompt formulation, output verification, and architectural alignment. Additionally, emergent dynamics highlight AI adoption as a socio-technical transformation requiring DevEx monitoring rather than simple tool substitution.",,
158,6237UYZI,70,A user-centered security evaluation of copilot,O. Asare; N. Asokan; M. Nagappan,2024,conferencePaper,ieee,yes,10.1145/3597503.3639154,,Empirical user study of how Copilot affects developers' security outcomes directly informs strengths/limitations of human-in-the-loop oversight of AI code.,"Code generation tools driven by artificial intelligence have recently become more popular due to advancements in deep learning and natural language processing that have increased their capabilities. The proliferation of these tools may be a double-edged sword because while they can increase developer productivity by making it easier to write code, research has shown that they can also generate insecure code. In this paper, we perform a user-centered evaluation GitHub's Copilot to better understand its strengths and weaknesses with respect to code security. We conduct a user study where participants solve programming problems (with and without Copilot assistance) that have potentially vulnerable solutions. The main goal of the user study is to determine how the use of Copilot affects participants' security performance. In our set of participants (n=25), we find that access to Copilot accompanies a more secure solution when tackling harder problems. For the easier problem, we observe no effect of Copilot access on the security of solutions. We also observe no disproportionate impact of Copilot use on particular kinds of vulnerabilities. Our results indicate that there are potential security benefits to using Copilot, but more research is warranted on the effects of the use of code generation tools on technically complex problems with security requirements.",,
159,R4WJZBSF,70,A framework for quantifying ethical and regulatory risks in big data analytics and AI-assisted banking software development,L. Vanam; O. H. Kundurthy; R. Ghadiyaram,2025,conferencePaper,"ieee,scopus",no,10.1109/ASIANCON66527.2025.11280739,,"Governance framework with concrete metrics (incl. Automation Dependency Score) for over-reliance risks in AI-assisted code development, CI/CD-integrated in a regulated domain.","Generative AI software like ChatGPT and Codex are revolutionising the development of banking tools by automatically providing new systems for flagging security vulnerabilities and detecting investments which are likely to be fraudulent. But these capabilities come with ethical and regulatory implications, such as potential for infringement of intellectual property, biased decision-making, opacity, and overreliance on automation, which may run afoul of critical banking regulations, such as anti money laundering (AML), know-your-customer (KYC), and fair lending laws. This paper discussesa big data-driven AI/ML-based framework to assess these risks by employing big codebases and advanced analytics. Four metrics—Plagiarism Risk Score (PRS), Bias Propagation Index (BPI), Explainability Gap (EG), and Automation Dependency Score (ADS)—are aggregated into a Composite Ethical Risk Score (ERS) using Multi-Criteria Decision Analysis (MCDA). Powered by Apache Spark and AI models like CodeBERT and BERT, the framework ensures scalability and regulatory alignment. A production-ready Google Colab implementation with synthetic data demonstrates applicability, while an open-source toolkit with Apache Superset dashboards enables real-time CI/CD integration, aligned with IEEE 7000 standards. This work bridges AI ethics and banking compliance, offering a scalable solution for responsible AI adoption. Our findings offer practical tools for AI governance in regulated domains through quantitative approach through novel metrics.",,
160,UB2EVUFU,70,Self-organizing multi-agent systems for continuous software development,Lyu; Xiao; Zhang et al.,2026,preprint,arxiv,yes,,2603.25928,"Multi-agent software-development framework with asynchronous human oversight and a verification phase that catches defects, an operationalizable oversight mechanism.","Large Language Model-based multi-agent systems have shown promise in automating software development tasks. However, most vibe code systems focus on completing small tasks and incremental code changes, leaving persistent, continuous software development largely unexplored. We present TheBotCompany, an open-source orchestration framework for continuous multi-agent software development. TheBotCompany introduces three key innovations: (1) a three-phase state machine (Strategy to Execution to Verification) for milestone-driven development, (2) self-organizing agent teams where manager agents dynamically hire, assign, and fire worker agents based on project needs, and (3) asynchronous human oversight. We evaluate TheBotCompany on real-world software projects over multiple days of continuous development, measuring team adaptation patterns, milestone completion rates, cost efficiency, and code quality. Our results demonstrate that the self-organizing approach enables effective long-term software development with measurable progress, while the verification phase catches defects that would otherwise persist.",,
161,2KPHQ5IV,70,Scaling human-AI coding collaboration requires a governable consensus layer,Wang; Hao; Wu et al.,2026,preprint,arxiv,yes,,2604.17883,Proposes an auditable governable consensus layer plus benchmark to measure reduced human intervention in scaling human-AI coding oversight.,"Vibe coding produces correct, executable code at speed, but leaves no record of the structural commitments, dependencies, or evidence behind it. Reviewers cannot determine what invariants were assumed, what changed, or why a regression occurred. This is not a generation failure but a control failure: the dominant artifact of AI-assisted development (code plus chat history) performs dimension collapse, flattening complex system topology into low-dimensional text and making systems opaque and fragile under change. We propose Agentic Consensus: a paradigm in which the consensus layer C, an operable world model represented as a typed property graph, replaces code as the primary artifact of engineering. Executable artifacts are derived from C and kept in correspondence via synchronization operators Phi (realize) and Psi (rehydrate). Evidence links directly to structural claims in C, making every commitment auditable and under-specification explicit as measurable consensus entropy rather than a silent guess. Evaluation must move beyond code correctness toward alignment fidelity, consensus entropy, and intervention distance. We propose benchmark task families designed to measure whether consensus-based workflows reduce human intervention compared to chat-driven baselines.",,
162,WPWF7A32,70,DevLicOps: a framework for mitigating licensing risks in AI-generated code,Sharma; Wright; Herfurth et al.,2025,preprint,arxiv,yes,,2508.16853,Governance/incident-response framework specifically for managing licensing risk in AI-generated code in organizations.,"Generative AI coding assistants (ACAs) are widely adopted yet pose serious legal and compliance risks. ACAs can generate code governed by restrictive open-source licenses (e.g., GPL), potentially exposing companies to litigation or forced open-sourcing. Few developers are trained in these risks, and legal standards vary globally, especially with outsourcing. Our article introduces DevLicOps, a practical framework that helps IT leaders manage ACA-related licensing risks through governance, incident response, and informed tradeoffs. As ACA adoption grows and legal frameworks evolve, proactive license compliance is essential for responsible, risk-aware software development in the AI era.",,
163,B7APR28B,70,Human-In-the-loop software development agents: challenges and future directions,Pasuksmit; Takerngsaksiri; Thongtanunam et al.,2025,preprint,arxiv,no,,2506.11009,"Industry deployment of human-in-the-loop dev agents evaluating AI-generated code quality, surfacing oversight/evaluation challenges empirically.","Multi-agent LLM-driven systems for software development are rapidly gaining traction, offering new opportunities to enhance productivity. At Atlassian, we deployed Human-in-the-Loop Software Development Agents to resolve Jira work items and evaluated the generated code quality using functional correctness testing and GPT-based similarity scoring. This paper highlights two major challenges: the high computational costs of unit testing and the variability in LLM-based evaluations. We also propose future research directions to improve evaluation frameworks for Human-In-The-Loop software development tools.",,
164,VZ9H37V5,70,Context before code: an experience report on vibe coding in practice,Shuvo; Islam; Hasan et al.,2026,preprint,arxiv,yes,,2603.11073,Production experience report on vibe coding identifying non-delegation zones and a shift toward constraint specification and enforcement auditing.,"Code-generating tools are increasingly used in software development, yet experience reports on conversational ""vibe coding"" under production constraints remain limited. This paper presents an experience report from a small full-stack team that applied contextual prompting and explicit architectural constraints to build (i) a multi-project agent learning platform designed for sustained, production-oriented use and (ii) an academic retrieval-augmented generation system. The agent platform supports multiple isolated projects, each with structured memory and background processing, thereby enforcing project-level isolation. The RAG system provides citation-grounded answers, role-based access control, and evaluation tracking. Across both systems, vibe coding accelerated scaffolding and integration. However, the generated code often under-specified isolation rules and infrastructure constraints when these were not explicitly defined. Consequently, aspects such as multi-tenancy, access control, memory policies, and asynchronous processing required deliberate architectural design and verification. We observe a shift in engineering effort from boilerplate implementation toward constraint specification and enforcement auditing. We also identify recurring architectural ""non-delegation zones"" where conversational code generation remains insufficient for production reliability.",,
165,ZUM76CCG,70,Generative AI in systems engineering: a framework for risk assessment of large language models,Otten; Reis; Rigoll et al.,2026,preprint,arxiv,no,,2602.04358,Risk-assessment framework classifying LLM autonomy and impact to determine required human oversight levels across the engineering/software lifecycle.,"The increasing use of Large Language Models (LLMs) offers significant opportunities across the engineering lifecycle, including requirements engineering, software development, process optimization, and decision support. Despite this potential, organizations face substantial challenges in assessing the risks associated with LLM use, resulting in inconsistent integration, unknown failure modes, and limited scalability. This paper introduces the LLM Risk Assessment Framework (LRF), a structured approach for evaluating the application of LLMs within Systems Engineering (SE) environments. The framework classifies LLM-based applications along two fundamental dimensions: autonomy, ranging from supportive assistance to fully automated decision making, and impact, reflecting the potential severity of incorrect or misleading model outputs on engineering processes and system elements. By combining these dimensions, the LRF enables consistent determination of corresponding risk levels across the development lifecycle. The resulting classification supports organizations in identifying appropriate validation strategies, levels of human oversight, and required countermeasures to ensure safe and transparent deployment. The framework thereby helps align the rapid evolution of AI technologies with established engineering principles of reliability, traceability, and controlled process integration. Overall, the LRF provides a basis for risk-aware adoption of LLMs in complex engineering environments and represents a first step toward standardized AI assurance practices in systems engineering.",,
166,TJH7QFAX,70,"Code for machines, not just humans: quantifying AI-friendliness with code health metrics",Borg; Hagatulah; Tornhill et al.,2026,preprint,arxiv,yes,,2601.02200,Proposes a code-health metric to identify where AI edits are lower risk versus where additional human oversight is warranted at scale.,"We are entering a hybrid era in which human developers and AI coding agents work in the same codebases. While industry practice has long optimized code for human comprehension, it is increasingly important to ensure that LLMs with different capabilities can edit code reliably. In this study, we investigate the concept of ``AI-friendly code'' via LLM-based refactoring on a dataset of 5,000 Python files from competitive programming. We find a meaningful association between CodeHealth, a quality metric calibrated for human comprehension, and semantic preservation after AI refactoring. Our findings confirm that human-friendly code is also more compatible with AI tooling. These results suggest that organizations can use CodeHealth to guide where AI interventions are lower risk and where additional human oversight is warranted. Investing in maintainability not only helps humans; it also prepares for large-scale AI adoption.",,
167,JB32U5RE,70,Agentic pipelines in embedded software engineering: emerging practices and challenges,Sun; Staron,2026,preprint,arxiv,yes,,2601.10220,Qualitative organizational study identifying practices and challenges for responsible governance of agentic AI pipelines in safety-critical embedded dev.,"A new transformation is underway in software engineering, driven by the rapid adoption of generative AI in development workflows. Similar to how version control systems once automated manual coordination, AI tools are now beginning to automate many aspects of programming. For embedded software engineering organizations, however, this marks their first experience integrating AI into safety-critical and resource-constrained environments. The strict demands for determinism, reliability, and traceability pose unique challenges for adopting generative technologies. In this paper, we present findings from a qualitative study with ten senior experts from four companies who are evaluating generative AI-augmented development for embedded software. Through semi-structured focus group interviews and structured brainstorming sessions, we identified eleven emerging practices and fourteen challenges related to the orchestration, responsible governance, and sustainable adoption of generative AI tools. Our results show how embedded software engineering teams are rethinking workflows, roles, and toolchains to enable a sustainable transition toward agentic pipelines and generative AI-augmented development.",,
168,8M6347W6,70,Adversarial bug reports as a security risk in language model-based automated program repair,Przymus; Happe; Cito,2025,preprint,arxiv,yes,10.1145/3793302.3793352,2509.05372,Empirically exposes oversight limits (human review effective in only 58% of cases) against adversarial inputs to LLM program-repair pipelines.,"Large Language Model (LLM) - based Automated Program Repair (APR) systems are increasingly integrated into modern software development workflows, offering automated patches in response to natural language bug reports. However, this reliance on untrusted user input introduces a novel and underexplored attack surface. In this paper, we investigate the security risks posed by adversarial bug reports -- realistic-looking issue submissions crafted to mislead APR systems into producing insecure or harmful code changes. We develop a comprehensive threat model and conduct an empirical study to evaluate the vulnerability of APR systems to such attacks. Our demonstration comprises 51 adversarial bug reports generated across a spectrum of strategies, ranging from manual curation to fully automated pipelines. We test these against a leading LLM-based APR system and assess both pre-repair defenses (e.g., LlamaGuard variants, PromptGuard variants, Granite-Guardian, and custom LLM filters) and post-repair detectors (GitHub Copilot, CodeQL). Our findings show that current defenses are insufficient: 90% of crafted bug reports triggered attacker-aligned patches. The best pre-repair filter blocked only 47%, while post-repair analysis -- often requiring human oversight -- was effective in just 58% of cases. To support scalable security testing, we introduce a prototype framework for automating the generation of adversarial bug reports. Our analysis exposes a structural asymmetry: generating adversarial inputs is inexpensive, while detecting or mitigating them remains costly and error-prone. We conclude with recommendations for improving the robustness of APR systems against adversarial misuse and highlight directions for future work on secure APR.",,
169,6N2VXJBE,70,"A survey on large language model impact on software evolvability and maintainability: the good, the bad, the ugly, and the remedy",Matias; Freire; Freitas et al.,2026,preprint,arxiv,yes,,2601.20879,"Systematic review synthesizing AI-code maintainability risks and mitigations, concluding responsible adoption requires structured human oversight.","Context. Large Language Models (LLMs) are increasingly embedded in software engineering workflows for tasks including code generation, summarization, repair, and testing. Empirical studies report productivity gains, improved comprehension, and reduced cognitive load. However, evidence remains fragmented, and concerns persist about hallucinations, unstable outputs, methodological limitations, and emerging forms of technical debt. How these mixed effects shape long-term software maintainability and evolvability remains unclear. Objectives. This study systematically examines how LLMs influence the maintainability and evolvability of software systems. We identify which quality attributes are addressed in existing research, the positive impacts LLMs provide, the risks and weaknesses they introduce, and the mitigation strategies proposed in the literature. Method. We conducted a systematic literature review. Searches across ACM DL, IEEE Xplore, and Scopus (2020 to 2024) yielded 87 primary studies. Qualitative evidence was extracted through a calibrated multi-researcher process. Attributes were analyzed descriptively, while impacts, risks, weaknesses, and mitigation strategies were synthesized using a hybrid thematic approach supported by an LLM-assisted analysis tool with human-in-the-loop validation. Results. LLMs provide benefits such as improved analyzability, testability, code comprehension, debugging support, and automated repair. However, they also introduce risks, including hallucinated or incorrect outputs, brittleness to context, limited domain reasoning, unstable performance, and flaws in current evaluations, which threaten long-term evolvability. Conclusion. LLMs can strengthen maintainability and evolvability, but they also pose nontrivial risks to long-term sustainability. Responsible adoption requires safeguards, rigorous evaluation, and structured human oversight.",,
170,M5AY5FJF,70,The ordo-causal attribution deficit: a prudential capital framework for autonomous multi-agent coding systems in financial infrastructure,Marcel Osmond,2026,journalArticle,ssrn,no,,,"Directly addresses governance/liability of autonomous multi-agent CODING systems and the failure of proximate-human-oversight assumptions, though in a finance-specific frame.","This Ordo-Causal Attribution Deficit describes the inability of existing prudential frameworks to assign legal duty, supervisory jurisdiction, and liability / Current regulatory architectures assume proximate human oversight and discrete, attributable acts of programming. / Operational risk, Basel III, Agentic AI, Multi-agent systems, Prudential regulation, Financial stability, Algorithmic accountability, FinTech regulation / , Regulatory arbitrage, AI governance",,
171,6DIZURHK,70,"How to redesign frontends now that 50-70% of UI is AI-generated, dynamic, or agent-driven?",Vikesh Mittal,2026,journalArticle,ssrn,no,,,Directly addresses governance and human-in-the-loop control of AI-generated UI code in software architecture.,"The framework addresses key challenges including trust, explainability, accessibility, human-in-the-loop control, and failure handling in AI-driven interfaces / This work positions frontend architecture as a critical locus for AI safety and human-AI collaboration, and offers a practical foundation for designing / AI-Generated UI, Frontend Architecture, Human-AI Interaction, Agentic Systems, UI Governance, Explainable Interfaces, Adaptive Frontends",,
172,7KEUNEP4,70,Next-generation code transformation for legacy .NET systems with generative AI,Hema Latha Boddupally,2026,journalArticle,ssrn,no,,,"Organizational GenAI code transformation coupled with human oversight, validation, and governance — code-specific with empirical results.","Generative AI powered code transformation techniques for legacy .NET systems address the long standing challenges encountered by organizations that depend / The results indicate that generative AI can act as a powerful catalyst when combined with human oversight, validation, and governance. / Generative AI, code transformation, legacy .NET systems, software modernization, automated refactoring, AI assisted development, monolithic to modular",,
173,J7D3EN5T,70,ThreatPrism: multi-framework threat intelligence for AI-assisted software development via model context protocol,Manam Bharadwaj,2026,journalArticle,ssrn,no,,,Multi-framework threat-modeling mechanism (STRIDE/DREAD via MCP) embedded into vibe-coding workflows—an operationalizable security-oversight mechanism for AI-assisted development.,"The rapid adoption of AI coding assistants has introduced ""vibe coding""-a development paradigm where developers describe intent in natural language and / threat modeling, security frameworks, model context protocol, AI-assisted development, STRIDE, DREAD, LINDDUN, PASTA, vibe coding",,
174,PPMTM4DG,68,Fight fire with fire: how much can we trust ChatGPT on source code-related tasks?,X. Yu; L. Liu; X. Hu et al.,2024,journalArticle,"arxiv,ieee,scopus",no,10.1109/TSE.2024.3492204,,"Empirical evidence that LLM self-verification is unreliable, directly informing limits of automated oversight and the need for human review of AI code.","With the increasing utilization of large language models such as ChatGPT during software development, it has become crucial to verify the quality of code content it generates. Recent studies proposed utilizing ChatGPT as both a developer and tester for multi-agent collaborative software development. The multi-agent collaboration empowers ChatGPT to produce test reports for its generated code, enabling it to self-verify the code content and fix bugs based on these reports. However, these studies did not assess the effectiveness of the generated test reports in validating the code. Therefore, we conduct a comprehensive empirical investigation to evaluate ChatGPT's self-verification capability in code generation, code completion, and program repair. We request ChatGPT to (1) generate correct code and then self-verify its correctness; (2) complete code without vulnerabilities and then self-verify for the presence of vulnerabilities; and (3) repair buggy code and then self-verify whether the bugs are resolved. Our findings on two code generation datasets, one code completion dataset, and two program repair datasets reveal the following observations: (1) ChatGPT often erroneously predicts its generated incorrect code as correct, its vulnerable completed code as non-vulnerable, and its failed program repairs as successful during its self-verification. (2) The self-contradictory hallucinations in ChatGPT's behavior arise: (a) ChatGPT initially generates code that it believes to be correct but later predicts it to be incorrect; (b) ChatGPT initially generates code completions that it deems secure but later predicts them to be vulnerable; (c) ChatGPT initially outputs code that it considers successfully repaired but later predicts it to be buggy during its self-verification. (3) The self-verification capability of ChatGPT can be enhanced by asking the guiding question, which queries whether ChatGPT agrees with assertions about incorrectly generated or repaired code and vulnerabilities in completed code. (4) Using test reports generated by ChatGPT can identify more vulnerabilities in completed code, but the explanations for incorrectly generated code and failed repairs are mostly inaccurate in the test reports. Based on these findings, we provide implications for further research or development using ChatGPT.",,
175,5QUHNUQQ,68,Who writes the docs in SE 3.0? Agent vs. Human documentation pull requests,Yamasaki; Joshua; Settewong et al.,2026,preprint,arxiv,yes,10.1145/3793302.3793612,2601.20171,"Empirical evidence that agent-authored documentation PRs receive little human follow-up, raising review-oversight and QA concerns for AI contributions.","As software engineering moves toward SE3.0, AI agents are increasingly used to carry out development tasks and contribute changes to software projects. It is therefore important to understand the extent of these contributions and how human developers review and intervene, since these factors shape the risks of delegating work to AI agents. While recent studies have examined how AI agents support software development tasks (e.g., code generation, issue resolution, and PR automation), their role in documentation tasks remains underexplored-even though documentation is widely consumed and shapes how developers understand and use software. Using the AIDev, we analyze 1,997 documentation-related pull requests (PRs) authored by AI agents and human developers, where documentation PRs are those that create or modify project documentation artifacts. We find that AI agents submit substantially more documentation-related PRs than humans in the studied repositories. We further observe that agent-authored documentation edits are typically integrated with little follow-up modification from humans, raising concerns about review practices and the reliability of agent-generated documentation. Overall, while AI agents already contribute substantially to documentation workflows, our results suggest concerns for emerging challenges for documentation quality assurance and human-AI collaboration in SE3.0.",,
176,5DI9B43K,68,Towards verified code reasoning by LLMs,Sistla; Balakrishnan; Rondon et al.,2025,preprint,arxiv,yes,,2509.26546,"Presents a formal-verification mechanism to auto-validate code-agent reasoning specifically to reduce the human verification burden in code review, an operationalizable oversight-scaling technique.","While LLM-based agents are able to tackle a wide variety of code reasoning questions, the answers are not always correct. This prevents the agent from being useful in situations where high precision is desired: (1) helping a software engineer understand a new code base, (2) helping a software engineer during code review sessions, and (3) ensuring that the code generated by an automated code generation system meets certain requirements (e.g. fixes a bug, improves readability, implements a feature). As a result of this lack of trustworthiness, the agent's answers need to be manually verified before they can be trusted. Manually confirming responses from a code reasoning agent requires human effort and can result in slower developer productivity, which weakens the assistance benefits of the agent. In this paper, we describe a method to automatically validate the answers provided by a code reasoning agent by verifying its reasoning steps. At a very high level, the method consists of extracting a formal representation of the agent's response and, subsequently, using formal verification and program analysis tools to verify the agent's reasoning steps. We applied this approach to a benchmark set of 20 uninitialized variable errors detected by sanitizers and 20 program equivalence queries. For the uninitialized variable errors, the formal verification step was able to validate the agent's reasoning on 13/20 examples, and for the program equivalence queries, the formal verification step successfully caught 6/8 incorrect judgments made by the agent.",,
177,FXKRNI3I,68,Towards designing user interfaces for optimized human-AI communication and supervisory control in software engineering,Nam; Ki Chan,2025,conferencePaper,scopus,no,10.1109/SNPD65828.2025.11252932,,Proposes a framework for UI-mediated human supervisory control and oversight of AI in software engineering.,"User interface design plays a key role in enabling ethical and effective human oversight of artificial intelligence systems. By integrating Human-Centred Artificial Intelligence principles with Supervisory Control Theory through evidence synthesis, this paper identifies key strategies that support trust, transparency, and adaptive collaboration in complex software environments. The proposed framework positions the interface as the mediator between control logic and human values, guiding system behaviour while enhancing user agency. Key considerations include providing timely and task-relevant explanations, supporting calibrated trust and human control, and enabling context-aware and multimodal interactions. The user interfaces must evolve from a passive display to an active space for negotiation and shared decision-making. This approach ensures that automation remains accountable, usable, and responsive to human goals, laying the foundation for sustainable human-AI partnerships in software engineering.  © 2025 IEEE.",,
178,I3PFG3TZ,68,A review of research on AI-assisted code generation and AI-driven code review,Wang,2025,journalArticle,coursework,yes,10.54097/d6775287,,Review of AI-assisted generation and AI-driven code review addressing quality challenges and human-machine collaboration in the pipeline.,"With the significant breakthroughs of deep learning technologies such as large language models (LLMs) in the field of code analysis, AI has evolved from an auxiliary tool to a key technology that deeply participates in code optimization and resolving performance issues. As modern software system architectures become increasingly complex, the requirements for their performance have also become more stringent. During the coding stage, developers find it difficult to effectively identify and resolve potential performance issues using traditional methods. This review focuses on the application of artificial intelligence in two key areas: AI-assisted intelligent code generation and AI-povered code review. The review systematically analyzed the application of LLMs in software development, revealing a situation where efficiency gains coexist with quality challenges. In terms of code generation, models such as Code Llama and Copilot have significantly accelerated the development process. In the field of code review, AI can effectively handle code standards and low-severity defects. However, in the future, this field still needs to address the issues of the reliability and security of the code generated by LLMs, as well as the insufficient explainability of the results of automated performance analysis. The future research focus in this field lies in addressing issues such as the lack of interpretability and insufficient domain knowledge of LLMs. It is necessary to prioritize enhancing the reliability of AI recommendations and promoting the transformation of AI from an auxiliary tool to an intelligent Agent with self-repair capabilities, in order to achieve a truly efficient and secure human-machine collaboration paradigm. This article systematically reviews the relevant progress, aiming to promote the transformation of software engineering from an artificial-driven model to an AI-enhanced automated paradigm. It provides theoretical references for ensuring the quality of backend code, improving product delivery speed, and enhancing system reliability.",,
179,WZCULPXN,68,Artificial intelligence tools in web application development – advantages and challenges,S. Sulova,2025,conferencePaper,ieee,no,10.1109/ICNGN67480.2025.11413758,,"Proposes a concrete risk/oversight-management framework specific to AI-generated code in development teams, emphasizing strict oversight and compliance.","The paper examines the role of artificial intelligence in the web development process and highlights the need for a systematic approach to assessing its advantages and risks. A conceptual framework is proposed that integrates key analytical domains, including ethical and legal considerations, technical risks, security threats, and issues related to the quality of AI-generated content and code. The framework incorporates a set of complementary methods such as ethical analysis, transparency assessment, bias testing, static code analysis, AI model stability verification, threat modeling, penetration testing, and others. Through this structure, a clear process is established for identifying, evaluating, and managing the potential threats associated with the use of AI-based tools. The report emphasizes that AI offers substantial benefits—accelerated development, automation, improved productivity, and access to generative capabilities—but also requires strict oversight to ensure safety, reliability, ethical integrity, and compliance with standards and regulatory requirements. The proposed framework serves as a practical instrument for organizations and development teams, supporting informed and sustainable decision-making regarding the integration of AI into web projects.",,
