item_key,decision,category,title,authors,year,url,rationale,abstract,human,human_decision,chatgpt,chatgpt_decision,chatgpt_batch,gemini,gemini_decision,gemini_batch
NTQRQA5Z,discard,OffTopicOther,"Signature-style 54 AIPLA Q.J. (forthcoming, sept. 2026)",Danny Friedmann,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6454198,"Legal analysis of AI-generated art and copyright/trademark for artist styles — no connection to code generation, software oversight, or AI governance frameworks relevant to the SLR.","When generative AI systems allow users to prompt the name of a well-known artist and instantly generate images in that artist's recognizable style, the / By contrast, generative AI systems produce surrogate-styles: stylistic simulations that extract expressive value without undergoing the developmental, / Style, Signature-Style, Surrogate-Style, Merger, Look and Feel, Plagiarism, Unfair Competition, Statutory Licensing, Opt-in, Opt-out, Trademark, Copyright",FALSE,,FALSE,,,TRUE,keep,8
FDJ3V6C6,maybe,,"Data is life: the strategic, economic, and regulatory battle",Pruthvi SriRaj Kuppagiri,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6284418,"Covers AI governance frameworks, algorithmic accountability, and regulatory gaps around generative AI training data — peripherally relevant to the governance/oversight angle of the SLR, though not directly about AI-generated code or human oversight of code.","As generative AI systems require ever-larger volumes of high-quality training data to function, the governance frameworks determining how that data is / represents meaningful legislative progress, the paper identifies critical gaps that leave India exposed: no AI-specific governance provisions, no algorithmic accountability / AI data governance, data sovereignty, data colonialism, India digital policy, DPDPA 2023, cross-border data flows, generative AI, big tech regulation, / India–US trade, algorithmic accountability, foundation models, national AI strategy",FALSE,,FALSE,,,FALSE,,
E79DVPDE,maybe,,Enhancing transparency and reliability in generative AI through case-based reasoning and explainable AI,Thacha Lawanna,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6580118,"Addresses transparency, accountability, and trustworthiness in generative AI systems—peripherally relevant to AI governance and oversight frameworks, though the CBR/XAI focus is technical and lacks a direct code generation or organizational risk management angle.","These findings establish a novel direction for developing trustworthy generative AI systems that align with real-world requirements for interpretability / , accountability, and consistent performance. / Generative AI, Case-Based Reasoning, Explainable AI, Transparency, Trustworthy AI",FALSE,,FALSE,,,FALSE,,
9E8E27L7,keep,,Effectuation under uncertainty: organizational decision boundaries in the age of generative AI,Steph Sharma; Mark Esposito; Yusaf H. Akbar; Joachim Layes,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6464442,"Directly addresses organizational decision boundaries, accountability, and control mechanisms for generative AI—core governance constructs for managing AI risk and maintaining meaningful human oversight.","logic focused on action, commitment, and control under uncertainty-because effectuation traditionally assumes human-centered judgment, authority, and accountability / Decision boundaries are introduced as an organizational design construct that regulates admissibility, escalation, override, and accountability in joint",FALSE,,FALSE,,,FALSE,,
LT6372DS,maybe,,"Artificial intelligence, cyber law, and advocate accountability in India",Ramakrishna Semaladhari,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6294758,"Covers AI governance/legal accountability frameworks (copyright, liability) in an emerging regulatory context, which has transferable relevance to AI risk management and legal responsibility for AI-generated outputs, though focused on copyright rather than code oversight specifically.","The rapid advancement of generative artificial intelligence (AI) has disrupted traditional copyright frameworks worldwide. / debates, and analyses India’s proposed hybrid licensing framework outlined in the DPIIT Working Paper on Generative AI and Copyright. / Artificial Intelligence Generative Artificial Intelligence Copyright Law AI Training Data Machine Learning Intellectual Property Law Indian Copyright Law / Copyright Infringement Reproduction Rights, Generative Artificial Intelligence, Copyright Law, AI Training Data, Intellectual Property Law, Indian Copyright",FALSE,,FALSE,,,TRUE,maybe,6
UVI9JUR6,maybe,,ScanIt: an AI and blockchain powered open-source framework for content authenticity,Dhruv Mahyavanshi; Kartik Patil; Gargi Bora; Harsh Prajapati; Shital Agrawal,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6299120,"Focuses on AI-generated content detection and liability verification at scale using blockchain—methodology transferable to detecting AI-generated code and establishing accountability chains, though it targets digital media rather than code specifically.","The explosive growth of generative AI has triggered a trust crisis in digital media. / Open-Source Software, Content Authenticity, Blockchain Forensics, Generative AI Detection, Liability Verification",FALSE,,FALSE,,,TRUE,keep,7
7M6UQVTV,maybe,OffTopicOther,Ethical challenges of GenAI in the creative industries from a cultural ownership perspective,Ajit Jaokar; Alberto Arenal; Claudio Feijoo,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6585189,"Focuses on cultural ownership and creative industries rather than code/software risk, but the governance themes—transparency, accountability, traceability in AI—are transferable to AI risk management frameworks relevant to the SLR.","Generative AI is rapidly changing creative workflows, reviving discourses around the ownership, integrity, and authorship of culture. / Ensuring transparency, traceability, and accountability in AI technologies can help mitigate risks of cultural misrepresentation and homogenization.",TRUE,maybe,TRUE,maybe,3,FALSE,maybe,
8U77D4Q4,discard,K12pedagogy,Generative artificial intelligence in engineering education and outcome-based accreditation: an AI-resilience accreditation framework,Tee Hui Teo,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6473784,"Focuses on engineering education accreditation and learning outcomes in an academic context, not on organizational AI risk management or code oversight.","validity threats and evidence requirements, and (iii) an AI-Resilience Accreditation Framework integrating a learning trajectory model to preserve epistemic accountability / Engineering Education, Accreditation, Outcome-Based Accreditation, Large Language Models, Generative AI, Cognitive Ownership, AI-Resilience",FALSE,,FALSE,,,FALSE,,
VE9G4SJ7,discard,OffTopicOther,AI and copyright law: who lobbies for the public (domain)?,Alina Trapova,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6478738,"Focuses on copyright law and lobbying for AI training data licensing, not on AI-generated code risk management, human oversight, or organizational governance of AI systems.","The standard narrative by the rightholders is that in order for generative AI models to function the use they make of the training materials must be licensed / , provided it covers copyright protected works. / Copyright Law, Public Domain, Inclusivity, AI, DRM, Intermediaries' Liability",FALSE,,FALSE,,,FALSE,,
FLDAS7UC,keep,,From friction to design: verification architecture for AI-augmented institutions,Paul Gallacher,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6540419,"Directly addresses verification architecture for AI governance and institutional accountability, including proxy collapse and high-reliability organisations — core to the scalable oversight challenge when AI increases output volume.","Institutional accountability systems were not designed as verification systems. / Generative AI collapses these production costs to near zero, exposing an accountability gap that is structural rather than novel. / verification architecture, AI governance, institutional accountability, friction-asverification, proxy collapse, high-reliability organisations, regulatory",FALSE,,FALSE,,,FALSE,,
GI7HWSP2,maybe,MarketingAds,Mapping generative AI in marketing: a systematic review of emerging dimensions for responsible and sustainable practice,Vasco Santos; Danilo Mota; Álvaro Dias; Osamah Ibrahim Khalaf; Muhammad Usman Tariq,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6604429,"Marketing-focused but the abstract explicitly frames generative AI governance and accountability as central concerns, which may offer transferable frameworks for responsible AI adoption at scale.","should not be approached solely as a performance-enhancing tool, but as a governance-sensitive marketing capability whose long-term value depends on accountability",FALSE,,TRUE,maybe,7,FALSE,,
A58TSIZA,discard,VendorWhitepaper,Selling surplus or scarcity: where AI margin actually lives,Krzysztof Dyki,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6308158,Appears to be a market/business analysis piece on AI economics and vendor lock-in with no methodology or empirical governance research transferable to AI code oversight.,"A phenomenon termed the death of the dark room explains why: generative AI destroyed the organizational / A phenomenon termed the death of the dark room explains why: generative AI destroyed the organizational / This dynamic produces liability lock-in: switching a governance partner is not a migration but a catastrophe. / AI Scarcity Economy, Death of the Dark Room, AI Value Stack, Surplus vs Scarcity AI, Liability Lock-in, Enterprise AI Governance, AI Margin Analysis, AI",FALSE,,TRUE,keep,3,FALSE,,
WUMNVYFN,maybe,,"Generative AI and copyright law: human authorship, originality, and comparative perspectives",Savas Bozbel,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6313438,"Copyright and authorship frameworks for AI-generated outputs are directly adjacent to the legal liability and responsibility gap questions around AI-generated code, making this potentially transferable to the governance angle of the SLR.","It argues that contemporary copyright systems remain fundamentally anthropocentric, conditioning protection on human creative contribution. / Fully autonomous AI outputs, in principle, fall outside traditional copyright protection due to the absence of human authorship. / Generative Artificial Intelligence, Copyright Law, Copyright Law, AI-Generated Works, Comparative Copyright Law, Prompt Engineering, Intellectual Property",FALSE,,FALSE,,,FALSE,,
7EG7TGZG,maybe,,Autoria sem assinatura: o que a iag dissolve quando aprende,Cristiane Marcela Camargo E Godoy De Souza,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6388758,"Addresses legal/IP governance of generative AI training on protected works — tangentially relevant to the regulatory and accountability landscape for AI systems, though not focused on code generation or organizational oversight of AI-generated code.","process by which generative AI systems convert protected works into operational capacity. / law, the work demonstrates that generative AI does not reproduce, adapt, or merely mine protected works.",FALSE,,FALSE,,,FALSE,,
BWUZISYM,maybe,,When tools interpret: generative AI and the governance gap in financial narrative,Tim Hawkins,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6419378,Addresses governance gaps when generative AI is deployed in professional/organizational settings — the interpretive authority and accountability themes are transferable to AI governance frameworks even though the domain is financial accounting narrative.,"This paper identifies what happens when generative AI is deployed within that architecture: the tool falls between two governance regimes — tool validation / Generative AI severs that proxy. / accounting, narrative, interpretive authority, interpretive boundary, professional socialisation JEL Classification: M41 (Accounting), financial governance, generative / AI",FALSE,,FALSE,,,FALSE,,
9LDWU9N6,maybe,,Beyond authorship: a traceability-and-remuneration framework for intellectual property governance in generative AI,,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6426882,"IP governance framework for generative AI is adjacent to AI accountability and legal liability themes, but focused on copyright/remuneration rather than code generation oversight or scalable human control—potentially transferable governance lens but not a strong match.","Generative artificial intelligence (AI) has pushed intellectual property law into a debate that is both rich and deeply fragmented. / Existing law tends to treat training, generation, attribution, and market substitution as separate questions, even though generative AI collapses them / generative AI, intellectual property, copyright, training data, remuneration, transparency, digital replicas, style imitation",FALSE,,FALSE,,,FALSE,,
DWAF3GBQ,discard,OffTopicOther,AI copyright regulation and endogenous market structure,Yiyang Sun,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6438841,"This is an economics/law paper focused on copyright, training data royalties, and market structure for generative AI — no oversight, governance of AI-generated code, or human control angle.","Generative AI introduces a fundamental tension in the creative economy: property rights remain undefined at both the input margin of training data and / We formalize copyright compliance through explicit data royalties and probabilistic judicial enforcement against infringement, yielding three equilibrium / D50 Generative AI, Copyright, Labor Monopsony, General Equilibrium, Market Structure",FALSE,,FALSE,,,FALSE,,
NNK3235L,maybe,,"The zero-marginal-effort economy: AI and the decoupling of effort from output""",Dr.Kiran Mishra; Dr Rajkumari Ghosh,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6464138,"Labor economics framing of effort-output decoupling touches on accountability and human judgment becoming scarce inputs, which is peripherally relevant to the oversight capacity question when AI dramatically increases code (or other output) volume.","The emergence of capable generative AI systems introduces a structural break in this relationship, enabling the near-instantaneous production of text, / Second, the redistribution of scarce inputs: as cognitive effort becomes abundant, human judgment, taste, accountability, and relational trust emerge as / generative AI, labor economics, marginal cost, cognitive automation, productivity, economic distribution, future of work",FALSE,,FALSE,,,FALSE,,
CD6QMB65,maybe,,Analysing the implications of training generative ai models on works protected by copyright,Avwerosuoghene Esosuakpo,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6468318,"Copyright implications of training generative AI touch on legal liability and accountability frameworks that transfer to AI-generated code governance, though the abstract is too thin to confirm a governance angle.","The nature of generative AI models and their use imply necessarily that the incentives ordinarily protected by copyright are implicated. / Keywords: Copyright, Generative AI, Generative AI Training / Keywords: Copyright, Generative AI, Generative AI Training",FALSE,,FALSE,,,FALSE,,
JATZ6TS5,discard,MarketingAds,Does generative AI undermine brands? Brand ontology and the case for responsibility-anchored purpose (RAP),Nobuhisa Kamada,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6471678,"Paper is about generative AI's impact on brand identity and marketing communications, with no governance angle related to code oversight or AI risk management frameworks.","Generative AI drastically reduces the marginal cost of symbolic production, enabling large-scale generation of advertising copy, brand narratives, mission / : self-binding commitment to purpose (kokorozashi) and non-transferable accountability for consequences (kyoji).",FALSE,,FALSE,,,FALSE,,
9EFIB8AU,maybe,,THE DIGITAL ECHO: a legal analysis of artificial intelligence voice cloning and personality rights in the indian music industry,KHUSHAL PANDEY,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6496400,"Legal analysis of AI-generated content and personality rights touches on AI governance, accountability, and liability frameworks that are transferable to the broader question of legal responsibility for AI-generated outputs including code.","Platforms employing Real Voice Cloning and generative AI techniques now synthesise new performances in the voices of India's most celebrated playback singers / This article analyses the adequacy of India's existing legal framework, comprising the Copyright Act 1957, the Information Technology Act 2000 / Artificial Intelligence, Voice Cloning, Personality Rights, Performers' Rights, Copyright Act 1957, Right of Publicity, Digital Personal Data Protection",FALSE,,FALSE,,,FALSE,,
N4XRB32F,keep,,From publisher to creator: why generative AI requires a new legal framework beyond section 230,Suzanne Shah,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6497338,"Directly addresses legal liability framework for generative AI outputs, highly relevant to the responsibility gap and accountability governance angle of the SLR.","However, generative AI systems do not merely host or transmit user content-they actively produce original outputs. / This paper argues that Section 230 is fundamentally ill-suited to govern generative AI. / Section 230, Artificial Intelligence, Generative AI, Platform Liability, Internet Law, Technology Law, Administrative Law, Health Law, AI Regulation",FALSE,,FALSE,,,TRUE,keep,10
GNE72DZ2,maybe,,Analysing the implications of training generative ai models on works protected by copyright,Avwerosuoghene Esosuakpo,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6500639,"Copyright/IP framework for generative AI training is directly adjacent to AI governance, legal liability, and regulatory compliance concerns relevant to organizations managing AI-generated code risk.","The nature of generative AI models and their use imply necessarily that the incentives ordinarily protected by copyright / Keywords: Copyright, Generative AI, Generative AI Training / Keywords: Copyright, Generative AI, Generative AI Training",FALSE,,FALSE,,,FALSE,,
4GSP8DTH,keep,,"Artificial intelligence and intellectual property law: authorship, ownership, and liability in the age of generative AI",Abdul Waheed Asghar,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6510059,"Directly addresses AI liability frameworks and governance models for generative AI outputs, which is highly transferable to managing legal risk from AI-generated code.","The proliferation of generative artificial intelligence (GenAI) has fundamentally challenged the anthropocentric foundations of intellectual property ( / The research proposes a Hybrid Governance Model-comprised of mandatory transparency, tiered sui generis protection, and a shared liability framework. / Artificial Intelligence, Intellectual Property, Copyright, Generative AI, Thaler v Perlmutter, OSCOLA, Legal Reform",FALSE,,FALSE,,,FALSE,,
XC6GCIMT,maybe,,"The ghost in the machine: legislative silence, administrative fragmentation, and the case for a comprehensive ai-copyright framework in Kenya's copyright and related rights bill 2026",Walukhu Wanambisi,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6529160,Examines AI governance gaps in Kenya's copyright reform bill with EU AI Act reference and platform liability angle — peripheral to AI code risk but has transferable AI governance/accountability framing.,"This article examines seven critical legislative gaps in Kenya's Copyright and Related Rights Bill 2026, a landmark reform instrument that, across seventy-eight / identified are: the absence of a text and data mining framework; the failure to codify AI authorship doctrine beyond Aryeh Movement; the lack of platform liability / Artificial intelligence, Copyright reform, Creative economy, Generative AI, Intellectual property law JEL Classifications: K11 (Property Law), K15 (Information / Law), K19 (Other), O34 (Intellectual Property), Kenya Copyright Bill 2026, EU AI Act, Text and Data Mining (TDM), AI Platform Liability",FALSE,,TRUE,keep,4,FALSE,,
QNDFHYEA,keep,,Hallucinated justice; ai-generated case law and the attorney's obligation to verify,Andrew Ucheomumu,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6529481,"Directly addresses professional accountability and verification obligations for AI-generated outputs at scale — the oversight/governance angle (Rule 11 sanctions, professional responsibility) is a strong analogue to organizational risk management of AI-generated code.","The rising utilization of generative artificial intelligence (""AI"") techniques in legal writing has engendered a novel category of professional accountability / Simultaneously, courts and commentators have acknowledged a similar although separate issue: generative AI systems often misrepresent / AI hallucination, generative AI, AI-generated citations, attorney sanctions, artificial intelligence legal research, Rule 11 sanctions, professional responsibility",FALSE,,TRUE,keep,2,FALSE,,
C6ST3HVL,maybe,,"The architecture of proof: proof, provenance and power in the age of AI",Romain Benabdelkader,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6531839,"Focuses on provenance, auditability, and accountability infrastructure for AI-generated content — transferable to AI-generated code governance and audit trails, though not directly about code or software risk.","It develops the idea that generative AI does not create the evidentiary crisis, but accelerates and exposes it. / The essay therefore explores the need for portable, auditable, and proportionate proof layers capable of supporting rights, accountability, negotiation / AI, copyright, proof, provenance, digital trust, evidentiary infrastructure, transparency, auditability, AURA Protocol",FALSE,,FALSE,,,TRUE,keep,8
JUU9PEVL,discard,OffTopicOther,Ai for creative reuse,Georgia Jenkins,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6534379,"Focuses on EU copyright law and artistic communication for generative AI content, with no governance angle relevant to AI-generated code oversight or organizational risk management.","It prompts a shift in perspective from investment-forward justifications to one that bolsters the communicative value of art, and even generative AI content / The contribution argues that the current EU copyright system fails to accommodate and reflect the socio-cultural role of authorial works in generative / copyright, EU law, remuneration, generative AI, artistic communication",FALSE,,FALSE,,,FALSE,,
RWS79ASE,keep,,The cost of always answering: governance costs of generative AI in operational environments,Thomas Gessler,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6535198,"Directly addresses AI governance costs, auditability, and explainability of generative AI in operational environments — core to organizational risk management of AI systems.","This paper examines the economic implications of deploying generative AI systems in operational environments. / In the space of thought, generative AI supports exploration, drafting, and hypothesis formation. / Operational AI, AI Governance, Generative AI, Governance Costs, Decision Boundaries, Non-Decision State, Auditability, Explainability, High-Risk AI, AI",FALSE,,FALSE,,,TRUE,keep,8
U8XDGJTB,keep,,The economics of unverifiability,Thomas Gessler,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6535358,"Directly addresses AI governance, auditability, and the economic incentives behind unverifiable AI outputs — highly transferable to understanding why organizations fail to maintain meaningful oversight of AI-generated code.","The preceding papers in this series argued that unresolved uncertainty in generative AI is not eliminated by explainability, but displaced into governance / This externalization is treated not as market failure, but as a rational response to existing liability structures, competitive pressures, and cost asymmetries / AI Economics, Unverifiability, Externalization, Distributed Liability, Absorptive Capacity, Market Signaling, Verifiability, AI Governance, Auditability",FALSE,,FALSE,,,FALSE,,
C88B4PL8,keep,,From opacity to accountability: amending section 230 for generative AI,Vinicius Van Der Put,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6553740,"Directly addresses legal accountability and liability frameworks for AI-generated content, highly transferable to governance of AI-generated code and the responsibility gap when AI output causes harm.","When a generative AI system creates its own output or transforms existing content into harmful delivery, the provider can assert § 230 immunity at the / This paper proposes a targeted amendment to § 230(f)(3) that shifts this dynamic from opacity to accountability. / section 230, generative ai, artificial intelligence, material contribution, platform immunity, content moderation, statutory reform, creation harms, delivery",FALSE,,FALSE,,,FALSE,,
I42CBYKZ,maybe,,"Deepfake threats and EU law: navigating disinformation, cyber violence, and the risks of digital manipulation 1",MARIAM MAKHNIASHVILI,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6556338,"Covers EU AI accountability policy and governance frameworks for AI-generated content, which has transferable overlap with AI risk management and regulatory compliance themes central to the SLR.","track, or to recreate a person's voice or face with lifelike subtlety. creating the illusion of staged actions by someone else. 3 Earlier versions of generative / AI required coding capabilities and technical proficiency; today, anyone with internet access is constrained only creativity is required. 4 The goal of / image-based sexual abuse, Deepfake, cyber harassment, EU policy on AI accountability, Disinformation",FALSE,,FALSE,,,TRUE,keep,3
QDYQC2GJ,maybe,,"Innovation policy for sustainable AI integration in creative industries: intellectual property frameworks, government subsidies, and its impacts on artistic practices and livelihoods",Misbah Ul Islam; Ammar Younas; Haroon Habib,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6562721,"Covers AI governance through IP frameworks and government policy for generative AI integration, which has some transferable regulatory/governance angle, but is focused on creative industries and artistic IP rather than code generation risk or software oversight.","This article examines how recent government subsidies and intellectual property (IP) frameworks can support the integration of artificial intelligence / The rapid advancement of generative AI is actually exemplified by tools such as DALL•E, Mid-journey, Stable Diffusion, and AI-enhanced VR platforms-has / Intellectual Property, Creative Industry, IP Framework, Intellectual Property in the Era of AI, IP Policy, Metaverse, Game Design Industry, Generative",FALSE,,FALSE,,,FALSE,,
Y3VAMHSR,keep,,"AI-assisted legal drafting: prompt engineering, human oversight, and the limits of existing professional conduct rules",Iretemi Ogunode,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6565498,"Directly addresses human oversight, accountability, and governance gaps when AI tools are used at scale in a professional drafting context — highly transferable to the AI-generated code oversight problem.","This article examines the practical use of generative AI tools in legal drafting and argues that the current professional conduct rules are not structurally / Nigeria, and key professional bodies to examine the key issues of effectiveness and hallucinations, privacy and confidentiality, bias, transparency, and accountability / legal drafting, prompt engineering, professional conduct, generative AI, legal ethics, human oversight, computational law",FALSE,,FALSE,,,FALSE,,
62HDVSZE,maybe,,Training data disclosure in AI copyright litigation: the post-report provenance procedure,Shaini Shree M; Raguram S A,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6570339,"AI copyright litigation and training data provenance intersects with AI governance, accountability, and legal liability frameworks — potentially transferable to the responsibility gap around AI-generated code, though the focus is on IP/copyright law rather than code generation risk directly.","Generative AI models extract protected expression at ingestion, yet traditional infringement tests under the Copyright, Designs and Patents Act 1988 remain / Copyright infringement, Generative AI, Civil procedure, Disclosure, Adverse inference",FALSE,,FALSE,,,TRUE,maybe,9
AK99IGDY,maybe,AISciWriting,AI disclosure without accountability: paper compliance and the governance limits of transparency in scientific research,Victor Frimpong,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6583999,"Focuses on AI disclosure in scientific publishing, but the governance framework around transparency, accountability, and traceability gaps is potentially transferable to AI-generated code oversight challenges.","Despite institutional, technical, and incentive-based obstacles that hinder full implementation, traceability provides a means to reduce AIDG and enhance accountability / AI disclosure, AI governance, research integrity, paper compliance, AI disclosure integrity gap, traceability, transparency, accountability, generative / AI, scientific publishing",FALSE,,FALSE,,,FALSE,,
85WQZRIB,maybe,,Artificial intelligence and copyright law in Nigeria: challenges and proposals for reform,Nathaniel Adebayo Ajiboye,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6585398,"Addresses legal/regulatory gaps for AI-generated content, which is transferable to the liability and governance angle for AI-generated code, though it focuses on copyright authorship rather than risk management or oversight.","This paper examines the intersection of AI and copyright law under Nigeria's Copyright Act 2022. / The findings reveal that Nigeria's copyright regime currently offers no clear protection for AI-generated content, leaving creators vulnerable. / Artificial intelligence, copyright law, Nigeria, authorship, generative AI, Copyright",FALSE,,FALSE,,,FALSE,,
I2T6JYHJ,keep,,"Who produces? AI, delegation, and the collapse of managerial boundaries",Guiem Bosch,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6594480,"Directly addresses delegation and accountability in AI-mediated work, with implications for how organizations maintain oversight and responsibility when execution is delegated to AI systems.","Recent advances in generative AI have made a broader AI-mediated reorganization of knowledge work newly visible. / In human organizations, execution may be delegated while accountability remains shared across recognized persons and roles. / AI-mediated work, generative AI, large language models, delegation, expertise, professions, infrastructure, accountability, software, STS",FALSE,,FALSE,,,FALSE,,
AHSCD698,maybe,AISciWriting,The end of editorial scarcity: AI-collaborative authorship and the structural disruption of traditional publishing,Ivan Del Valle,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6605798,"Publishing disruption by AI-collaborative authorship touches on governance of AI-generated content at scale (copyright, accountability) which is transferable to oversight frameworks, though the core focus is publishing industry disruption rather than code or organizational AI risk management.","AI-collaborative authorship, publishing disruption, editorial scarcity, generative AI, large language models, copyright, Christensen, Benkler, self-publishing",FALSE,,FALSE,,,FALSE,,
WJKNR8AU,maybe,,"AI voices, identity rights, and the problem of coincidental resemblance",Utkarsh Tiwari,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6607498,"AI liability and regulatory frameworks for generative AI systems have transferable governance/accountability angles relevant to AI risk management, though the domain is voice/personality rights rather than code generation.","The rapid advancement of generative AI voice technology challenges traditional frameworks of publicity and personality rights. / Imposing strict liability for mere resemblance ignores these technical realities, while failing to regulate AI leaves individuals vulnerable to genuine",FALSE,,FALSE,,,FALSE,,
DJIXN4L4,maybe,,The broken window: aesthetic intelligibility as institutional infrastructure,Vicente Hinojosa,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6362578,"Argues that AI-generated outputs break accountability mechanisms and proposes process-centered accountability as a framework — directly relevant to the governance/oversight angle when output-based assessment fails, though the aesthetic/institutional framing makes domain transferability uncertain.","When generative AI systematically severs the interpretive connection between artifact and maker, it does not merely disrupt aesthetic evaluation. / Second, it introduces process-centered accountability as an evaluative framework operational where output-based assessment fails, grounding judgment in",FALSE,,FALSE,,,FALSE,,
ZIITPGHB,discard,OffTopicOther,Controlling the narrative: copyright's derivative rights doctrine & semiotic disobedience in the age of AI,John Tehranian,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6598598,"Paper is about copyright law and semiotic theory applied to AI-generated content, with no governance angle relevant to AI code risk management or human oversight of AI systems.","Drawing on historical and contemporary case studies-from the largely forgotten copyright disputes over the English translations of Mein Kampf and Bambi / copyright, derivative rights, fair use, semiotic disobedience, free speech, mechanical compulsory license, generative AI, incontestable epistemologies",FALSE,,TRUE,maybe,10,FALSE,,
65G37ALY,maybe,,"Machines will not replace us – generative ai, artists’ labour markets, and the need for certification",Christian Handke,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6637845,"Touches on AI-generated content, labour market disruption, and certification/governance mechanisms — tangentially relevant to oversight and accountability frameworks for AI-generated outputs, though focused on creative industries rather than code.","cultural industries, Artificial Intelligence, technological change, copyright",FALSE,,FALSE,,,FALSE,,
REE5G2NE,discard,K12pedagogy,Ethical standards in the use of AI for computer science students,Hanh Le,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6404699,"Focuses on ethical standards for CS students using AI tools in academic contexts, not on organizational risk management or scalable oversight of AI-generated code.","This book explores key topics such as academic integrity, data privacy, algorithmic bias, intellectual property, and the responsible use of generative / AI tools like ChatGPT and GitHub Copilot.",FALSE,,FALSE,,,TRUE,keep,1
IRU6SYNB,maybe,,"""I don't want your AI slop, or pink slime either"": market substitution, brown shoe submarkets, and the fourth fair use factor in the age of generative AI",Timothy T. Hsieh,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6579178,"Addresses market flooding by AI-generated content and copyright/fair use analysis of generative AI training data, which touches on governance and accountability frameworks for AI output at scale — potentially transferable to AI code generation oversight.","Both cases involve the use of copyrighted books to train generative AI systems. / Judge Chhabria stressed that generative AI “has the potential to flood the market with endless amounts of images, songs, articles, books, and more",FALSE,,FALSE,,,FALSE,,
A3W867Z6,keep,,Death of the dark room: how generative AI broke enterprise IT's political cover,Krzysztof Dyki,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6409578,"Directly addresses enterprise AI governance, boardroom AI risk, and IT accountability in the context of generative AI — relevant to organizational risk management and oversight frameworks for AI adoption.","This strategic briefing argues that generative AI has structurally destroyed this equilibrium through what the author terms the consumer benchmark effect / Unlike earlier consumerisation waves, which raised capability expectations, generative AI changes evaluative capacity: non-specialists can now directly / death of the dark room, consumer benchmark effect, controlled mediocrity trap, enterprise AI transparency, AI governance, boardroom AI risk, IT accountability",FALSE,,FALSE,,,FALSE,,
