item_key,decision,confidence,rationale,title,abstract,year,authors,item_type
DIRQXTIC,maybe,medium,"Empirical multi-study measurement of programmer trust calibration with AI advice, covering acceptance rates across reception groups — directly relevant to human oversight behavior for AI-generated code though framed as advice-taking rather than code review.",Knowledge workers’ trust and reception of generative AI's advice in complex tasks,"Building on the prior literature that suggests knowledge workers are generally averse to algorithmic advice, this study explores the differences in reception of and trust in generative AI (GAI) advice compared to human advice, particularly among various reception groups engaged in complex and professional tasks, such as software development. Studies 1 and 2 explore preferences between human and GAI advice sources and assess the impact of users’ reception to GAI. The findings reveal that programmers appreciate GAI advice more than the equivalent advice from human experts. Furthermore, the reception type significantly influences advice-taking behaviour; programmers with a dominant reception of GAI exhibit greater acceptance, while those with an oppositional reception show less acceptance. In Study 3, we develop a nomological model through survey data to verify the complex relationships among technological innovativeness, various forms of trust in GAI, and advice-taking behaviour, noting variations among the different reception groups. We also conduct a complementary configurational analysis to examine how users’ trust in GAI is influenced by factors outside the main domain of study, such as task complexity, perceived security risks, and past exposure to GAI. Our research challenges the widely held belief of algorithm aversion among knowledge workers and contributes to information systems literature by highlighting the impact of the critical factors such as individual reception, past exposure, and innovativeness on knowledge workers’ advice-taking from GAI. Practically, it offers insights for organisations to develop human-centric GAI implementation strategies that embrace individual differences. © 2026 The Authors",2026,Amrollahi; Yang; Fazal-e-Hasan; Badreddine,journalArticle
9ZG3MJE6,maybe,medium,Empirical security analysis of agentic AI communication protocols with 14-point vulnerability taxonomy and proposed STE architecture — directly actionable for software teams deploying multi-agent AI systems.,Security analysis of agentic AI communication protocols: a comparative evaluation,"Multi-agent systems (MAS) powered by artificial intelligence (AI) are increasingly foundational to complex, distributed workflows. Yet, the security of their underlying communication protocols remains critically under-examined. This paper presents the first empirical, comparative security analysis of three leading communication standards: Google’s Agent-to-Agent (A2A) protocol, the SDK-based Agent Communication Protocol (ACP), and the blockchain-integrated CORAL protocol. Using a 14 point vulnerability taxonomy, we systematically assess their defenses across authentication, authorization, integrity, confidentiality, and availability. Our results reveal a pronounced security dichotomy: CORAL exhibits a robust architectural design, particularly in its transport-layer message validation and session isolation, but suffers from critical implementation-level vulnerabilities, including authentication and authorization failures at its SSE gateway. Conversely, ACP’s architectural flexibility, most notably its optional JWS enforcement, translates into high-impact integrity and confidentiality flaws. We contextualize these findings within current industry trends, highlighting that existing protocols remain insufficiently secure. Finally, we propose the Secure Transport Envelope (STE), a formalized hybrid architecture that combines CORAL’s transport locking with ACP’s cryptographic integrity, offering a concrete blueprint for the next generation of secure agent communication.",Marc,Louck; Dvir; Stulman,journalArticle
HM75BUMX,maybe,high,Operationalizable human+AI commit defect labeling mechanism validated across 9 OSS projects with order-of-magnitude cost reduction over manual labeling.,Better data labelling with EMBLEM (and how that impacts defect prediction),"Standard automatic methods for recognizing problematic development commits can be greatly improved via the incremental application of human+artificial expertise. In this approach, called EMBLEM, an AI tool first explore the software development process to label commits that are most problematic. Humans then apply their expertise to check those labels (perhaps resulting in the AI updating the support vectors within their SVM learner). We recommend this human+AI partnership, for several reasons. When a new domain is encountered, EMBLEM can learn better ways to label which comments refer to real problems. Also, in studies with 9 open source software projects, labelling via EMBLEM's incremental application of human+AI is at least an order of magnitude cheaper than existing methods (approximate to eight times). Further, EMBLEM is very effective. For the data sets explored here, EMBLEM better labelling methods significantly improved P(opt)20 and G-scores performance in nearly all the projects studied here.",2022,Tu; Yu; Menzies,journalArticle
YKLEPERJ,maybe,high,Empirical study of 567 agentic coding PRs showing 83.8% acceptance and quantifying human revision needs by task type — directly operationalizable for calibrating oversight of AI-generated code at scale.,On the use of agentic coding: an empirical study of pull requests on GitHub,"Large language models (LLMs) are increasingly being integrated into software development processes. The ability to generate code and submit pull requests with minimal human intervention, through the use of autonomous AI agents, is poised to become a standard practice. However, little is known about the practical usefulness of these pull requests and the extent to which their contributions are accepted in real-world projects.In this paper, we empirically study 567 GitHub pull requests (PRs) generated using Claude Code, an agentic coding tool, across 157 diverse open-source projects. Our analysis reveals that developers tend to rely on agents for tasks such as refactoring, documentation, and testing. The results indicate that 83.8% of these agent-assisted PRs are eventually accepted and merged by project maintainers, with 54.9% of the merged PRs being integrated without further modification. The remaining 45.1% require additional changes and benefit from human revisions, especially for bug fixes, documentation, and adherence to project-specific standards. These findings suggest that while agent-assisted PRs are largely acceptable, they still benefit from human oversight and refinement.",Marc,Watanabe; Li; Kashiwa; Reid; Iida,journalArticle
UHN4W46R,maybe,medium,Pre-registered experiments show second opinions reduce AI over-reliance while active solicitation avoids induced under-reliance — mechanism transfers directly to code review oversight design and reviewer calibration.,Does more advice help? The effects of second opinions in AI-assisted decision making,"AI assistance in decision-making has become popular, yet people's inappropriate reliance on AI often leads to unsatisfactory human-AI collaboration performance. In this paper, through three pre-registered, randomized human subject experiments, we explore whether and how the provision of {second opinions} may affect decision-makers' behavior and performance in AI-assisted decision-making. We find that if both the AI model's decision recommendation and a second opinion are always presented together, decision-makers reduce their over-reliance on AI while increase their under-reliance on AI, regardless whether the second opinion is generated by a peer or another AI model. However, if decision-makers have the control to decide when to solicit a peer's second opinion, we find that their active solicitations of second opinions have the potential to mitigate over-reliance on AI without inducing increased under-reliance in some cases. We conclude by discussing the implications of our findings for promoting effective human-AI collaborations in decision-making.",2024,Lu; Wang; Yin,preprint
KNSA4Q3I,maybe,medium,Repository mining case study defines four software process compliance metrics and measures their impact on source code quality — operationalizable audit framework applicable to AI-assisted code governance,Towards streamlining auditing for compliance with requirements in open-source software at nasa,"generated records are analyzed using a repository mining software tool to quantify process compliance.Method: We perform a case study in the NASA-funded Copilot / We define four software compliance metrics based on the Copilot's requirements, and analyze their impact on source code quality.Results: Our work / mining-software-repositories, software-process, code-quality",2023,Carlos Paradis; Ivan Perez Dominguez; Misty Davies,journalArticle
Z8J3A8XS,maybe,medium,"Multi-agent framework emulating software process models (Waterfall, TDD, Scrum) achieves measurable code quality improvements with explicit review and testing roles providing operationalizable governance structure for AI-generated code workflows",SOEN-101: code generation by emulating software process models using large language model agents,"Software process models are essential to facilitate collaboration and communication among software teams to solve complex development tasks. Inspired by these software engineering practices, we present FlowGen - a code generation framework that emulates software process models based on multiple Large Language Model (LLM) agents. We emulate three process models, FlowGenWaterfall, FlowGenTDD, and FlowGenScrum, by assigning LLM agents to embody roles (i.e., requirement engineer, architect, developer, tester, and scrum master) that correspond to everyday development activities and organize their communication patterns. The agents work collaboratively using chain-of-thought and prompt composition with continuous self-refinement to improve the code quality. We use GPT3.5 as our underlying LLM and several baselines (RawGPT, CodeT, Reflexion) to evaluate code generation on four benchmarks: HumanEval, HumanEval-ET, MBPP, and MBPP-ET. Our findings show that FlowGenScrum excels compared to other process models, achieving a Pass@1 of 75.2, 65.5, 82.5, and 56.7 in HumanEval, HumanEval-ET, MBPP, and MBPP-ET, respectively (an average of 15% improvement over RawGPT). Compared with other state-of-the-art techniques, FlowGenScrum achieves a higher Pass@1 in MBPP compared to CodeT, with both outperforming Reflexion. Notably, integrating CodeT into FlowGenScrum resulted in statistically significant improvements, achieving the highest Pass@1 scores. Our analysis also reveals that the development activities impacted code smell and exception handling differently, with design and code review adding more exception handling and reducing code smells. Finally, FlowGen models maintain stable Pass@1 scores across GPT3.5 versions and temperature values, highlighting the effectiveness of software process models in enhancing the quality and stability of LLM-generated code.",2024,Lin; Kim; Tse-Husn; Chen,preprint
RBKE3GQE,maybe,medium,Proposes a dual-validation framework with human-in-the-loop assessment for LLM-generated software models across quality dimensions — directly applicable to AI code artifact quality assurance workflows.,Class model generation from requirements using large language models,"The emergence of Large Language Models (LLMs) has opened new opportunities to automate software engineering activities that traditionally require substantial manual effort. Among these, class diagram generation represents a critical yet resource-intensive phase in software design. This paper investigates the capabilities of state-of-the-art LLMs, including GPT-5, Claude Sonnet 4.0, Gemini 2.5 Flash Thinking, and Llama-3.1-8B-Instruct, to generate UML class diagrams from natural language requirements automatically. To evaluate the effectiveness and reliability of LLM-based model generation, we propose a comprehensive dual-validation framework that integrates an LLM-as-a-Judge methodology with human-in-the-loop assessment. Using eight heterogeneous datasets, we apply chain-of-thought prompting to extract domain entities, attributes, and associations, generating corresponding PlantUML representations. The resulting models are evaluated across five quality dimensions: completeness, correctness, conformance to standards, comprehensibility, and terminological alignment. Two independent LLM judges (Grok and Mistral) perform structured pairwise comparisons, and their judgments are further validated against expert evaluations. Our results demonstrate that LLMs can generate structurally coherent and semantically meaningful UML diagrams, achieving substantial alignment with human evaluators. The consistency observed between LLM-based and human-based assessments highlights the potential of LLMs not only as modeling assistants but also as reliable evaluators in automated requirements engineering workflows, offering practical insights into the capabilities and limitations of LLM-driven UML class diagram automation.",2026,Nguyen; Koe; Wang; Arora; Ferrari,preprint
95JDBG8F,maybe,medium,"Incident reporting system design for general-purpose AI harms provides an operational governance infrastructure directly transferable to software organizations tracking AI code failures, including mechanisms for information sharing and harm classification.",Designing incident reporting systems for harms from general-purpose AI,"AI incidents, AI governance, AI policy, AI regulation, Incident reporting, AI safety, Information sharing",2025,Kevin Wei; Lennart Heim,journalArticle
SN4S3QVE,maybe,medium,Proposes architectural governance for multi-agent LLM systems addressing supervisibility collapse and role drift — structural parallels to governing AI coding agent pipelines are clear but transfer requires explicit software context mapping,COA-MAS cognitive organizational architecture for multi-agent systems,"organizational dynamics-role drift, cognitive error cascades, coordination fragmentation, and progressive supervisibility collapse-that current technical governance / We argue that this failure is architectural, not technical: existing approaches treat governance as enforcement at the individual agent level, while the / multi-agent systems, LLM governance, organizational theory, agentic AI, cognitive architecture, responsible AI, distributed cognitive chaos, executable / culture, AI governance",2026,Rudson Carvalho,journalArticle
X48WHCT3,maybe,medium,"LLM-powered decompiler empirically reduces smart contract auditing workload, operationalizing AI-assisted code transparency and auditability in a live developer study",SuiGPT MAD: move AI decompiler to improve transparency and auditability on non-open-source blockchain smart contract,"The vision of Web3 is to improve user control over data and assets, but one challenge that complicates this vision is the prevalence of non-transparent, scam-prone applications and vulnerable smart contracts that put Web3 users at risk. While code audits are one solution to this problem, the lack of smart contracts source code on many blockchain platforms, such as Sui, hinders the ease of auditing. A promising approach to this issue is the use of a decompiler to reverse-engineer smart contract bytecode. However, existing decompilers for Sui produce code that is difficult to understand and cannot be directly recompiled. To address this, we developed the SuiGPT Move AI Decompiler (MAD), a Large Language Model (LLM)-powered web application that decompiles smart contract bytecodes on Sui into logically correct, human-readable, and re-compilable source code with prompt engineering. Our evaluation shows that MAD's output successfully passes original unit tests and achieves a 73.33% recompilation success rate on real-world smart contracts. Additionally, newer models tend to deliver improved performance, suggesting that MAD's approach will become increasingly effective as LLMs continue to advance. In a user study involving 12 developers, we found that MAD significantly reduced the auditing workload compared to using traditional decompilers. Participants found MAD's outputs comparable to the original source code, improving accessibility for understanding and auditing non-open-source smart contracts. Through qualitative interviews with these developers and Web3 projects, we further discussed the strengths and concerns of MAD. MAD has practical implications for blockchain smart contract transparency, auditing, and education. It empowers users to easily and independently review and audit non-open-source smart contracts, fostering accountability and decentralization. Moreover, MAD's methodology could potentially extend to other smart contract languages, like Solidity, further enhancing Web3 transparency.",Apri,Chen; Tang; Xiao; Li; Li,conferencePaper
UNP6DI97,maybe,medium,"Empirical evaluation of LLM-based serverless misconfiguration detection with precision/recall metrics provides an operationalizable quality signal, though it is primarily a tool-capability study rather than an org governance framework",LLM-based misconfiguration detection for AWS serverless computing,"Serverless computing is a popular cloud computing paradigm that enables developers to build applications at the function level, known as serverless applications. The Serverless Application Model (AWS SAM) is the most widely adopted configuration schema. However, misconfigurations pose a significant challenge due to the complexity of serverless configurations and the limitations of traditional data-driven techniques. Recent advancements in Large Language Models (LLMs), pre-trained on large-scale public data, offer promising potential for identifying and explaining misconfigurations. In this article, we present SlsDetector, the first framework that harnesses the capabilities of LLMs to perform static misconfiguration detection in serverless applications. SlsDetector utilizes effective prompt engineering with zero-shot prompting to identify configuration issues. It designs multi-dimensional constraints aligned with serverless configuration characteristics and leverages the Chain of Thought technique to enhance LLM inferences, alongside generating structured responses. We evaluate SlsDetector on a curated dataset of 110 configuration files, which includes correct configurations, real-world misconfigurations, and intentionally injected errors. Our results show that SlsDetector, based on ChatGPT-4o (one of the most representative LLMs), achieves a precision of 72.88%, recall of 88.18%, and F1-score of 79.75%, outperforming state-of-the-art data-driven methods by 53.82, 17.40, and 49.72 percentage points, respectively. We further investigate the generalization capability of SlsDetector across recent LLMs, including Llama 3.1 (405B) Instruct Turbo, Gemini 1.5 Pro, and DeepSeek V3, with consistently high effectiveness.",Marc,Wen; Chen; Zhu; Sarro; Liu,journalArticle
3G2VGHVS,maybe,high,"LLM-based threat modeling tool with structured workflow stages, CAPEC retrieval, and human oversight integration outperforms baselines and is directly deployable for SE security risk assessment",A large language model based threat modeling tool with CAPEC semantic retrieval,"To address these challenges, we present an LLM-powered tool that structures the threat modeling workflow into guided stages, integrates human oversight / Our tool outperformed ChatGPT across all five of our predefined criteria: Coverage, Accuracy, Detail, Usability, and Overall Comparison.",2025,Karim Sammouri; James Walden,journalArticle
N4P48NBN,maybe,high,Multi-vocal literature review synthesizing 114 studies on LLM multi-agent code generation into six challenge categories with solutions and future directions — directly operationalizable for software orgs governing AI code generation at scale,LLM-based multi-agent systems for code generation: a multi-vocal literature review,"Large Language Models (LLMs) have enabled multi-agent systems to perform autonomous code generation for complex tasks. Despite the recent growth in research and industrial applications in this area, there is little work on synthesizing evidence from both academic and industrial sources to capture the current state of research on LLM-based multi-agent systems for code generation. To this end, we conducted a Multi-Vocal Literature Review (MLR), combining insights from both academia and industry, including peer-reviewed studies and grey literature. The aim of this study is to systematically synthesize and analyze existing knowledge on LLM-based multi-agent systems for code generation. Specifically, the review examines the motivations for their use, employed benchmarks and models, key challenges, proposed solutions, and potential directions for future research. We selected and reviewed 114 studies, and the key findings are: 1) the identified reasons for adopting multi-agent systems for code generation were classified into nine categories; 2) the models and evaluation benchmarks utilized across the studies were systematically analyzed to provide a structured overview of commonly adopted LLM configurations and assessment practices; 3) the reported challenges and corresponding solutions were synthesized into six main categories and 26 subcategories; and 4) future research directions were identified and organized into six main categories and 18 subcategories. The results of this MLR will assist researchers and practitioners in pursuing further studies and supporting the real-world adoption of multi-agent systems in industrial settings.",2026,Rasheeda; Waseema; Kemella; Saari; Abrahamsson,preprint
GYDZVK9J,maybe,medium,Design science study with 12 experts on LLM-assisted cybersecurity risk assessment in software teams finds human oversight is necessary for accuracy and identifies trust calibration patterns for scaling security expertise with AI assistance.,Leveraging large language models for cybersecurity risk assessment - a case from forestry cyber-physical systems,"In safety-critical software systems, cybersecurity activities become essential, with risk assessment being one of the most critical. In many software teams, cybersecurity experts are either entirely absent or represented by only a small number of specialists. As a result, the workload for these experts becomes high, and software engineers would need to conduct cybersecurity activities themselves. This creates a need for a tool to support cybersecurity experts and engineers in evaluating vulnerabilities and threats during the risk assessment process. This paper explores the potential of leveraging locally hosted large language models (LLMs) with retrieval-augmented generation to support cybersecurity risk assessment in the forestry domain while complying with data protection and privacy requirements that limit external data sharing. We performed a design science study involving 12 experts in interviews, interactive sessions, and a survey within a large-scale project. The results demonstrate that LLMs can assist cybersecurity experts by generating initial risk assessments, identifying threats, and providing redundancy checks. The results also highlight the necessity for human oversight to ensure accuracy and compliance. Despite trust concerns, experts were willing to utilize LLMs in specific evaluation and assistance roles, rather than solely relying on their generative capabilities. This study provides insights that encourage the use of LLMbased agents to support the risk assessment process of cyber-physical systems in safety-critical domains. © 2025 IEEE.",2025,Gultekin; Lilja; Khojah; Wohlrab; Damschen,conferencePaper
PQX7QNCB,maybe,high,Empirical benchmark quantifies LLM agent failures in microservice code generation (best Pass@1 = 23.67%) with deficiency analysis of architectural coherence and cross-file consistency — reproducible quality metrics directly operationalizable for AI code governance.,RepoGenesis: benchmarking end-to-end microservice generation from readme to repository,"Large language models and agents have achieved remarkable progress in code generation. However, existing benchmarks focus on isolated function/class-level generation (e.g., ClassEval) or modifications to existing codebases (e.g., SWE-Bench), neglecting complete microservice repository generation that reflects real-world 0-to-1 development workflows. To bridge this gap, we introduce RepoGenesis, the first multilingual benchmark for repository-level end-to-end web microservice generation, comprising 106 repositories (60 Python, 46 Java) across 18 domains and 11 frameworks, with 1,258 API endpoints and 2,335 test cases verified through a ""review-rebuttal"" quality assurance process. We evaluate open-source agents (e.g., DeepCode) and commercial IDEs (e.g., Cursor) using Pass@1, API Coverage (AC), and Deployment Success Rate (DSR). Results reveal that despite high AC (up to 73.91%) and DSR (up to 100%), the best-performing system achieves only 23.67% Pass@1 on Python and 21.45% on Java, exposing deficiencies in architectural coherence, dependency management, and cross-file consistency. Notably, GenesisAgent-8B, fine-tuned on RepoGenesis (train), achieves performance comparable to GPT-5 mini, demonstrating the quality of RepoGenesis for advancing microservice generation. We release our benchmark at https://github.com/pzy2000/RepoGenesis.",2026,Peng; Yin; Zhao; Yang; Wang,preprint
ZS3F6ZS7,maybe,high,Neuro-symbolic framework for autonomous vulnerability discovery in DevSecOps pipelines validated on real CVEs — operationalizable as a scalable complement to manually curated SAST rule sets.,QRS: a rule-synthesizing neuro-symbolic triad for autonomous vulnerability discovery,"Static Application Security Testing (SAST) tools are integral to modern DevSecOps pipelines, yet tools like CodeQL, Semgrep, and SonarQube remain fundamentally constrained: they require expert-crafted queries, generate excessive false positives, and detect only predefined vulnerability patterns. Recent work has explored augmenting SAST with Large Language Models (LLMs), but these approaches typically use LLMs to triage existing tool outputs rather than to reason about vulnerability semantics directly. We introduce QRS (Query, Review, Sanitize), a neuro-symbolic framework that inverts this paradigm. Rather than filtering results from static rules, QRS employs three autonomous agents that generate CodeQL queries from a structured schema definition and few-shot examples, then validate findings through semantic reasoning and automated exploit synthesis. This architecture enables QRS to discover vulnerability classes beyond predefined patterns while substantially reducing false positives. We evaluate QRS on full Python packages rather than isolated snippets. In 20 historical CVEs in popular PyPI libraries, QRS achieves 90.6% detection accuracy. Applied to the 100 most-downloaded PyPI packages, QRS identified 39 medium-to-high-severity vulnerabilities, 5 of which were assigned new CVEs, 5 received documentation updates, while the remaining 29 were independently discovered by concurrent researchers, validating both the severity and discoverability of these findings. QRS accomplishes this with low time overhead and manageable token costs, demonstrating that LLM-driven query synthesis and code review can complement manually curated rule sets and uncover vulnerability patterns that evade existing industry tools.",2026,Tsigkourakos; Patsakis,preprint
ZRG2WUU3,maybe,medium,"Patched RTC provides a self-evaluating consistency measurement framework for LLMs on software tasks (code review, bug fixing) that operationalizes an automated quality signal for AI code governance",Patched RTC: evaluating LLMs for diverse software development tasks,"This paper introduces Patched Round-Trip Correctness (Patched RTC), a novel evaluation technique for Large Language Models (LLMs) applied to diverse software development tasks, particularly focusing on ""outer loop"" activities such as bug fixing, code review, and documentation updates. Patched RTC extends the original Round-Trip Correctness method to work with any LLM and downstream task, offering a self-evaluating framework that measures consistency and robustness of model responses without human intervention. The study demonstrates a correlation between Patched RTC scores and task-specific accuracy metrics, presenting it as an alternative to the LLM-as-Judge paradigm for open-domain task evaluation. We implement Patched RTC in an open-source framework called patchwork, allowing for transparent evaluation during inference across various patchflows. Experiments comparing GPT-3.5 and GPT-4 models across different software development tasks reveal that Patched RTC effectively distinguishes model performance and task difficulty. The paper also explores the impact of consistency prompts on improving model accuracy, suggesting that Patched RTC can guide prompt refinement and model selection for complex software development workflows.",2024,Sharma,preprint
ZT7AM3S2,maybe,high,"Operationalizable active-learning API misuse detection framework using limited human supervision to escape frequency-as-correctness assumptions, validated on MUBench and real-world projects.",Active learning of discriminative subgraph patterns for API misuse detection,"A common cause of bugs and vulnerabilities are the violations of usage constraints associated with Application Programming Interfaces (APIs). API misuses are common in software projects, and while there have been techniques proposed to detect such misuses, studies have shown that they fail to reliably detect misuses while reporting many false positives. One limitation of prior work is the inability to reliably identify correct patterns of usage. Many approaches confuse a usage pattern's frequency for correctness. Due to the variety of alternative usage patterns that may be uncommon but correct, anomaly detection-based techniques have limited success in identifying misuses. We address these challenges and propose ALP (Actively Learned Patterns), reformulating API misuse detection as a classification problem. After representing programs as graphs, ALP mines discriminative subgraphs. While still incorporating frequency information, through limited human supervision, we reduce the reliance on the assumption relating frequency and correctness. The principles of active learning are incorporated to shift human attention away from the most frequent patterns. Instead, ALP samples informative and representative examples while minimizing labeling effort. In our empirical evaluation, ALP substantially outperforms prior approaches on both MUBench, an API Misuse benchmark, and a new dataset that we constructed from real-world software projects.",2022,Kang; Lo,journalArticle
E2CG6J2D,maybe,medium,Human review capacity allocation framework for AI-augmented enforcement where review capacity is a binding constraint transfers structurally to code review triage when AI-generated volume exceeds human throughput.,Adaptive enforcement with AI-augmented monitoring,"Moreover, congestion becomes particularly salient when AI-flagged violations require human review and regulatory review capacity is binding. / Enforcement effectiveness therefore depends not only on expanding detection, but also on allocating scarce human review resources efficiently.",2026,Ginger Zhe Jin; D. Daniel Sokol; Liad Wagman,journalArticle
A9DB26SS,maybe,medium,"LLM multi-agent framework for commit untangling achieves 44-82% improvement over baseline by separating mixed changes — directly reduces code review complexity and reviewer burden, operationalizable for engineering teams",LLM-driven collaborative model for untangling commits via explicit and implicit dependency reasoning,"Atomic commits, which address a single development concern, are a best practice in software development. In practice, however, developers often produce tangled commits that mix unrelated changes, complicating code review and maintenance. Prior untangling approaches (rule-based, feature-based, or graph-based) have made progress but typically rely on shallow signals and struggle to distinguish explicit dependencies (e.g., control/data flow) from implicit ones (e.g., semantic or conceptual relationships). In this paper, we propose ColaUntangle, a new collaborative consultation framework for commit untangling that models both explicit and implicit dependencies among code changes. ColaUntangle integrates Large Language Model (LLM)-driven agents in a multi-agent architecture: one agent specializes in explicit dependencies, another in implicit ones, and a reviewer agent synthesizes their perspectives through iterative consultation. To capture structural and contextual information, we construct Explicit and Implicit Contexts, enabling agents to reason over code relationships with both symbolic and semantic depth. We evaluate ColaUntangle on two widely-used datasets (1,612 C# and 14k Java tangled commits). Experimental results show that ColaUntangle outperforms the best-performing baseline, achieving an improvement of 44% on the C# dataset and 82% on the Java dataset. These findings highlight the potential of LLM-based collaborative frameworks for advancing automated commit untangling tasks.",2025,Hou; Tan; Zheng; Liu; Zhu,preprint
BRRHUZV7,maybe,high,"Empirical benchmarking of five LLMs on code refactoring across 30 Java projects with unit test and code smell metrics identifies where human oversight outperforms LLMs, directly operationalizable for AI-assisted code quality governance.",An empirical study on the code refactoring capability of large language models,"Large Language Models (LLMs) aim to generate and understand human-like text by leveraging deep learning and natural language processing techniques. In software development, LLMs can enhance the coding experience through coding automation, reducing development time and improving code quality. Code refactoring is a technique used to enhance the internal quality of the code base without altering its external functionalities. Leveraging LLMs for code refactoring can help developers improve code quality with minimal effort. This paper presents an empirical study evaluating the quality of refactored code produced by StarCoder2, GPT-4o-mini, GPT-4o, LLaMA 3, and DeepSeek-v3. Specifically, we (1) evaluate whether the code refactored by the LLMs can improve code quality, (2) understand the differences between the types of refactoring applied by the different LLMs and compare their effectiveness, and (3) evaluate whether the quality of the refactored code generated by the LLM can be improved through one-shot prompting and chain-of-thought prompting. We analyze the refactoring capabilities of LLMs on 30 open-source Java projects. We evaluate StarCoder2, LLaMA 3, GPT-4o-mini, GPT-4o, and DeepSeek-v3 on their ability to improve static code quality metrics, pass unit tests, and reduce code smells. Our findings reveal that production-grade models such as GPT-4o and DeepSeek-v3 achieve pass@5 unit test success rates above 90% on multi-file refactorings. LLaMA 3 achieves the highest overall code smell reduction with a median reduction of 15.1%, while DeepSeek-v3 and GPT-4o achieve the greatest improvements in cohesion, coupling, and complexity. StarCoder2 demonstrates strengths in modularity improvements and systematic refactorings. Developers outperform LLMs in complex, context-sensitive refactorings such as attribute encapsulation. We also show that prompt engineering significantly affects LLM performance: chain-of-thought prompting improves StarCoder2's test pass rate by 1.7% and increases code smell reduction compared to zero-shot prompting. One-shot prompting also expands the variety of refactorings LLMs can perform. These results suggest that LLMs are effective for many refactoring tasks, especially when guided with tailored prompts, but benefit from integration with human expertise for architectural or semantically complex changes. By providing insights into the capabilities and best practices for integrating LLMs into the software development process, our study aims to enhance the effectiveness and efficiency of code refactoring in real-world applications.",Marc,Cordeiro; Noei; Zou,journalArticle
2VJTDVL3,maybe,high,Empirical evaluation quantifying error rates (9.68–48.38%) across three LLMs for code generation with quality and performance metrics — directly operationalizable for organizational AI code risk scoring,"Evaluating large language models for code generation: assessing accuracy, quality, and performance","Large Language Models (LLMs) are increasingly utilized for software engineering tasks, including code generation. While prior research has primarily focused on code completion, there remains a gap in understanding LLMs’ ability to generate code from Natural Language Processing (NLP) descriptions. In this study, we investigated three LLMs’ performance in generating code from scratch based on NLP task descriptions. We employed three evaluation levels, Accuracy, Quality, and Performance, to assess the LLMs’ results. Accuracy metrics focused on error types and counts, quality assessed code readability and maintainability, and performance measured the models’ ability to generate optimized solutions. Codex, Copilot, and PaLM2 exhibited error rates of 9.68%, 32.25%, and 48.38%, respectively. Copilot showed the best performance with a higher maintainability index. However, all LLMs struggled with tasks of high complexity, with time complexities of O(m•n•log(n)), as evidenced by their performance metrics.",2024,M. A. Shehab; M. Wardat; S. Omari; Y. Jararweh,conferencePaper
2JRQ5XVM,maybe,medium,"CoReEval benchmark enables systematic evaluation of LLM code readability assessment aligned to human judgments across 1.4M evaluations — applicable to calibrating LLM reviewers in CI/CD pipelines, though readability focus is narrower than full code quality governance.",Human-aligned code readability assessment with large language models,"Code readability is crucial for software comprehension and maintenance, yet difficult to assess at scale. Traditional static metrics often fail to capture the subjective, context-sensitive nature of human judgments. Large Language Models (LLMs) offer a scalable alternative, but their behavior as readability evaluators remains underexplored. We introduce CoReEval, the first large-scale benchmark for evaluating LLM-based code readability assessment, comprising over 1.4 million model-snippet-prompt evaluations across 10 state of the art LLMs. The benchmark spans 3 programming languages (Java, Python, CUDA), 2 code types (functional code and unit tests), 4 prompting strategies (ZSL, FSL, CoT, ToT), 9 decoding settings, and developer-guided prompts tailored to junior and senior personas. We compare LLM outputs against human annotations and a validated static model, analyzing numerical alignment (MAE, Pearson's, Spearman's) and justification quality (sentiment, aspect coverage, semantic clustering). Our findings show that developer-guided prompting grounded in human-defined readability dimensions improves alignment in structured contexts, enhances explanation quality, and enables lightweight personalization through persona framing. However, increased score variability highlights trade-offs between alignment, stability, and interpretability. CoReEval provides a robust foundation for prompt engineering, model alignment studies, and human in the loop evaluation, with applications in education, onboarding, and CI/CD pipelines where LLMs can serve as explainable, adaptable reviewers.",2025,Ouédraogo; Li; Dang; Borsukiewicz; Zhou,preprint
NRRI3E6K,maybe,high,HITL partial ordering system for software engineering that demonstrably reduces human expert fatigue while maintaining solution quality — directly applicable to code review scalability under AI volume,iSNEAK: partial ordering as heuristics for model- based reasoning in software engineering,"A ""partial ordering"" is a way to heuristically order a set of examples (partial orderings are a set where, for certain pairs of elements, one precedes the other). While these orderings may only be approximate, they can be useful for guiding a search towards better regions of the data. To illustrate the value of that technique, this paper presents iSNEAK, an incremental human-in-the-loop AI problem solver. iSNEAK uses partial orderings and feedback from humans to prune the space of options. Further, in experiments with a dozen software models of increasing size and complexity (with up to 10,000 variables), iSNEAK only asked a handful of questions to return human-acceptable solutions that outperformed the prior state-of-the-art. We propose the use of partial orderings and tools like iSNEAK to solve the information overload problem where human experts grow fatigued and make mistakes when they are asked too many questions. iSNEAK mitigates the information overload problem since it allows humans to explore complex problem spaces in far less time, with far less effort.",2024,Lustosa; Menzies,journalArticle
