item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
HRNE69MA,Large language models as products,"This Article argues that products liability law should govern LLMs. / Products liability law emerged as a tool to address the doctrinal shortcomings that allowed companies to escape liability for defective products / AI Governance, LLMs, Consumer Protection, Children and Technology, Products Liability, First Amendment, Torts, Generative AI, AI Psychosis",maybe,medium,"Products liability framework for LLMs could extend to liability for AI-generated code defects, but translation from consumer protection law to software engineering practice is required and not demonstrated in the abstract.",keep_queue
ZZLFGHQX,AI-assisted coding (vibe coding): the paradox of productivity as aesthetic homogenization,,maybe,low,"Title directly names vibe coding but abstract is absent, making it impossible to determine whether the paper presents governance or risk implications versus a purely aesthetic or definitional critique.",keep_queue
HY22ES2P,Algorithmic incompetence: forgotten diligence and the adolescence of power,"A comparative survey of governance models-the EU's risk based AI Act, Singapore's ""principal hierarchy"" for agentic AI, Japan's ""circuit breaker"" mechanism / The paper identifies the NIST AI RMF, ISO/IEC 42001 and ICGN Guidance on AI as operationally convergent parameters that render measurable obligations already / algorithmic governance, fiduciary duty, AI Act, board liability, duty of care, human oversight, corporate governance, NIST AI RMF, ICGN, Caremark doctrine",maybe,medium,"Identifies NIST AI RMF, ISO 42001, and Singapore agentic AI principal hierarchy as operationally convergent with measurable governance obligations, but primary framing around corporate board fiduciary duty makes direct software engineering team applicability uncertain",keep_queue
VPAPF53G,A scientific human-agent reproduction pipeline,"Reproducing scientific analyses is essential for preserving knowledge, building extensible codebases, and deepening researcher understanding - yet the effort often outweighs its academic recognition. We argue that the reproduction of scientific data analyses is fundamentally a translation task: converting human-readable knowledge (papers, documentation) into machine-readable analysis code. This makes it uniquely well-suited for AI agents. We present SHARP (Scientific Human-Agent Reproduction Pipeline), a structured framework for reproducing scientific analyses through human-agent collaboration. SHARP decomposes a reproduction task into discrete steps, which an AI agent executes autonomously using specialized subagents for code generation, testing, and quality assurance. At defined checkpoints, the researcher reviews progress, provides feedback, and steers the analysis - keeping the human firmly in control of scientific judgment while the agent handles implementation. We demonstrate SHARP by reproducing a jet classification task in particle physics from a published paper. We evaluate the reproduction along three axes: analysis performance against the original results, code quality and faithfulness, and the nature of the human-agent conversation. The latter is evaluated with a novel framework for characterizing human-agent interactions. Our work highlights a practical model for AI-assisted scientific reproduction where the researcher's role shifts from writing code to understanding, evaluating, and directing - elevating human understanding rather than replacing it.",maybe,medium,"SHARP human-agent collaboration framework for scientific code reproduction includes structured human oversight checkpoints potentially transferable to code review governance, but particle physics domain may require derivation to apply to general software engineering",keep_queue
KV3Q92R8,Adversarial artificial intelligence in industrial control systems: a consequence-oriented gap analysis of MITRE ATLAS,"ATLAS provides the leading public taxonomy for adversarial behaviors targeting AI systems; however, its structure remains primarily method centric and enterprise / Intelligence, Cyber Physical Systems, MITRE ATLAS, Operational Technology Security, Artificial Intelligence Governance, Critical Infrastructure Protection, AI / Risk Management",maybe,medium,"Consequence-oriented MITRE ATLAS gap analysis for adversarial AI in ICS could transfer to software AI risk governance, but ICS/OT domain specificity requires substantial derivation to apply to software engineering contexts",maybe_queue
2YXS7NDD,Generative AI in supply chain security: unseen threats and resilient solutions,"Generative artificial intelligence (AI) is reshaping supply chain security, providing innovative tools for risk management while introducing formidable new threats. This chapter dissects AI-generated phishing, deepfakes, malicious code, and data poisoning, revealing how attackers compromise workflows, finances, and strategic decisions. It also shows how organizations can adopt anomaly detection, zero-t rust architectures, and robust governance to block infiltration. Real-world scenarios illustrate the interplay of advanced tactics and effective defenses, emphasizing how staff training, multi-factor verification, and policy oversight curtail these threats. Generative AI can enhance resilience, but only if firms integrate secure AI pipelines and collaborate across the chain. Consequently, holistic planning and vigilant coordination among stakeholders are essential to ensure that AI-driven innovations bolster, rather than undermine, supply chain stability. © 2025 by IGI Global Scientific Publishing. All rights reserved.",maybe,medium,Covers AI-generated malicious code as supply chain threat with governance responses including anomaly detection and policy oversight — potentially transferable to software engineering but supply chain security management framing requires translation,maybe_queue
9K45FHAG,Human-in-command: governing agentic AI in customer service,"The rapid integration of autonomous and generative artificial intelligence into the customer service and support sector has fundamentally altered the relationship / As organizations shift from simple rule-based automation to semi-autonomous ""agentic"" AI, the requirement for effective human oversight has moved from / Artificial Intelligence Governance, Human-in-Command, Customer Service, EU AI Act, Cognitive Load, Human-Machine Teaming, Automation Bias, Agentic AI",maybe,medium,"Human oversight mechanisms (automation bias, cognitive load, EU AI Act) for agentic AI are structurally transferable to code review contexts but domain anchor is customer service",keep_queue
Y5LGJ7L7,Human discernment of algorithmic errors: a case study in child welfare,"The use of artificial intelligence (AI) technologies, such as machine learning algorithms, to assist decision-makers in high-stakes domains has been met / Human in the loop, Decision support, Corrective overrides, Algorithm aversion, Automation bias, Algorithm-assisted decision-making, Child welfare",maybe,medium,"Empirical study of automation bias and corrective overrides in algorithmic decision support with measurable outcomes, but domain is child welfare — transferability to code review requires argument not resolvable from abstract",keep_queue
F346EA38,Bridging the gap: a scholar-practitioner framework for integrating NIST agentic GenAI RMF into quantitative risk workflows,"A critical gap exists between scholarly AI governance research and practical implementation in enterprise settings. / This paper introduces a scholar-practitioner framework that systematically bridges this divide by integrating the NIST AI Risk Management Framework with / Agentic AI, Generative AI, AI Risk Management, NIST AI RMF, Computational Intractability, ProcessBased Governance, Quantitative Risk Metrics, Financial / Risk Management, AI Verification Gap, Enterprise Risk Integration",maybe,medium,"Bridges NIST AI RMF with quantitative enterprise risk metrics for agentic GenAI including an 'AI Verification Gap' concept, but domain anchor is financial risk management not software engineering",keep_queue
4JCPFYQ9,Institutional admissibility in agentic systems: a theory of deployment under organizational constraints,"This paper argues that the binding constraint is often not model capability but institutional admissibility: whether an organization can convert uncertain / Institutional admissibility, institutional solvency, agentic systems, AI deployment, AI governance, organizational economics, digital economy, auditability",maybe,medium,"Institutional admissibility framework for agentic AI deployment foregrounds auditability and organizational constraints, potentially applicable to software orgs deploying AI coding agents, but framing is theoretical economics",keep_queue
Y9RT3GUE,Quantifying uncertainty in answers from any language model and enhancing their trustworthiness,"We introduce BSDETECTOR, a method for detecting bad and speculative answers from a pretrained Large Language Model by estimating a numeric confidence score for any output it generated. Our uncertainty quantification technique works for any LLM accessible only via a black-box API, whose training data remains unknown. By expending a bit of extra computation, users of any LLM API can now get the same response as they would ordinarily, as well as a confidence estimate that cautions when not to trust this response. Experiments on both closed and open-form Question-Answer benchmarks reveal that BSDETECTOR more accurately identifies incorrect LLM responses than alternative uncertainty estimation procedures (for both GPT-3 and ChatGPT). By sampling multiple responses from the LLM and considering the one with the highest confidence score, we can additionally obtain more accurate responses from the same LLM, without any extra training steps. In applications involving automated evaluation with LLMs, accounting for our confidence scores leads to more reliable evaluation in both human-in-the-loop and fully-automated settings (across both GPT 3.5 and 4). © 2024 Association for Computational Linguistics.",maybe,medium,"Confidence-scoring mechanism for any LLM output (BSDETECTOR) could support developer trust calibration for AI-generated code, but the paper evaluates Q&A benchmarks and does not address code generation contexts.",maybe_queue
9ZYC2VGV,"An AI-assisted data migration framework for salesforce modernization (a governed, repeatable methodology with query-based validation and automation pipelines)","We also introduce an AI-assisted layer that accelerates mapping and defect triage using semantic matching and human-in-the-loop review, while controlling / risks through provenance capture, audit logging, and conservative deployment patterns informed by AI risk management guidance. / Salesforce Modernization, Data Migration, Governance, Reconciliation, Validation, AI-Assisted Engineering, Public Sector IT",maybe,medium,"Operational governance patterns (HITL defect triage, audit logging, provenance capture, conservative deployment) are directly applicable to AI code pipelines, but the Salesforce/data-migration context requires derivation.",maybe_queue
TUMFQEHN,Multi-layered alignment governance for AI models,"Emerging agentic AI systems are also addressed, where autonomous decision-making heightens the potential adverse impacts of misalignment / risk.",maybe,low,"Title suggests multi-layered alignment governance for agentic AI including adverse impact risk, but the abstract fragment is too thin to assess operationalizability or transferability to software engineering governance.",keep_queue
A2WZES7C,AI agents and higher-order work,This paper studies the effects of agents on software development by analyzing the impacts of an AI-assisted programming platform.,discard,low,Abstract reports no findings or methodology — operationalizability cannot be assessed from this text alone.,keep_queue
Y5FBG8U3,The fragility of AI-driven strategies: the bench accounting case,"The collapse of Bench Accounting in 2024 offers a cautionary tale about the perils of overreliance on artificial intelligence (AI) in the FinTech industry / It explores critical lessons for FinTech startups, emphasizing the importance of human oversight, rigorous testing, and ethical considerations in AI adoption / Fintech, Accounting, Artificial Intelligence, Business Model Failure, Automation, Ethics",maybe,medium,"FinTech AI overreliance case study surfaces human oversight and rigorous testing as governance lessons, but abstract does not establish whether the paper offers a replicable framework or solely a narrative post-mortem.",keep_queue
AB2LRFJM,Review of applied science and technology,"Furthermore, the study highlights institutional and governance considerations, such as change management, algorithmic accountability, and user adoption",discard,low,"Abstract is essentially empty — no findings, methodology, or domain are discernible, making operationalizability impossible to assess.",maybe_queue
73FZBWIR,Taking standards seriously: the case for a private standards-based approach to AI governance,"This Article argues that private standards-based governance--the adoption of voluntary consensus standards developed through open, multistakeholder processes / governance ecosystem-provided that stakeholders approach their development with the urgency and intentionality the moment demands. / AI Governance, AI Regulation, Private Ordering, Institutional Design, Multistakeholder Governance, Digital Technology Standards, AI Policy",maybe,medium,"Private voluntary standards-based AI governance model is plausibly applicable to SE organizations adopting AI coding tools, but the abstract does not establish whether the framework is operationalizable at the engineering organization level.",keep_queue
NNZGRC4G,Vibe coding for UX design: understanding UX professionals' perceptions of AI-assisted design and development,,keep,low,"Directly examines vibe coding adoption among UX professionals — a central SLR topic — but the empty abstract prevents assessment of methodology, operationalizability, or contribution type.",keep_queue
KV8KC9RL,Enhancing human-IDE interaction in the SDLC using LLM-based mediator agents,"Large Language Model (LLM)-based autonomous agents provide state-of-the-art performance in various tasks throughout the Software Development Lifecycle (SDLC). Although these agents can be integrated into Integrated Development Environments (IDEs), standalone applications impose cognitive burdens on programmers due to fragmented tool usage across the SDLC. This paper proposes a framework for a mediator agent that serves as the unified interface between the programmer, IDE tools, agentic tools, and external multi-agent systems. The framework aims to simplify interaction, reduce context switching, and automate the orchestration of the IDE tools. By aligning with proposed levels of SE automation, the mediator agent sets the stage for next-generation human-computer collaboration, enhancing productivity, and advancing software engineering automation.",maybe,medium,"LLM mediator agent for SDLC with explicit alignment to levels of SE automation is plausibly relevant to human oversight scaling, but the productivity framing makes it unclear whether the paper operationalizes oversight governance or only developer workflow efficiency.",keep_queue
II9LMMZN,From cognition to code: a developmental psychology framework for AI alignment,"This paper proposes a novel framework for AI alignment informed by developmental psychology, particularly theories of moral internalization, recursive",discard,low,Abstract is truncated and the developmental psychology AI alignment framework as described has no discernible operational connection to software engineering or code generation governance.,keep_queue
TAU3JCYE,Governing agentic AI: designing authority in systems that act without you,"Agentic artificial intelligence introduces goal-directed autonomy into enterprise systems by enabling machines to interpret objectives, select tools, and / Through applied scenarios in financial services, healthcare, and enterprise procurement, the paper demonstrates how agentic systems / Through applied scenarios in financial services, healthcare, and enterprise procurement, the paper demonstrates how agentic systems / Agentic AI, AI Governance, Organizational Design, Decoupling, Governance Latency, Authority Transitions",maybe,medium,"Agentic AI authority design framework covers enterprise governance but case studies (financial services, healthcare, procurement) leave software engineering transferability unresolved from the abstract.",keep_queue
HWBR9AAF,Explainability does not mitigate the negative impact of incorrect AI advice in a personnel selection task,"Despite the rise of decision support systems enabled by artificial intelligence (AI) in personnel selection, their impact on decision-making processes is largely unknown. Consequently, we conducted five experiments (N = 1403 students and Human Resource Management (HRM) employees) investigating how people interact with AI-generated advice in a personnel selection task. In all pre-registered experiments, we presented correct and incorrect advice. In Experiments 1a and 1b, we manipulated the source of the advice (human vs. AI). In Experiments 2a, 2b, and 2c, we further manipulated the type of explainability of AI advice (2a and 2b: heatmaps and 2c: charts). We hypothesized that accurate and explainable advice improves decision-making. The independent variables were regressed on task performance, perceived advice quality and confidence ratings. The results consistently showed that incorrect advice negatively impacted performance, as people failed to dismiss it (i.e., overreliance). Additionally, we found that the effects of source and explainability of advice on the dependent variables were limited. The lack of reduction in participants’ overreliance on inaccurate advice when the systems’ predictions were made more explainable highlights the complexity of human-AI interaction and the need for regulation and quality standards in HRM. © The Author(s) 2024.",maybe,medium,"Empirical finding that explainability fails to reduce overreliance on incorrect AI advice parallels code review dynamics, but HR/personnel selection domain requires translation to software contexts.",maybe_queue
8PM9IXSU,Under what influence: measuring AI influence to fit user profiles in decision-making,"Artificial Intelligence (AI) has become a pivotal tool in augmenting human decision-making across various domains, yet its influence on user decisions often lacks comprehensive evaluation. While technical performance metrics such as accuracy and efficiency dominate AI design, integrating human-centered approaches that consider trust and reliance remains underexplored. This study addresses the knowledge gap in understanding how AI systems influence decision-making quality, calibrated to user profiles, including their expertise, skills, professional role, confidence, and reliance tendencies.We present a novel and comprehensive metric framework for evaluating AI influence, emphasizing behavioral patterns and measurable improvements in decision outcomes beyond simple alignment with AI recommendations. The framework is applied to four medical domain case studies—MRI, ECG, X-ray, and ENDO – with user groups spanning specialists, sub-specialists, and trainees. Results reveal that while human and AI systems achieve high agreement rates (up to 81%), AI influence on decision quality varies significantly. Notably, X-ray decision-making showed the highest influence index (0.27), while MRI decisions exhibited substantial self-anchoring bias (6.94), undermining the potential positive impact of AI. Influence metrics unveiled nuances missed by agreement scores, highlighting domain-specific biases and opportunities to optimize AI-human interaction.This research underscores the necessity of adapting the type of AI system and affordances to user characteristics and attitudes of reliance to foster calibrated trust and improve decision outcomes. Our findings inform the design of AI systems that better support diverse user needs and align with human decisions, driving progress toward human-centered AI integration in high-stakes domains. © 2026 The Author(s). Published by Elsevier Ltd. This is an open access article under the CC BY license. http://creativecommons.org/licenses/by/4.0/",maybe,medium,Novel metric framework for AI influence measurement and overreliance calibration applied to medical imaging; methodology could transfer to code review oversight but requires domain re-derivation.,maybe_queue
8ZUEVSW5,Enhancing automated unit test generation with large language models: a systematic literature review,"Automated unit test generation is a fundamental yet challenging task in software engineering, playing a critical role in ensuring software correctness, reliability, and maintainability. While traditional approaches such as search-based software testing and symbolic execution have achieved notable success, they often suffer from limited semantic understanding, high configuration costs, and scalability constraints. Recent advances in Large Language Models (LLMs) have fundamentally reshaped the landscape of automated unit testing by enabling models to reason over source code semantics and generate executable, context-aware test cases. Despite the rapid growth of this research area, a comprehensive and task-oriented synthesis of existing work remains lacking. This paper presents a systematic literature review of LLM-based unit test generation. This review draws on research from leading SE and AI conferences and journals, including 69 papers published across 25 distinct venues, along with 47 high-quality preprint papers, bringing the total to 116. Our review aims to answer three key research questions: (1) which unit testing tasks have been addressed using LLMs, (2) how LLMs are adapted and integrated into the unit test generation pipeline, and (3) what datasets, benchmarks, and evaluation practices are employed in existing studies. To this end, we organize the literature from a task-centric perspective, covering test generation, test input generation, test oracle generation, and test evolution, and from a methodological perspective, categorizing LLM adaptation strategies into fine-tuning, prompt engineering, and agent-based approaches.Our analysis reveals that current research predominantly focuses on function- and class-level test generation, with comparatively limited attention given to test input generation, oracle construction, and long-term test evolution. Decoder-only LLMs, particularly GPT-family and LLaMA-based models, dominate the field, while encoder-only and encoder–decoder models remain underexplored. We further observe substantial disparities in dataset characteristics, programming language coverage, and evaluation metrics, which hinder fair comparison and reproducibility across studies. Based on empirical evidence extracted from the surveyed literature, we identify key challenges facing LLM-based unit test generation. Building on these findings, we outline several promising research directions, such as dataset optimization, structure-aware context modeling, agent coordination mechanisms, and benchmark enhancement. This review provides a consolidated and evidence-driven foundation for future research, aiming to advance the development of scalable, reliable, and practically applicable LLM-driven unit testing techniques.",maybe,medium,"Comprehensive SLR of LLM unit test generation covers evaluation benchmarks and methodology gaps providing a quality assessment basis, but oriented toward capability research rather than governance of AI-generated code.",maybe_queue
NHT59QHY,Deploying software: a technology explainer and a look toward the future,"Finally, it briefly explores a future where agentic AI—autonomous systems that write, test, and deploy code—reshapes accountability, liability, and control / software deployment, software development, deployment, technology explainer, Agentic AI, DevOps",maybe,medium,"Explicitly frames agentic AI writing/testing/deploying code as reshaping accountability and control, but the technology-explainer format suggests descriptive rather than operationalizable contribution.",keep_queue
QNDFHYEA,Hallucinated justice; ai-generated case law and the attorney's obligation to verify,"The rising utilization of generative artificial intelligence (""AI"") techniques in legal writing has engendered a novel category of professional accountability / Simultaneously, courts and commentators have acknowledged a similar although separate issue: generative AI systems often misrepresent / AI hallucination, generative AI, AI-generated citations, attorney sanctions, artificial intelligence legal research, Rule 11 sanctions, professional responsibility",maybe,medium,"Professional verification obligation framework for AI-hallucinated legal outputs is potentially analogous to engineering team obligations to review AI-generated code, but domain translation is required.",keep_queue
GQ5E7RPF,"Blockchain and AI framework for provenance, semantics, and compliance","Crucially, the framework incorporates human-in-the-loop governance, positioning AI as a decision-support mechanism rather than an autonomous authority. / articulating a system-level architecture for provenance that is verifiable, interpretable, and audit-ready, without introducing custodial dependencies or opaque automation",maybe,low,"HITL governance framework with blockchain provenance for audit-ready AI decision support; application domain is unclear from abstract, making transferability to software code governance speculative.",maybe_queue
87LUCHIQ,Artificial intelligence on trial: who is responsible when systems fail? Toward a framework for the ultimate AI accountability owner,"accountability; algorithmic governance, responsibility in AI systems, ethical AI deployment, liability in AI, institutional AI governance, AI accountability, algorithmic / accountability, algorithmic governance",discard,low,Abstract consists only of keywords — insufficient content to assess operationalizability or software engineering relevance.,keep_queue
M964K4XX,"Comparative analysis of AI governance, assurance, and administrative oversight NIST AI RMF 1.0, ISO/IEC 42001, SOC 2, OMB memoranda M-24-10 and M-25-21, and U.S. copyright office guidance",NIST AI RMF 1.0 provides a flexible and voluntary structure for AI risk management. / A concise formulation is therefore possible: NIST AI RMF 1.0 provides a voluntary risk-management structure; ISO/IEC 42001,maybe,medium,"Comparative analysis of governance frameworks including NIST AI RMF and SOC 2 could yield software-relevant insights, but the abstract is too thin to confirm whether software systems or code are substantively addressed.",keep_queue
9IPQ7228,Automating modelica module generation using large language models: a case study on building control description language,"Dynamic energy systems and controls require advanced modeling frameworks to design and test supervisory and fault tolerant strategies. Modelica is a widely used equation based language, but developing control modules is labor intensive and requires specialized expertise. This paper examines the use of large language models (LLMs) to automate the generation of Control Description Language modules in the Building Modelica Library as a case study. We developed a structured workflow that combines standardized prompt scaffolds, library aware grounding, automated compilation with OpenModelica, and human in the loop evaluation. Experiments were carried out on four basic logic tasks (And, Or, Not, and Switch) and five control modules (chiller enable/disable, bypass valve control, cooling tower fan speed, plant requests, and relief damper control). The results showed that GPT 4o failed to produce executable Modelica code in zero shot mode, while Claude Sonnet 4 achieved up to full success for basic logic blocks with carefully engineered prompts. For control modules, success rates reached 83 percent, and failed outputs required medium level human repair (estimated one to eight hours). Retrieval augmented generation often produced mismatches in module selection (for example, And retrieved as Or), while a deterministic hard rule search strategy avoided these errors. Human evaluation also outperformed AI evaluation, since current LLMs cannot assess simulation results or validate behavioral correctness. Despite these limitations, the LLM assisted workflow reduced the average development time from 10 to 20 hours down to 4 to 6 hours per module, corresponding to 40 to 60 percent time savings. These results highlight both the potential and current limitations of LLM assisted Modelica generation, and point to future research in pre simulation validation, stronger grounding, and closed loop evaluation.",maybe,medium,Quantifies LLM code generation success rates and human repair effort with domain-specific Modelica context — findings are partially transferable but require re-derivation beyond building controls.,maybe_queue
GYIRPY4W,The infrastructure multiplier why AI productivity gains compound at the top and stall at the median,"Effect 2 (Ceiling): infrastructure absorbs error correction and the organization permits freed top performers to shift from operating the delivery system / infrastructure, organizational divergence, verification systems, skill compression, K-shaped outcomes, developer productivity, CI/CD quality gates, DORA metrics, AI / governance",maybe,medium,"Analyzes AI productivity compounding dynamics in software development contexts referencing CI/CD quality gates and DORA metrics, but framed as organizational economics rather than an actionable governance mechanism.",maybe_queue
YZU9U92X,Effective generative AI: the human-algorithm centaur,"AI approaches. / span>human-in-the-loop methods? / Centaurs, Generative AI, Large Language Models, Human-AI Algorithms",maybe,low,Abstract too thin to assess whether the human-algorithm centaur framework operationalizes human-AI collaboration in a way applicable to code review oversight.,keep_queue
8RIXPFX3,"The agency error in AI governance: coherent output, constraint, and the misclassification of artificial systems","governance, artificial intelligence, agency, accountability, responsibility, liability, agency misattribution, non-agentic model, ontological classification, algorithmic / accountability, regulatory design, democratic accountability",maybe,medium,"Conceptual framework for AI agency misclassification in governance design has structural implications for oversight architecture, but requires translation from ontological theory to actionable software engineering mechanisms.",keep_queue
VG8PSMM7,Benchmarking and validation of prompting techniques for AI-assisted industrial PLC programming,"Industrial automation in Industry 5.0 demands deterministic, safety-compliant PLC code across heterogeneous vendor ecosystems. Prompt-engineered large language models (LLMs) offer a path forward but require reproducible methods and rigorous validation. This study introduces LLM-PLC-AS, a hybrid, prompt-invariant framework for IEC 61131-3 PLC code generation addressing these needs. We benchmark 21 fixed prompting techniques on 25 real-world use cases (simple, medium, complex), using a standardized dataset and workflow spanning Siemens TIA Portal and Beckhoff TwinCAT. The quality of the generated code is evaluated through a layered validation pipeline: Bilingual Evaluation Understudy (BLEU) for lexical similarity, LLM-in-the-Loop (LITL) for scalable semantic checks across four dimensions (functional correctness, readability, safety compliance, and modularity), and Human-in-the-Loop (HITL) for expert safety-critical review. DeepSeek and Gemini 2.5 Pro generate ST/IL; syntax is cross-checked by ChatGPT-4o and Copilot Pro. The framework achieved a very high degree of accuracy, with Structured Text (ST) programs reaching near-perfect scores and Instruction List (IL) programs also performing exceptionally well on our scoring rubric. This resulted in a substantial reduction in manual correction effort, decreasing it by nearly half compared to ad-hoc methods. Across tasks, our approach led to a more than twofold increase in Safety Compliance and a significant improvement in Functional Correctness against unstructured baselines. A key finding is that the structure of the prompt itself was found to have a greater influence on determinism and correctness than the choice of LLM. The fixed-prompt reasoning combined with the BLEU/LITL/HITL validation stack provides a scalable, reproducible, and safety-aware method for PLC code generation. BLEU is utilized for rapid lexical triage and regression tracking, LITL provides structured semantic verification, and HITL ensures final compliance. The framework establishes a standardized basis for AI-assisted PLC programming and transparent benchmarking. Future work will extend the pipeline to include graphical languages, such as Ladder Diagram (LAD) and Function Block Diagram (FBD), using multimodal/graph-aware models, and will incorporate runtime validation to further close the gap to real-world deployment. Safety verification in this study is limited to logical and semantic validation. Real-time behavior, communication latency, and physical safety-fault recovery require Hardware-in-the-Loop (HIL) simulation or deployment on industrial test benches, which is identified as future work. © 2025 The Authors.",maybe,medium,"The BLEU/LITL/HITL validation pipeline for AI code generation is structurally transferable to software code review, but the paper is anchored in industrial PLC safety requirements (IEC 61131-3, Siemens/Beckhoff) that differ substantially from software engineering team governance.",keep_queue
J2MN69PK,Humans in the loop: exploring the challenges of human participation in automated decision-making systems,"“Human in the loop” (HITL) refers to a process or system design where human oversight, intervention, and collaboration are integrated into Automated / Human-In-The-Loop (HITL), Human Oversight, Human-Algorithm Interaction, Human Factors in Automation, Human-Centered AI, Collaborative Decision-Making,",maybe,medium,"HITL framework paper on human participation challenges in automated decision-making with human factors and oversight angles that could transfer to code review, but 'exploring challenges' framing suggests descriptive orientation that requires full paper to assess operationalizability.",keep_queue
LUA6VMXR,"How to design an AI agent: architectures, protocols, and technical evaluation of agentic AI systems for law & finance","Crucially, we examine the safety layers required for professional deployment: termination conditions, human escalation protocols, and governance.",maybe,medium,"Technical AI agent design paper for law/finance that examines safety layers (termination conditions, human escalation protocols) with structural parallels to code review oversight pipelines, but requires domain translation not resolvable from abstract.",keep_queue
BZXVW89V,Contracting for algorithmic accountability,"Furthermore, unlike with the adoption of legislation, a contracting approach to AI governance can be tailored to meet the needs of specific agencies and / AI practices with their private sector clients.",maybe,medium,Contract-based algorithmic accountability mechanism for government-private AI relationships; the contracting governance approach could inform software procurement and AI vendor governance but requires translation from government contracting context.,keep_queue
LGGPYHB2,A governance-first architecture for multi-tenant retrieval-augmented generation,"As Retrieval-Augmented Generation (RAG) systems enter regulated enterprise environments, architectural assumptions optimized for speed and simplicity increasingly / Retrieval-Augmented Generation, RAG, AI Governance, Multi-Tenant Systems, Compliance-by-Design",maybe,medium,"Compliance-by-design RAG governance architecture for regulated enterprise environments has audit and tenant isolation principles potentially applicable to AI tool governance in software development, but RAG infrastructure is adjacent rather than directly on-target for code generation oversight.",maybe_queue
AAK77PJ4,One shot: architecture principles for trustworthy legal AI,"Project Vega is a legal AI platform that converts live or recorded testimony into structured, verifiable claims evaluated against discovery documents. / rather than the verification itself, and extracts six portable design principles for building trustworthy AI pipelines in high-stakes domains. / Legal AI, legal technology, NLP pipeline, human-in-the-loop, deposition technology, speech processing, claim extraction, entity resolution, AI governance",maybe,medium,Extracts six portable design principles for trustworthy AI pipelines from a legal AI case study; transferability to code review pipeline design is plausible but requires a domain argument not resolvable from the abstract.,keep_queue
I9RP82ZF,Regenerating justice: ChatGPT and the legal minefield of generative AI,"Generative AI (GenAI) has taken the Internet by storm. / Even well-meaning individuals aiming to keep a “human-in-the-loop” of any automated decision can fall prey to this phenomenon. / ChatGPT, automation bias, automation complacency, generative AI, GenAI, law & technology, science & technology studies, large language models,",maybe,medium,Legal AI paper examining automation bias and automation complacency in AI-assisted decisions — these concepts transfer directly to code review oversight but the paper lacks a software engineering domain anchor.,keep_queue
Q2M4782N,A review of the ICO’s draft guidance on the AI auditing framework,"Intelligence (AI) systems. / These are namely:

Data and AI: explicit discussion of the relationship between data protection and how it translates into auditing of AI systems",maybe,medium,AI auditing framework from a regulatory body — auditing mechanisms could transfer to software governance but the domain anchor is data protection compliance rather than software engineering.,keep_queue
TYM8CJ86,Artificial knowledge restructuring of information economics,"Artificial Intelligence governance, validation, explainability, algorithmic accountability, AI regulation and policy, trustworthy AI.",discard,low,Abstract consists almost entirely of keywords with no discernible methodology or finding — insufficient content to evaluate operationalizability.,maybe_queue
VCKYAYDX,"Law by design: AI, autonomy, and the architecture of capacity",intelligence (AI) governance and inclusive design. / oversight.,discard,low,Abstract is too sparse to evaluate — mentions AI governance and autonomy but provides no discernible methodology or software engineering connection.,maybe_queue
R9HHU7L5,Three pathways for standardisation and ethical disclosure by default under the European union artificial intelligence act,"Compliance would require AI providers to furnish relevant third parties with a standardised set of test results and documentation to enable local decision-makers / Artificial Intelligence, AI Act, Standardisation, AI Ethics, Regulation",maybe,medium,EU AI Act standardization pathways with compliance documentation requirements — could apply to software organizations deploying AI tools but the paper focuses on provider disclosure obligations rather than software development governance.,keep_queue
KMY7ADDS,Autonomous project delivery: a formal multi-agent coordination protocol,"It operates across five maturity levels, from AI-assisted human coordination to fully autonomous delivery. / project delivery, multi-agent systems, agent coordination protocol, normative multi-agent systems, inter-organizational coordination, authority delegation, human-in-the-loop",maybe,medium,Formal multi-agent project delivery protocol with maturity levels and HITL authority delegation — software team applicability is plausible but requires argument bridging project management to code governance.,keep_queue
9WLXUS82,VAITION: energy dualism of digital systems,"This work contributes to discussions on AI alignment, digital economics, blockchain applications, and the future of human-technology relationships",discard,low,Abstract is too vague and theoretical ('energy dualism of digital systems') to identify any relevance to software engineering governance.,maybe_queue
4UQ2LF3J,Operationalising extended cognition: formal metrics for corporate knowledge and legal accountability,Yet these assumptions are under challenge as generative AI increasingly mediates enterprise decision-making.,maybe,medium,Proposes formal metrics for AI-mediated enterprise decisions and legal accountability — transferability to software engineering team accountability for AI-generated code is plausible but domain is legal/corporate rather than SE.,keep_queue
