item_key,title,sources,decisions,queue_only_in,superseded,superseded_collections,current_tags,tags_to_add,all_desired_tags
Y9UI4ZWM,How to procure AI systems that respect rights,ssrn,,ssrn,,,,source:ssrn,source:ssrn
2VXLXNSM,Anticipatory governance and AI in courts,ssrn,,ssrn,,,,source:ssrn,source:ssrn
C2NGCKRZ,The data protection impact assessment for the development and implementation of a trustworthy AI: an applied study in the context of small and medium-sized enterprises,ssrn,,ssrn,,,,source:ssrn,source:ssrn
5ZWK99FU,"The soul of the AI: governance, ethics, and the future of human–AI integration",ssrn,,ssrn,,,,source:ssrn,source:ssrn
C9BDTV5W,"The FRIA in EU AI act: governance, rights, and global jurisdiction",ssrn,,ssrn,,,,source:ssrn,source:ssrn
8FTPWW4G,"The new anticipatory governance culture for innovation: regulatory foresight, regulatory experimentation and regulatory learning",ssrn,,ssrn,,,,source:ssrn,source:ssrn
8BLIERUP,Deterministic AI governance via post-processing constraint layers: the DELIA architecture,ssrn,,ssrn,,,,source:ssrn,source:ssrn
LL3MSMUB,Technical AI assurance for trustworthy systems in the age of regulation: a framework for compliance and defensibility,ssrn,,ssrn,,,,source:ssrn,source:ssrn
28Z2MUWM,AI in corporate compliance: is india's SEBI-MCA framework enough?,ssrn,,ssrn,,,,source:ssrn,source:ssrn
DMABM3PL,Interoperable AI regulation,ssrn,,ssrn,,,,source:ssrn,source:ssrn
DUFFFNMD,"A taxonomy of AI opacity in the EU: rethinking transparency, traceability, interpretability, and explainability",ssrn,,ssrn,,,,source:ssrn,source:ssrn
DI7BE8LY,Investigating the risks of algorithmic bias and explainability failures in credit risk models,ssrn,,ssrn,,,,source:ssrn,source:ssrn
DI5436LX,"The global AI dilemma: balancing innovation and safety in the European union, the United States, and China",ssrn,,ssrn,,,,source:ssrn,source:ssrn
L5KSYCR3,Law-following AI: a six-criteria framework for legal domain evaluation and implementation,ssrn,,ssrn,,,,source:ssrn,source:ssrn
IMS88433,EU AI act's impact on public sector use of AI,ssrn,,ssrn,,,,source:ssrn,source:ssrn
GY5NTWLC,"DFAS doctrine compendium: philosophical, strategic, and systemic frameworks for AI governance, crisis intervention, and algorithmic control",ssrn,,ssrn,,,,source:ssrn,source:ssrn
YHACVP65,The EU artificial intelligence act: an introduction,ssrn,,ssrn,,,,source:ssrn,source:ssrn
TLPSCSPI,Achieving digital sovereignty via the DMA: a European illusion?,ssrn,,ssrn,,,,source:ssrn,source:ssrn
3EUXFAPJ,The AI integration framework - an original blueprint for responsible AI adoption and governance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
R6FSQBRX,"AI production, personal data privacy, and institutional paradox",ssrn,,ssrn,,,,source:ssrn,source:ssrn
QZIJERMG,Bias and fairness in AI algorithms: legal standards and ethical guidelines,ssrn,,ssrn,,,,source:ssrn,source:ssrn
GZ62N85X,Legal technology and bias: a threat to fair trial rights?,ssrn,,ssrn,,,,source:ssrn,source:ssrn
NGQAWZP3,Regulation of artificial intelligence in India: legal challenges and the road ahead,ssrn,,ssrn,,,,source:ssrn,source:ssrn
F8EA7L9L,"ZenoTrust™: the world’s first zero-knowledge AI compliance framework for edge-optimized, multi-regulatory governance a cryptographic architecture for privacy-preserving, auditable, AI compliance at sc",ssrn,,ssrn,,,,source:ssrn,source:ssrn
YY9LJG9H,Algorithmic due process audits: a legal framework for AI accountability in government decisionmaking,ssrn,,ssrn,,,,source:ssrn,source:ssrn
5IEXZ56M,The birth of the synthetic AI outlaw,ssrn,,ssrn,,,,source:ssrn,source:ssrn
84PLDTWQ,"Delegating judgment: AI agents, legal accountability, and the foundations of democratic legitimacy",ssrn,,ssrn,,,,source:ssrn,source:ssrn
PE6FBJZG,Cryptographic AI governance: a zero-knowledge framework for privacy-preserving compliance in the edge computing era,ssrn,,ssrn,,,,source:ssrn,source:ssrn
MYVJFXRW,"Legal XAI: a systematic review and interdisciplinary mapping of XAI and EU law, towards a research agenda for legally responsible AI",ssrn,,ssrn,,,,source:ssrn,source:ssrn
8FQ4PNMS,Distributed sovereignty: blockchain’s role in governing autonomous intelligence (blockchain's last stand: governing AGI when all else fails),ssrn,,ssrn,,,,source:ssrn,source:ssrn
6ALMBTIS,"GX-AX-HX: a triple-transformation framework for a sustainable, intelligent, and humane civilization",ssrn,,ssrn,,,,source:ssrn,source:ssrn
N33HZR62,The illusory normativity of rights-based AI regulation,ssrn,,ssrn,,,,source:ssrn,source:ssrn
ADUKIXA3,From ethification to juridification: human oversight and the potential crowding out of ethicists by lawyers in AI governance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
VF7JVAGT,The blurring of the public-private dichotomy in risk-based EU digital regulation: challenges for the rule of law,ssrn,,ssrn,,,,source:ssrn,source:ssrn
8FMUKLEN,Seven deadly sins of AI policy,ssrn,,ssrn,,,,source:ssrn,source:ssrn
2TCH3CHI,A Europe fit for the age of startups: rhetoric and reality in the EU's digital package,ssrn,,ssrn,,,,source:ssrn,source:ssrn
EPIZ2QCL,The constitution and artificial intelligence: the future of rights and governance in India,ssrn,,ssrn,,,,source:ssrn,source:ssrn
FFPZJJ2D,Several issues regarding data governance in AGI,ssrn,,ssrn,,,,source:ssrn,source:ssrn
5XLKWKF4,Illusions of control: why today’s AI‑safety plans court catastrophe,ssrn,,ssrn,,,,source:ssrn,source:ssrn
88XX3Y6Q,Enabling the next generation internet,ssrn,,ssrn,,,,source:ssrn,source:ssrn
SLK8NFZ6,AI and hybrid accountability in accounting: a critical integrative review and research agenda,ssrn,,ssrn,,,,source:ssrn,source:ssrn
J2F8PENI,Adaptive regulation,ssrn,,ssrn,,,,source:ssrn,source:ssrn
9GSHXQZQ,AI guardrails - spotting & fixing common LLM failure modes,ssrn,,ssrn,,,,source:ssrn,source:ssrn
BUU97YES,Why freedom of speech in the EU is not equivalent to the freedom of online platforms to be irresponsible and unaccountable,ssrn,,ssrn,,,,source:ssrn,source:ssrn
F9DVSIYY,Cross-domain causal AI: a multi-engine framework for deterministic inference with integrated governance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
VV8YEIJV,: AI governance in the UK,ssrn,,ssrn,,,,source:ssrn,source:ssrn
U3HHTKQS,AxiomCortex™: scientific R&D report — bias-mitigated AI evaluation for nearshore software engineering teams,ssrn,,ssrn,,,,source:ssrn,source:ssrn
MIKA5DH7,AxiomCortex™: scientific R&D report — bias-mitigated AI evaluation for nearshore software engineering teams,ssrn,,ssrn,,,,source:ssrn,source:ssrn
ZTC5ZMK7,Real-time cognitive bias detection and mitigation: the BiasConstraint engine™ platform architecture and design framework,ssrn,,ssrn,,,,source:ssrn,source:ssrn
MRLPP8EG,Regulatory sandboxes as a bridge between AI and cybersecurity: exploring the interplay between the AI act and the cyber resilience act,ssrn,,ssrn,,,,source:ssrn,source:ssrn
VCCXLUIZ,How to spot AI-generated text: telltale vs. Subtle signs,ssrn,,ssrn,,,,source:ssrn,source:ssrn
JXJQGBN8,"Securing U.S. AI leadership: a strategic framework for standards, interoperability, and global competition",ssrn,,ssrn,,,,source:ssrn,source:ssrn
I3BSX824,Gen AI and ROT data management,ssrn,,ssrn,,,,source:ssrn,source:ssrn
KHI5AV89,"Applied self-evolving science (ASES): foundations, governance, and the strategic roadmap for post-AI science",ssrn,,ssrn,,,,source:ssrn,source:ssrn
PKN9D6XZ,Dual-use of generative AI in cybersecurity: balancing offensive threats and defensive capabilities in the post-LLM era,ssrn,,ssrn,,,,source:ssrn,source:ssrn
V4SIZIVX,Discrimination and AI – answers given by European digital law? (diskriminierung und KI – antworten des europäischen digitalrechts?),ssrn,,ssrn,,,,source:ssrn,source:ssrn
ZAC9IDBV,The normative inversion of EU law,ssrn,,ssrn,,,,source:ssrn,source:ssrn
9HKNGKHS,Artificial intelligence and legal accountability in the United Kingdom: apportioning liability for AI-induced harms,ssrn,,ssrn,,,,source:ssrn,source:ssrn
5XSGMMPB,Prompt hygiene guide: practical workplace rules for safe AI use,ssrn,,ssrn,,,,source:ssrn,source:ssrn
SVBHMQIQ,AI and corporate ethics: legal accountability in the age of automated decision-making,ssrn,,ssrn,,,,source:ssrn,source:ssrn
B887E6KZ,Taming the terminator: pragmatic international AI weapons governance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
XKHRR97J,AI and national competitiveness: legal and policy pathways for U.S. tech leadership,ssrn,,ssrn,,,,source:ssrn,source:ssrn
B7UIB3EK,"Operationalising AI regulatory sandboxes under the EU AI act: the triple challenge of capacity, coordination and attractiveness to providers",ssrn,,ssrn,,,,source:ssrn,source:ssrn
M9HUVW3K,Fairness as a prudential risk: integrating algorithmic bias constraints into solvency capital modeling,ssrn,,ssrn,,,,source:ssrn,source:ssrn
M49HJ4TH,Modular legal personhood for AI use cases,ssrn,,ssrn,,,,source:ssrn,source:ssrn
ISMFKDF7,Evaluating the legal accountability of artificial intelligence (AI) in Bangladesh: beyond regulatory frameworks,ssrn,,ssrn,,,,source:ssrn,source:ssrn
SN8B7PN8,Governing at a distance: the EU AI act and GDPR as pillars of global privacy and corporate governance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
FEJLI262,A decontextualized LLM-based safeguard technique for automated jailbreak mitigation,ssrn,,ssrn,,,,source:ssrn,source:ssrn
3TK9MHAD,The codex of authority,ssrn,,ssrn,,,,source:ssrn,source:ssrn
99DNI26D,"Algorithmic criminal liability in greenwashing: comparing india, united states, and European union",ssrn,,ssrn,,,,source:ssrn,source:ssrn
LBWH5PTC,Minimal ethical governance (MEG) for artificial intelligence,ssrn,,ssrn,,,,source:ssrn,source:ssrn
L3YIHDN5,The role of explainable AI in improving transparency and accountability in banking decisions,ssrn,,ssrn,,,,source:ssrn,source:ssrn
RGNB3BEL,"Framework for government policy on agentic and generative AI: governance, regulation, and risk management",ssrn,,ssrn,,,,source:ssrn,source:ssrn
6HZY6JU8,AIMED: towards a philosophically legitimated AI-assisted iterative method for ethical deliberation,ssrn,,ssrn,,,,source:ssrn,source:ssrn
UU4B46GQ,Flip or flop? The pacing problems of European systemic risk GPAI regulation,ssrn,,ssrn,,,,source:ssrn,source:ssrn
MYQ8RJAQ,Legal horizons in smart city innovation,ssrn,,ssrn,,,,source:ssrn,source:ssrn
LHME8FUJ,First european AI high-risk sandbox lessons: how SMEs can implement high-risk AI in a real-world environment,ssrn,,ssrn,,,,source:ssrn,source:ssrn
3Q5QQAZQ,AI and investment services in EU law: the case for MiFID III,ssrn,,ssrn,,,,source:ssrn,source:ssrn
HX4R2ZHU,"AI, digital platforms, and the new systemic risk",ssrn,,ssrn,,,,source:ssrn,source:ssrn
LLV7KNM2,Designing accountability: ethical frameworks for reintroducing responsibility in executable governance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
77ZHZV8B,Towards a European quantum act,ssrn,,ssrn,,,,source:ssrn,source:ssrn
EZRAL84I,The U.S. and E.U. framework of AI standardization: building a way forward,ssrn,,ssrn,,,,source:ssrn,source:ssrn
PLTK7CEV,The role of article 114 tfeu in balancing fundamental rights and product safety in the ai act,ssrn,,ssrn,,,,source:ssrn,source:ssrn
GAZ77K3F,From dialectics to multilectics: navigating networks of tensions in AI governance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
VXFA6QKU,Current choices of Ukraine to the avenues to regulate artificial intelligence (AI),ssrn,,ssrn,,,,source:ssrn,source:ssrn
RPE5QY9C,EU digital insurance: comparative legal perspectives,ssrn,,ssrn,,,,source:ssrn,source:ssrn
LW97CFN3,Implementing article 9 of the EU AI act,ssrn,,ssrn,,,,source:ssrn,source:ssrn
F4U3MQ7N,AI compliance frameworks: a handbook for compliance tools based on AI acts' requirements,ssrn,,ssrn,,,,source:ssrn,source:ssrn
8Z342WIC,Strategy as governance: the governance of AI in Africa,ssrn,,ssrn,,,,source:ssrn,source:ssrn
M8IWY3LB,The engineered mind: how corporate AI development creates psychological dependencies while denying moral responsibility,ssrn,,ssrn,,,,source:ssrn,source:ssrn
6R2VHVJ9,From generative AI to critical minerals: the geopolitical dimensions of artificial intelligence,ssrn,,ssrn,,,,source:ssrn,source:ssrn
V3R66RYU,EU artificial intelligence act for fintech and finance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
ADV5GQEV,RegOps as an agile response to regulatory pressure,ssrn,,ssrn,,,,source:ssrn,source:ssrn
YS63ZKXM,EU AI act: advancing data governance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
EDCYRP5B,Architectural fairness: eliminating algorithmic discrimination through population-of-one calibration,ssrn,,ssrn,,,,source:ssrn,source:ssrn
FDFBF6SG,Governing AI and content moderation online: the EU regulatory approach and global multistakeholder dynamics,ssrn,,ssrn,,,,source:ssrn,source:ssrn
QCSDLD5F,Cracking AI secrecy: EU migration law & governance and beyond,ssrn,,ssrn,,,,source:ssrn,source:ssrn
E79FQFHI,Redefining digital identity in the age of human-machine integration: a framework for ethical authentication and autonomy,ssrn,,ssrn,,,,source:ssrn,source:ssrn
3CZ8HZTQ,Data transparency and copyright: opportunities and challenges,ssrn,,ssrn,,,,source:ssrn,source:ssrn
73D4FZKV,The infrastructure paradox: why trillion-dollar AI investments don't add up,ssrn,,ssrn,,,,source:ssrn,source:ssrn
WBEZ3HV2,Search without rankings? Epistemic divergence and policy challenges in AI-powered interfaces,ssrn,,ssrn,,,,source:ssrn,source:ssrn
N2WA8QXK,"Beyond the false dichotomy: regulating AI safety, ethics and innovation",ssrn,,ssrn,,,,source:ssrn,source:ssrn
F4ICINGL,"Invisible patients, unaccountable systems: legal and ethical failures in AI-driven healthcare",ssrn,,ssrn,,,,source:ssrn,source:ssrn
D5RUCYMB,"Case study on multi-level governance of AI-generated content in telecommunications: regulatory frameworks, industry standards, and operator intermediation",ssrn,,ssrn,,,,source:ssrn,source:ssrn
7CXTK22H,Operationalising common european data spaces,ssrn,,ssrn,,,,source:ssrn,source:ssrn
NBDTTWLH,Deterministic governance as epistemic commitment: why reproducibility matters for AI accountability,ssrn,,ssrn,,,,source:ssrn,source:ssrn
9AN2QC84,A global standard for AI governance: harmonizing international guardrails using a hybrid OCC-NIST framework,ssrn,,ssrn,,,,source:ssrn,source:ssrn
LEZNRRG3,Auditable AI: tracing the ethical history of a model,ssrn,,ssrn,,,,source:ssrn,source:ssrn
Y8PZQLKT,Conversational AI for digital government a standards-aligned framework for data transparency and policy decision-making,ssrn,,ssrn,,,,source:ssrn,source:ssrn
PS9BVJFI,Regulators as innovation enablers: social capital and the central bank of Ireland's innovation sandbox,ssrn,,ssrn,,,,source:ssrn,source:ssrn
BKSNXFDK,"Regulatory compliance made easier with AI risk scor the dual imperative in RegTech: leveraging AI-driven risk scorecards for continuous compliance, operational efficiency, and establishing governance ",ssrn,,ssrn,,,,source:ssrn,source:ssrn
NS3L4YKR,"SOC 2.0: less triage, more treachery",ssrn,,ssrn,,,,source:ssrn,source:ssrn
RN7NR3UM,Ternary moral logic (TML): a governance framework for ethical accountability and immutable AI systems,ssrn,,ssrn,,,,source:ssrn,source:ssrn
2U9MPNDK,Traceability for privacy: a foundational pillar for an effective and competitive EU digital rulebook,ssrn,,ssrn,,,,source:ssrn,source:ssrn
U3B2JLFR,The legal and ethical disruption of authorship: navigating copyright infringement and originality in generative artificial intelligence and large language models,ssrn,,ssrn,,,,source:ssrn,source:ssrn
NEFSMYIW,"AI, data privacy, and ethics: the next frontier of U.S. regulatory policy",ssrn,,ssrn,,,,source:ssrn,source:ssrn
66IEJ2SJ,AI-powered legal research and case retrieval tools: transforming civil procedure in India,ssrn,,ssrn,,,,source:ssrn,source:ssrn
44G8VS7M,Consultation brief on the CUSMA 2026 review: a submission to global affairs canada,ssrn,,ssrn,,,,source:ssrn,source:ssrn
CRB3MXRC,Ternary moral logic (TML) and the EU AI act: a technical backbone for enforceable accountability,ssrn,,ssrn,,,,source:ssrn,source:ssrn
5KDPCCXI,"Governing the amorphous: AI, social justice, and the challenge of future-proof regulation",ssrn,,ssrn,,,,source:ssrn,source:ssrn
DKSUWNRJ,Legal automation and multijurisdictional normative verification in the United States: an artificial intelligence-based framework for regulatory compliance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
8V6QGZL6,AI governance and the verification gap: a framework for law and policy under computational intractability,ssrn,,ssrn,,,,source:ssrn,source:ssrn
WVZ5GWEG,Fiduciary duties and business judgment rule 2.0 in the AI act age,ssrn,,ssrn,,,,source:ssrn,source:ssrn
4M4TGMAC,Beyond deepfakes: 'digital duplicates' or AI simulations of real people-an international ethical consensus,ssrn,,ssrn,,,,source:ssrn,source:ssrn
XB3E32WK,Courts navigating AI defamation opens legal risks for companies [bloomberg law],ssrn,,ssrn,,,,source:ssrn,source:ssrn
9YYDST6X,Closing the loop: a last mile framework for clinical AI safety,ssrn,,ssrn,,,,source:ssrn,source:ssrn
QCV8GTFX,The political economy and geopolitics of AI regulation,ssrn,,ssrn,,,,source:ssrn,source:ssrn
ZIKB5GG3,Patentability of synthetic creativity: a transatlantic revisit in light of AI laws,ssrn,,ssrn,,,,source:ssrn,source:ssrn
AF5DFFM9,Establishing responsible AI governance: aligning innovation with global legal and ethical safeguards,ssrn,,ssrn,,,,source:ssrn,source:ssrn
SLBTSHPR,"Synthetic media in modern banking: accountability, governance and consumer protection in the age of digital fraud",ssrn,,ssrn,,,,source:ssrn,source:ssrn
96BCZSM5,The EU artificial intelligence act: legal and compliance challenges for multinational banks,ssrn,,ssrn,,,,source:ssrn,source:ssrn
JE2BXIMB,The persistence of the opposites: AI and blockchain for transparent and secure cross-regulatory compliance and enforcement cooperation test beds in the Eu digital acquis,ssrn,,ssrn,,,,source:ssrn,source:ssrn
95JDBG8F,Designing incident reporting systems for harms from general-purpose AI,ssrn,,ssrn,,,,source:ssrn,source:ssrn
ZXLFHXIJ,Post-human law: redefining responsibility in the era of autonomous artificial intelligence,ssrn,,ssrn,,,,source:ssrn,source:ssrn
KT2MKLSQ,The obligations of providers of general-purpose AI models,ssrn,,ssrn,,,,source:ssrn,source:ssrn
G6ZSS7AQ,Financial exclusion in modern banking: a legal analysis of accountability and the right to explanation in AI-driven decision systems,ssrn,,ssrn,,,,source:ssrn,source:ssrn
H5CSUGYU,Cognitive privacy and the architecture of AI-driven surveillance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
84J6UQA9,"Designing an ethical multimodal driver monitoring systems: risk mitigation, incident response, and accountability in automated vehicles",ssrn,,ssrn,,,,source:ssrn,source:ssrn
E7BLCAPK,Innovation or oversight? How the UK and EU are shaping the future of AI law,ssrn,,ssrn,,,,source:ssrn,source:ssrn
YR6BZGWJ,"AI and cybercrime: a comparative analysis of indian, EU, and US regulatory models",ssrn,,ssrn,,,,source:ssrn,source:ssrn
EB82ELJL,Artificial intelligence and human rights in global governance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
P63LCT49,"Navigating the regulatory trilemma in nigerian FinTech: balancing security, consumer protection, and innovation (2023-2025)",ssrn,,ssrn,,,,source:ssrn,source:ssrn
UR6HFAJU,The AI governance regime complex,ssrn,,ssrn,,,,source:ssrn,source:ssrn
8PG7WVRR,Emotion AI in marketing: navigating the ethical minefield of empathy and manipulation in customer engagement,ssrn,,ssrn,,,,source:ssrn,source:ssrn
5Q3CGWB9,The mixed nature of the AI act: product safety and fundamental rights regulation,ssrn,,ssrn,,,,source:ssrn,source:ssrn
EUSUU9DJ,Overcoming technical barriers to trade,ssrn,,ssrn,,,,source:ssrn,source:ssrn
MGTAEUWC,Legislative emergence governance interface system (legis) – V2.0: a policy framework for symbolic AI risk governance and human protection,ssrn,,ssrn,,,,source:ssrn,source:ssrn
TYM8CJ86,Artificial knowledge restructuring of information economics,ssrn,,ssrn,,,,source:ssrn,source:ssrn
TT2JWWM4,Regulatory competition in the age of AI,ssrn,,ssrn,,,,source:ssrn,source:ssrn
34IJGV8N,The academic guide to AI act compliance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
2BN2HQEV,Six years of proposed AI legislation across the US states: what's on policymakers' minds?,ssrn,,ssrn,,,,source:ssrn,source:ssrn
I9RP7EQI,Artificial intelligence and freedom of expression in the European union,ssrn,,ssrn,,,,source:ssrn,source:ssrn
8PUWAJ9W,"Synthetic manipulation and electoral integrity: deepfakes, bots, and the limits of the EU’s democratic defense package",ssrn,,ssrn,,,,source:ssrn,source:ssrn
ZKLERQZD,The impact of AI on the European financial sector and the role of social dialogue,ssrn,,ssrn,,,,source:ssrn,source:ssrn
JU3K5BWK,"Divergent paths, subtle crossroads: disentangling the DMA and the DA from the AIA",ssrn,,ssrn,,,,source:ssrn,source:ssrn
WRFD7ERI,AI-first from the employee perspective: evidence-based guide to adoption,ssrn,,ssrn,,,,source:ssrn,source:ssrn
DXJUZYDX,Support for small and medium-sized enterprises (SMEs) - help for smaller AI developers.,ssrn,,ssrn,,,,source:ssrn,source:ssrn
VE8L4FT2,MAPPING STUDY ON THE RIGHTS OF THE CHILD AND ARTIFICIAL INTELLIGENCE: legal frameworks that address AI in the context of children's rights,ssrn,,ssrn,,,,source:ssrn,source:ssrn
A4GLE9KF,Legal imaginations of the AI act: a constitutional perspective on the pre-emption of member state competence,ssrn,,ssrn,,,,source:ssrn,source:ssrn
E2YZWU9Z,Beyond asimov: the moral covenant for artificial intelligence. A universal manifesto for embedding ethics in machines.,ssrn,,ssrn,,,,source:ssrn,source:ssrn
5MW43EHW,The EU AI act: the objectives (and the nature) of the law,ssrn,,ssrn,,,,source:ssrn,source:ssrn
X6TZFLVJ,Safeguarding intelligence: a comprehensive analysis of AI security and privacy in the era of autonomous systems,ssrn,,ssrn,,,,source:ssrn,source:ssrn
9FHIK5BN,"Governing autonomous AI agents with policy-as-code: a multi-layer architecture for risk, compliance, and zero-trust control",ssrn,,ssrn,,,,source:ssrn,source:ssrn
GWAJTGMN,Application of artificial intelligence (AI) in law enforcement and border control,ssrn,,ssrn,,,,source:ssrn,source:ssrn
XLAP67HC,"Who audits the auditors? Towards automated, third-party AI model audits with publicly specified criteria",ssrn,,ssrn,,,,source:ssrn,source:ssrn
BXZU5SUJ,From model-level explanations to legal evidence: auditing bias and explainability in GDPR-compliant automated decision systems,ssrn,,ssrn,,,,source:ssrn,source:ssrn
QQPV743B,Unlocking AI's potential in African healthcare: the essentiality of clear legal framework,ssrn,,ssrn,,,,source:ssrn,source:ssrn
LKASSGXC,Prospettive sull' AI governance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
G93BHSPC,Ethical and legal governance of generative AI in scientific research: policy implications,ssrn,,ssrn,,,,source:ssrn,source:ssrn
GMN9DFVD,"Building trust: integrating AI, blockchain, and digital identity",ssrn,,ssrn,,,,source:ssrn,source:ssrn
VP8WLW3F,"Joint non-paper on the AI act. France, germany and Italy reach consensus",ssrn,,ssrn,,,,source:ssrn,source:ssrn
KZGA8GX9,"The conceptual void: why the AI safety taxonomy of rights, safety, and security is absurd",ssrn,,ssrn,,,,source:ssrn,source:ssrn
GKXP9TUL,Critical lessons from the global AI governance debate,ssrn,,ssrn,,,,source:ssrn,source:ssrn
CSZJAX7U,Regulating AI without the people: europe's technocratic drift,ssrn,,ssrn,,,,source:ssrn,source:ssrn
SHGMTJ2M,The AI act and the digital services act: legal consistency and normative tensions,ssrn,,ssrn,,,,source:ssrn,source:ssrn
FKBLALKB,A constitutional alignment framework for AI governance: transplanting corporate veil-piercing with semantic reachability mapping,ssrn,,ssrn,,,,source:ssrn,source:ssrn
ZS389TYW,Strategic permissiveness: how china's open-source AI licensing transforms global governance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
LQK5PZ9M,Assurance-throughput in layered AI systems: a technical theory of evidence flow and loss,ssrn,,ssrn,,,,source:ssrn,source:ssrn
D335Y3X4,"The agentic AI governance framework: a universal model for risk, accountability, and compliance in autonomous systems",ssrn,,ssrn,,,,source:ssrn,source:ssrn
3WKYWKUM,Mind the competitiveness gap: measuring the AI act's extraterritorial reach,ssrn,,ssrn,,,,source:ssrn,source:ssrn
29JLCJJ2,Ethical intelligence in document automation: toward responsible and trustworthy AI systems,ssrn,,ssrn,,,,source:ssrn,source:ssrn
7ZTXRR2R,"Artificial intelligence for cyber risk management: frameworks, innovations, and challenges",ssrn,,ssrn,,,,source:ssrn,source:ssrn
NA9KHVXY,The epistemic sabotage; misinformation and the erosion of democratic power,ssrn,,ssrn,,,,source:ssrn,source:ssrn
CLAD6RGX,"Artificial intelligence as a peer-level consultant in surgery: automation bias, human judgment, and legal accountability",ssrn,,ssrn,,,,source:ssrn,source:ssrn
Z96YC94Z,Navigating the EU AI act: implications for regulated digital medical products,ssrn,,ssrn,,,,source:ssrn,source:ssrn
HB975PYR,Artificial intelligence is slave of the lamp,ssrn,,ssrn,,,,source:ssrn,source:ssrn
6F2PYM9W,The notenic institute derives a mathematical relationship between human and machine intelligence havenga's relativistic model of cognition and novelty decay,ssrn,,ssrn,,,,source:ssrn,source:ssrn
J4XAMJAE,When AI governs the state: a NIST-guided framework for managing generative AI risk in U.S. public institutions,ssrn,,ssrn,,,,source:ssrn,source:ssrn
A2Q92SVQ,A student’s guide to the law and policy of AI,ssrn,,ssrn,,,,source:ssrn,source:ssrn
G2Y8WID3,A student’s guide to the law and policy of AI: interests and concerns motivating AI regulation,ssrn,,ssrn,,,,source:ssrn,source:ssrn
BMDZ4QEA,National culture and AI governance: the cultural origins of differences in AI regulation,ssrn,,ssrn,,,,source:ssrn,source:ssrn
ZLRUUY9G,The architecture of empathy: why AI needs emotional governance before it is too late,ssrn,,ssrn,,,,source:ssrn,source:ssrn
9ULXNM2A,Dataset assessment tools for the AI act compliance of high-risk AI systems,ssrn,,ssrn,,,,source:ssrn,source:ssrn
JY42G9NM,Algorithmic gatekeepers: a comparative analysis of AI regulation in the financial services sectors of the United Kingdom and India,ssrn,,ssrn,,,,source:ssrn,source:ssrn
J692UWE5,Automated compliance and the regulation of AI,ssrn,,ssrn,,,,source:ssrn,source:ssrn
8ZED73PX,AI-assisted sales coaching framework: empirically-derived models for B2B communication analysis,ssrn,,ssrn,,,,source:ssrn,source:ssrn
M9RPA7DW,The new interoperability crisis: from data silos to cognitive silos in health AI,ssrn,,ssrn,,,,source:ssrn,source:ssrn
N5KI3J26,"Governing artificial intelligence in Nigeria: legal readiness, gaps, and regulatory possibilities",ssrn,,ssrn,,,,source:ssrn,source:ssrn
JCIQFT5F,The right to disconnect in digital europe: psychosocial risks and socio-technical governance of artificial intelligence in comparative perspective,ssrn,,ssrn,,,,source:ssrn,source:ssrn
ACPKFPNE,Operationalizing trust: a five-step human-in-the-loop (HITL) governance framework for generative AI in banking,ssrn,,ssrn,,,,source:ssrn,source:ssrn
YX4EPM33,Regulatory thresholds for managing frontier AI risks,ssrn,,ssrn,,,,source:ssrn,source:ssrn
Y2JJI78C,AI for a complex world: from world models to ethical regulation and scientific discovery,ssrn,,ssrn,,,,source:ssrn,source:ssrn
YL4AL6LF,AI At the borders: how the EU AI act can prove to be incompatible with fundamental rights for refugees,ssrn,,ssrn,,,,source:ssrn,source:ssrn
LH5MDR85,Reasoning claim tokens (RCTs): an observational construct for inspectable AI reasoning in external representation governance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
3L726FGD,"Pixels of power: deepfakes, regulatory uncertainty, and the path toward accountability In the EU’s AI framework",ssrn,,ssrn,,,,source:ssrn,source:ssrn
WGMCHH42,The great convergence: how frontier AI governance is coming together even in the U.S.,ssrn,,ssrn,,,,source:ssrn,source:ssrn
EPYNT3WW,"The architecture of assured governance: ternary logic as a sovereign, evidentiary triadic framework for global economic systems",ssrn,,ssrn,,,,source:ssrn,source:ssrn
9LSVAEIL,SAFEARC: a seven-pillar operational architecture for socio-technical AI governance,ssrn,,ssrn,,,,source:ssrn,source:ssrn
25SNDLXV,"A risk-based ethical governance framework for retail AI with proportionality, oversight, and regulatory alignment",ssrn,,ssrn,,,,source:ssrn,source:ssrn
