seq,item_key,title,year,item_type,abstract,bin,centrality,reason_code,rationale
195,SMHWVB9J,"Designing human-automation redundancy: overreliance, automation shirking, and the operator’s dilemma",2025,journalArticle,"In some cases, these systems might encourage automation shirking, a form of overreliance in which operators deliberately reduce monitoring and checking / Across three studies (N = 970), Serial increased automation shirking and accident risk. / Automation bias, Human in the loop, Decisions from experience, Human computer interaction, Underweighting of rare events, Socio-technical systems, Behavioral",,,,
196,Y4TIF9KW,"Code prism: a multi-agent, multi-LLM, semantic indexing artifact for regulatory code audits — a design science research study",2025,conferencePaper,"Static code review remains essential for identifying vulnerabilities before deployment, yet existing tools frequently fall short of meeting regulatory requirements or producing auditor-ready evidence. This paper presents Code Prism, a design-science research artifact that combines multi-agent, multi-LLM orchestration with retrieval-augmented generation (RAG) and semantic indexing to deliver automated but auditable static code reviews. Developed and refined through iterative testing on a vulnerable open-source repository, the artifact was evaluated against established tools and reviewed by security auditors and UX specialists. The findings indicate that Code Prism can increase vulnerability coverage, shorten the preparation of standards-aligned reports, and provide configurable reporting flows that align with regulatory workflows. While the current evaluation is limited to a single repository and lacks benchmarking against high-end commercial suites, the results demonstrate the practical feasibility of applying agentic, multi-LLM approaches to audit-oriented static code review and point to avenues for broader validation and refinement.",,,,
197,VYRFCCU8,Large language models for vulnerability detection in static code analysis: a survey,2025,conferencePaper,"As software systems grow increasingly complex, security vulnerabilities pose escalating threats to digital infrastructure. This survey examines how Large Language Models (LLMs) enhance static vulnerability detection and systematically categorizes adaptation strategies into five approaches: Base Application, Static Analysis Augmentation, Knowledge Enhancement, Fine-tuning Based, and Hybrid Feature Fusion. Through standardized benchmark comparisons, we demonstrate these strategies' differential impact on detection performance and reveal complementary strengths between encoder-only and decoder-only architectures for varying security priorities. Despite advancements, challenges persist in model robustness, generalization, and adaptation to emerging vulnerabilities. Our comprehensive analysis establishes a foundation for future research while providing practical guidance for selecting and implementing LLM adaptation strategies in security-critical applications.",,,,
198,ML88MC4H,"A taxonomy of AI governance approaches: distinguishing visibility, alignment, and authorization",2026,journalArticle,"The term ""AI governance"" has become semantically overloaded. / The goal is to provide enterprise buyers, regulators, researchers, and auditors a shared vocabulary for evaluating AI governance claims against the requirements / AI governance, deterministic governance, proof-carrying decisions, regulatory compliance, enterprise AI, authorization layer, GRC, AI accountability, algorithmic",,,,
199,JVBZNVW8,AI for software engineering: from probable to provable,2025,preprint,"Vibe coding, the much-touted use of AI techniques for programming, faces two overwhelming obstacles: the difficulty of specifying goals (""prompt engineering"" is a form of requirements engineering, one of the toughest disciplines of software engineering); and the hallucination phenomenon. Programs are only useful if they are correct or very close to correct. The solution? Combine the creativity of artificial intelligence with the rigor of formal specification methods and the power of formal program verification, supported by modern proof tools.",,,,
200,LKCDAMLF,"Legal, policy, and compliance issues in using AI for security: using taiwan's cybersecurity management act and penetration testing as examples",2024,conferencePaper,"As artificial intelligence (AI) technology advances rapidly, integrating AI into cybersecurity practices poses new challenges for professionals. This paper focuses on the legal and policy implications of employing AI tools in penetration testing (PT). Key issues explored include liability in cases where AI tools cause damage and legal compliance challenges for organizations mandated to conduct PT. This paper argues that in the case of Taiwan, a comprehensive consideration of relevant laws, such as the Code of Civil Procedure, will be needed as AI products and tools become more widespread. The other issue concerns defining qualified PT, using Taiwan's Cybersecurity Management Act as an example. This paper concludes that, in addition to proper AI governance, governments should consider the legal frameworks necessary for the practical application of AI products or systems and develop appropriate AI safety testing methods to offer reference guidelines for public agencies to introduce risk-controllable AI tools, thus preparing for the transition into the AI era. © 2024 NATO CCDCOE.",,,,
201,IZQGW3IU,,,statute,"Article 14 of Regulation (EU) 2024/1689 of the European Parliament and of the Council (the EU Artificial Intelligence Act) establishes requirements for human oversight of high-risk AI systems. It obliges providers to design systems enabling effective human monitoring and intervention, including the ability to understand capabilities and limitations, detect and address anomalies, override or interrupt system outputs, and ensure that human oversight persons have appropriate competence and authority.",,,,
202,MFSZPSPU,Towards a human-in-the-loop framework for reliable patch evaluation using an LLM-as-a-judge,2025,preprint,"Reliable evaluation is crucial for advancing Automated Program Repair (APR), but prevailing benchmarks rely on execution-based evaluation methods (unit test pass@k), which fail to capture true patch validity. Determining validity can require costly manual annotation. To reduce this cost, we introduce a human-in-the-loop approach to LLM-based patch validity judgment. Inspired by the observation that human judgment is better aligned when using a shared rubric, we first employ an LLM to generate a per-bug rubric, followed by a one-time human review and optional refinement to this rubric, and then employ an LLM to judge patches using the refined rubric. We apply this approach to assign binary validity labels to patches for issues found by Google sanitizer tools. Our results show that this approach yields substantial agreement with human consensus (Cohen's kappa 0.75), high recall (0.94) and high precision (0.80), when considering patches that have unanimous agreement from 3 human raters on the validity labels. On the full dataset including patches where human raters disagree, we find this approach can still be further improved (Cohen's kappa 0.57, recall 0.93, precision 0.65) and identify possible future directions.",,,,
203,WBFBCN9G,"Large language models in programming: a meta-analysis of tools, users, and human-computer interaction themes",2025,journalArticle,"The integration of Large Language Models (LLMs) such as OpenAI’s Codex and ChatGPT into programming environments has significantly transformed software development practices, influencing productivity, education, and user experience. This meta-analysis integrates findings from empirical studies and product-level evaluations of widely adopted commercial tools (e.g., GitHub Copilot, Amazon CodeWhisperer, Tabnine, Sourcegraph Cody) alongside innovative academic prototypes. We explore how different user groups, including novice programmers, expert developers, researchers, and computer science educators, engage with and experience these LLM-based programming tools. The synthesis highlights key human-computer interaction (HCI) themes including trust calibration, cognitive load management, interface modalities (inline versus chat interactions), and balancing automation with user control. While findings indicate substantial productivity benefits, improved workflow integration, and enhanced learning support, persistent challenges related to code correctness, user over-reliance, and ethical concerns remain significant. This integrated analysis offers comprehensive design recommendations and outlines implications for future development, research practices, and education. © 2025. Published by AHFE Open Access. All rights reserved.",,,,
204,JKLSQ57B,No skin in the game: why agentic AI requires principal-agent governance,2026,journalArticle,"The deployment of Agentic AI creates governance challenges that existing frameworks cannot adequately address. / The training pipeline of large language model-based Agentic AI produces these asymmetries: The pretraining process optimizes prediction over truth. / Agentic AI, AI Agents, AI Governance, LLM vulnerability, Principal-Agent Theory",,,,
205,QB7MGVK4,ECONOMICS OF AUTHORITY EoA #8 federated authority and inter-organizational AI execution the unsolved boundary problem and a dual-authorization mechanism,2026,journalArticle,"Authority framework described in EoA #7 establishes a durable, enforceable, predetermined authority layer that governs autonomous execution within a single organization / AI governance, federated systems, cross-organizational AI, AI accountability, enterprise AI, AI regulation, data sovereignty, interoperability",,,,
206,BEFM3MT6,AI in the software development lifecycle: insights and open research questions,2025,conferencePaper,"The rapid advancements in Artificial Intelligence (AI) and Large Language Models (LLMs) are reshaping software engineering and automating tasks such as code generation, debugging, testing, and maintenance. AI-powered tools (i.e. ChatGPT, DeepSeek), have demonstrated significant potential in enhancing developer productivity and accelerating software development processes. Integrating AI and LLMs into software engineering presents notable challenges despite these advancements. Concerns regarding the reliability of AI-generated code, security vulnerabilities, and the propagation of biases in training data pose substantial risks. Additionally, ethical considerations, including intellectual property rights, transparency, and the need for human oversight, highlight the complexities of AI adoption in critical software systems. The rapid evolution of these technologies requires continuous adaptation of software engineering methodologies to mitigate risks while maximizing benefits. This paper analyzes AI’s role in software engineering, identifying key applications, challenges, and future research directions. We examine AI’s impact across various phases of the software development lifecycle, This paper contributes to the ongoing discussion on AI-driven software engineering and outlines a research agenda for navigating this rapidly evolving field. © 2025 Copyright held by the owner/author(s).",,,,
207,3IH4PUPA,"Evaluating the impact of explainable artificial intelligence (XAI) techniques on trust, transparency, and decision-making accuracy in high-stakes machine learning applications",2026,journalArticle,"Explainable Artificial Intelligence (XAI) has emerged as a critical solution to address the opacity of complex models by providing human-interpretable / The findings highlight that while XAI can enhance transparency and foster informed human oversight, the effectiveness of explanations is highly context-dependent / Explainable Artificial Intelligence (XAI), Machine Learning Transparency, Algorithmic Trust, High-Stakes AI Systems, Decision-Making Accuracy, SHAP, LIME",,,,
208,XXRRYDKZ,"AI will replace functions, not persons: a function-level framework for AI integration in knowledge work",2026,journalArticle,"Developer, and Financial Analyst—and provide technology-agnostic architectural principles for deploying function specific AI agents with appropriate human / oversight. / Artificial Intelligence, Future of Work, Human-AI Collaboration, Task Automation, Knowledge Work, Organizational Design",,,,
209,LBBJ3LGD,LLM as a code generator in agile model driven development,2026,conferencePaper,"Leveraging Large Language Models (LLM) like GPT-4 in the auto-generation of code represents a significant advancement, yet it is not without its challenges. The ambiguity inherent in natural language descriptions of software poses substantial obstacles to generating deployable, structured artifacts. This research champions Model-Driven Development (MDD) as a viable strategy to overcome these challenges, proposing an Agile Model-Driven Development (AMDD) approach that employs GPT-4 as a code generator. This approach enhances the flexibility and scalability of the code auto-generation process and offers agility that allows seamless adaptation to changes in models or deployment environments. We illustrate this by modeling a multi-agent Unmanned Vehicle Fleet (UVF) system using the Unified Modeling Language (UML), significantly reducing model ambiguity by integrating the Object Constraint Language (OCL) for code structure meta-modeling, and the FIPA ontology language for communication semantics meta-modeling. Applying GPT-4’s auto-generation capabilities yields Java and Python code that is compatible with the JADE and PADE frameworks, respectively. Our thorough evaluation of the auto-generated code verifies its alignment with expected behaviors and identifies enhancements in agent interactions. Structurally, we assessed the complexity of code derived from a model constrained solely by OCL meta-models, against that influenced by both OCL and FIPA-ontology meta-models. The results indicate that the ontology-constrained meta-model produces inherently more complex code, yet its cyclomatic complexity remains within manageable levels, suggesting that additional meta-model constraints can be incorporated without exceeding the high-risk threshold for complexity. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.",,,,
210,ZJYYPLA7,Copilot-in-the-loop: fixing code smells in copilot-generated python code using copilot,2024,conferencePaper,"As one of the most popular dynamic languages, Python experiences a decrease in readability and maintainability when code smells are present. Recent advancements in Large Language Models have sparked growing interest in AI-enabled tools for both code generation and refactoring. GitHub Copilot is one such tool that has gained widespread usage. Copilot Chat, released in September 2023, functions as an interactive tool aimed at facilitating natural language-powered coding. However, limited attention has been given to understanding code smells in Copilot-generated Python code and Copilot Chat’s ability to fix the code smells. To this end, we built a dataset comprising 102 code smells in Copilot-generated Python code. Our aim is to first explore the occurrence of code smells in Copilot-generated Python code and then evaluate the effectiveness of Copilot Chat in fixing these code smells employing different prompts. The results show that 8 out of 10 types of code smells can be detected in Copilot-generated Python code, among which Multiply-Nested Container is the most common one. For these code smells, Copilot Chat achieves a highest fixing rate of 87.1%, showing promise in fixing Python code smells generated by Copilot itself. In addition, the effectiveness of Copilot Chat in fixing these smells can be improved by providing more detailed prompts.CCS CONCEPTS• Software and its engineering → Software maintenance tools.",,,,
211,NAS4ZSWE,A modular code generation method for industrial automation systems based on large-language models,2025,conferencePaper,"This paper presents a three-stage approach for transforming industrial requirement documents into executable control models using large language models (LLMs). The method consists of component extraction, system behavior structuring, and execution flow construction, each guided by prompt-based LLM reasoning. Instead of generating code directly, the large language model produces a structured representation with components, operations, and assumption-guarantee pairs that define logical dependencies. This intermediate model supports human-in-the-loop correction and is translated into control code using rule-based mapping. A case study on a signal-driven production line shows the approach achieves over 90% accuracy across all modeling stages with minimal manual intervention, demonstrating its potential for safe and efficient industrial automation modeling. © 2025 IEEE.",,,,
212,RNSNBXYH,"Institutions, organizations, and the bounded agency imperative; rethinking governance design in the age of agentic AI",2026,journalArticle,"exercise delegated authority continuously, adaptively, and at operational speeds that exceed the temporal assumptions embedded in existing institutional oversight / reclaimability in turn requires algorithmic observability — the institutional capacity to detect consequential patterns before they accumulate beyond governance / bounded agency, bounded rationality, institutional design, agentic AI, organizational governance, North, Simon, responsible technology, AI governance",,,,
213,D5RXSP2P,AutoDev: automated AI-driven development,2024,preprint,"The landscape of software development has witnessed a paradigm shift with the advent of AI-powered assistants, exemplified by GitHub Copilot. However, existing solutions are not leveraging all the potential capabilities available in an IDE such as building, testing, executing code, git operations, etc. Therefore, they are constrained by their limited capabilities, primarily focusing on suggesting code snippets and file manipulation within a chat-based interface. To fill this gap, we present AutoDev, a fully automated AI-driven software development framework, designed for autonomous planning and execution of intricate software engineering tasks. AutoDev enables users to define complex software engineering objectives, which are assigned to AutoDev's autonomous AI Agents to achieve. These AI agents can perform diverse operations on a codebase, including file editing, retrieval, build processes, execution, testing, and git operations. They also have access to files, compiler output, build and testing logs, static analysis tools, and more. This enables the AI Agents to execute tasks in a fully automated manner with a comprehensive understanding of the contextual information required. Furthermore, AutoDev establishes a secure development environment by confining all operations within Docker containers. This framework incorporates guardrails to ensure user privacy and file security, allowing users to define specific permitted or restricted commands and operations within AutoDev. In our evaluation, we tested AutoDev on the HumanEval dataset, obtaining promising results with 91.5% and 87.8% of Pass@1 for code generation and test generation respectively, demonstrating its effectiveness in automating software engineering tasks while maintaining a secure and user-controlled development environment.",,,,
214,I2J69IHM,The governance-to-production gap (G2P): a diagnostic model for AI adoption in mid-tier banks,2026,journalArticle,"This paper introduces the Governance-to-Production Gap (G2P), a diagnostic framework for assessing the alignment between AI governance maturity and production / AI governance, model risk management, operational resilience, production readiness, institutional maturity, Governance-to-Production Gap (G2P), mid-tier",,,,
215,2NRJ4FXR,One developer is all you need: a case study of an AI-augmented one-person squad in a brownfield enterprise,2026,preprint,"AI tools are enabling engineers to absorb roles previously distributed across cross-functional squads, yet there is little structured evidence on how to design or evaluate such a one-person squad in a regulated enterprise setting. Without that evidence, organizations adopting this model lack guidance on which design decisions make it viable and which conditions cause it to break down. We report a case study in which a single staff engineer, supported by four AI agents under a Spec-Driven Development workflow, delivered a brownfield product initiative scoped for a four-person squad in half the planned time, with 90\% acceptance of AI-generated code on first review, full integration test pass rates, and an above-85\% reduction in direct staffing cost. The results indicate that AI does not replace team members it multiplies the throughput of the experienced engineer who remains, making specification quality and institutional knowledge, not model capability, the binding constraints on one-person squad success.",,,,
216,XJAXB98T,Beyond banning AI: a first look at GenAI governance in open source software communities,2026,preprint,"Generative AI (GenAI) is playing an increasingly important role in open source software (OSS). Beyond completing code and documentation, GenAI is increasingly involved in issues, pull requests, code reviews, and security reports. Yet, cheaper generation does not mean cheaper review - and the resulting maintenance burden has pushed OSS projects to experiment with GenAI-specific rules in contribution guidelines, security policies, and repository instructions, even including a total ban on AI-assisted contributions. However, governing GenAI in OSS is far more than a ban-or-not question. The responses remain scattered, with neither a shared governance framework in practice nor a systematic understanding in research. Therefore, in this paper, we conduct a multi-stage analysis on various qualitative materials related to GenAI governance retrieved from 67 highly visible OSS projects. Our analysis identifies recurring concerns across contribution workflows, derives three governance orientations, and maps out 12 governance strategies and their implementation patterns. We show that governing GenAI in OSS extends well beyond banning - it requires coordinated responses across accountability, verification, review capacity, code provenance, and platform infrastructure. Overall, our work distills dispersed community practices into a structured overview, providing a conceptual baseline for researchers and a practical reference for maintainers and platform designers.",,,,
217,7UASJDLI,Leveraging pre-trained large language models (LLMs) for on-premises comprehensive automated test case generation: an empirical study,2024,conferencePaper,"The rapidly evolving field of Artificial Intelligence (AI)-assisted software testing has predominantly focused on automated test code generation, with limited research exploring the realm of automated test case generation from user stories requirements. This paper presents a comprehensive empirical study on harnessing pre-trained Large Language Models (LLMs) for generating concrete test cases from natural language requirements given in user stories. We investigate the efficacy of various prompting and alignment techniques, including prompt chaining, few-shot instructions, and agency-based approaches, to facilitate secure on-premises deployment. By integrating our learnings with an on-premises model setup, wherein we deploy a RoPE scaled 4-bit quantized LLaMA 3 70B Instruct model, optionally augmented with LoRA adapters trained on QA datasets, we demonstrate that this approach yields more accurate and consistent test cases despite video random-access memory (VRAM) constraints, thereby maintaining the security benefits of an on-premises deployment.",,,,
218,J998BUDB,Lights-off data factory: measuring epistemic autonomy in governance-first data systems,2026,journalArticle,"Prior work in data integration, governance, and AI ethics has highlighted the scalability limits of human-centric oversight models. / Using a large-scale simulation of 100,000 entity-resolution decisions, we demonstrate that these metrics clearly distinguish legacy human-in-the-loop systems / Governance Resilience, Autonomous Systems, Master Data Management, Epistemic Reasoning, Semantic Data Integration, AI Governance, Uncertainty Modeling, / Human-in-the-Loop Systems, Data Quality, Enterprise Data Architecture, Metrics and Measurement, ADGMM (Autonomous Data Governance Maturity Model), AEGIS",,,,
219,SGJU94AS,Academic vibe coding: opportunities for accelerating research in an era of resource constraint,2025,preprint,"Academic laboratories face mounting resource constraints: budgets are tightening, grant overheads are potentially being capped, and the market rate for data-science talent significantly outstrips university compensation. Vibe coding, which is structured, prompt-driven code generation with large language models (LLMs) embedded in reproducible workflows, offers one pragmatic response. It aims to compress the idea-to-analysis timeline, reduce staffing pressure on specialized data roles, and maintain rigorous, version-controlled outputs. This article defines the vibe coding concept, situates it against the current academic resourcing crisis, details a beginner-friendly toolchain for its implementation, and analyzes inherent limitations that necessitate governance and mindful application.",,,,
220,N8HSZ7BC,Licoeval: evaluating LLMs on license compliance in code generation,2025,conferencePaper,"Recent advances in Large Language Models (LLMs) have revolutionized code generation, leading to widespread adoption of AI coding tools by developers. However, LLMs can generate license-protected code without providing the necessary license information, leading to potential intellectual property violations during software production. This paper addresses the critical, yet underexplored, issue of license compliance in LLM-generated code by establishing a benchmark to evaluate the ability of LLMs to provide accurate license information for their generated code. To establish this benchmark, we conduct an empirical study to identify a reasonable standard for “striking similarity” that excludes the possibility of independent creation, indicating a copy relationship between the LLM output and certain opensource code. Based on this standard, we propose LiCoEval, to evaluate the license compliance capabilities of LLMs, i.e., the ability to provide accurate license or copyright information when they generate code with striking similarity to already existing copyrighted code. Using LiCoEval, we evaluate 14 popular LLMs, finding that even top-performing LLMs produce a non-negligible proportion (0.88 % to 2.01 %) of code strikingly similar to existing open-source implementations. Notably, most LLMs fail to provide accurate license information, particularly for code under copyleft licenses. These findings underscore the urgent need to enhance LLM compliance capabilities in code generation tasks. Our study provides a foundation for future research and development to improve license compliance in AIassisted software development, contributing to both the protection of open-source software copyrights and the mitigation of legal risks for LLM users.",,,,
221,NS3L4YKR,"SOC 2.0: less triage, more treachery",2025,journalArticle,"Navigating this new era requires a governance-first approach, and this paper concludes by recommending the adoption of frameworks like the NIST AI Risk / Cybersecurity, Artificial Intelligence, Security Operations Center, Adversarial, Adversarial Machine Learning, NIST AI RMF, MITRE ATLAS",,,,
222,H38TX28S,Balancing security and correctness in code generation: an empirical study on commercial large language models,2025,journalArticle,"Large language models (LLMs) continue to be adopted for a multitude of previously manual tasks, with code generation as a prominent use. Multiple commercial models have seen wide adoption due to the accessible nature of the interface. Simple prompts can lead to working solutions that save developers time. However, the generated code has a significant challenge with maintaining security. There are no guarantees on code safety, and LLM responses can readily include known weaknesses. To address this concern, our research examines different prompt types for shaping responses from code generation tasks to produce safer outputs. The top set of common weaknesses is generated through unconditioned prompts to create vulnerable code across multiple commercial LLMs. These inputs are then paired with different contexts, roles, and identification prompts intended to improve security. Our findings show that the inclusion of appropriate guidance reduces vulnerabilities in generated code, with the choice of model having the most significant effect. Additionally, timings are presented to demonstrate the efficiency of singular requests that limit the number of model interactions.",,,,
223,ZPDCIE7J,REprompt: prompt generation for intelligent software development guided by requirements engineering,2026,preprint,"The rapid development of large language models is transforming software development. Beyond serving as code auto-completion tools in integrated development environments, large language models increasingly function as foundation models within coding agents in vibe-coding scenarios. In such settings, prompts play a central role in agent-based intelligent software development, as they not only guide the behavior of large language models but also serve as carriers of user requirements. Under the dominant conversational paradigm, prompts are typically divided into system prompts and user prompts. System prompts provide high-level instructions to steer model behavior and establish conversational context, while user prompts represent inputs and requirements provided by human users. Despite their importance, designing effective prompts remains challenging, as it requires expertise in both prompt engineering and software engineering, particularly requirements engineering. To reduce the burden of manual prompt construction, numerous automated prompt engineering methods have been proposed. However, most existing approaches neglect the methodological principles of requirements engineering, limiting their ability to generate artifacts that conform to formal requirement specifications in realistic software development scenarios. To address this gap, we propose REprompt, a multi-agent prompt optimization framework guided by requirements engineering. Experiment results demonstrate that REprompt effectively optimizes both system and user prompts by grounding prompt generation in requirements engineering principles.",,,,
224,E3E5YA2E,"Redefining the programmer: human-AI collaboration, LLMs, and security in modern software engineering",2025,journalArticle,"The rapid integration of artificial intelligence (AI) into software development, driven by large language models (LLMs), is reshaping the role of programmers from traditional coders into strategic collaborators within Industry 4.0 ecosystems. This qualitative study employs a hermeneutic phenomenological approach to explore the lived experiences of Information Technology (IT) professionals as they navigate a dynamic technological landscape marked by intelligent automation, shifting professional identities, and emerging ethical concerns. Findings indicate that developers are actively adapting to AI-augmented environments by engaging in continuous upskilling, prompt engineering, interdisciplinary collaboration, and heightened ethical awareness. However, participants also voiced growing concerns about the reliability and security of AI-generated code, noting that these tools can introduce hidden vulnerabilities and reduce critical engagement due to automation bias. Many described instances of flawed logic, insecure patterns, or syntactically correct but contextually inappropriate suggestions, underscoring the need for rigorous human oversight. Additionally, the study reveals anxieties around job displacement and the gradual erosion of fundamental coding skills, particularly in environments where AI tools dominate routine development tasks. These findings highlight an urgent need for educational reforms, industry standards, and organizational policies that prioritize both technical robustness and the preservation of human expertise. As AI becomes increasingly embedded in software engineering workflows, this research offers timely insights into how developers and organizations can responsibly integrate intelligent systems to promote accountability, resilience, and innovation across the software development lifecycle. Copyright © 2025 The Authors.",,,,
225,CI93QRUH,HiLDE: intentional code generation via human-in-the-loop decoding,2025,conferencePaper,"While AI programming tools hold the promise of increasing programmers’ capabilities and productivity to a remarkable degree, they often exclude users from essential decisionmaking processes, causing many to effectively “turn off their brains” and over-rely on solutions provided by these systems. These behaviors can have severe consequences in critical domains, like software security. We propose Human-in-the-Loop Decoding, a novel interaction technique that allows users to observe and directly influence LLM decisions during code generation, in order to align the model’s output with their personal requirements. We implement this technique in HiLDE, a code completion assistant that highlights critical decisions made by the LLM and provides local alternatives for the user to explore. In a within-subjects study ($\mathrm{N}=18$) on security-related tasks, we found that HiLDE led participants to generate significantly fewer vulnerabilities and better align code generation with their goals compared to a traditional code completion assistant.",,,,
226,KPCQUEL2,CodeIPPrompt: intellectual property infringement assessment of code language models,2023,conferencePaper,"Recent advances in large language models (LMs) have facilitated their ability to synthesize programming code. However, they have also raised concerns about intellectual property (IP) rights violations. Despite the significance of this issue, it has been relatively less explored. In this paper, we aim to bridge the gap by presenting CodeIPPrompt, a platform for automatic evaluation of the extent to which code language models may reproduce licensed programs. It comprises two key components: prompts constructed from a licensed code database to elicit LMs to generate IP-violating code, and a measurement tool to evaluate the extent of IP violation of code LMs. We conducted an extensive evaluation of existing open-source code LMs and commercial products and revealed the prevalence of IP violations in all these models. We further identified that the root cause is the substantial proportion of training corpus subject to restrictive licenses, resulting from both intentional inclusion and inconsistent license practice in the real world. To address this issue, we also explored potential mitigation strategies, including fine-tuning and dynamic token filtering. Our study provides a testbed for evaluating the IP violation issues of the existing code generation platforms and stresses the need for a better mitigation strategy.",,,,
227,DYKE748V,The role of firm AI capabilities in generative AI-pair coding,2024,journalArticle,"Generative Artificial Intelligence (genAI) is the latest evidence of the transformative value of AI in organisations. One promising avenue is in software engineering, where genAI can contribute to coding by pairing with developers. Based on a sample of global companies, two key findings emerge from an analysis of the productivity impact of genAI pair coding. Coding quality is negatively correlated with productivity throughput gains, while quality-adjusted productivity gains depend on the extent to which firms have deployed AI capabilities in the form of data, skills upgrading and AI governance. As observed with other digital technologies, the success of using genAI is closely linked to complementary technical skills and organisational resources. © 2024 Informa UK Limited, trading as Taylor & Francis Group.",,,,
228,EZ7SAJ2A,Enterprise AI adoption decisioning,2026,journalArticle,"Enterprise AI adoption is not a technology decision, it is an operating model transformation. / This paper presents a structured executive framework for navigating the full spectrum of Enterprise AI adoption, from traditional machine learning through / Artificial Intelligence, Enterprise AI, AI adoption, agentic systems, AI maturity model, AI governance, large language models, copilots, autonomous agents / , AI risk management, organizational transformation, AI operating model, prompt injection, vendor lock-in, AI cost model, Executive decision framework,",,,,
229,Z4SZM266,The AI-driven vendor: impact of AI on offshore software outsourcing,2026,conferencePaper,"The paper examines the transformative impact of artificial intelligence (AI) on offshore software outsourcing, with a focus on how AI-driven tools like GitHub Copilot and ChatGPT are reshaping development practices and vendor dynamics. These tools automate routine coding tasks, improve code quality, and accelerate development timelines, creating new value propositions for offshore vendors. This paper argues that the shift to AI demands a redefinition of vendor roles, emphasizing adaptability, knowledge integration, and higher-value contributions beyond traditional coding. Offshore vendors should now move up the value chain and embrace innovation, design, and consultancy roles to remain competitive. In combining theoretical insights with case-based observations, this paper proposes a future framework for AI-integrated outsourcing ecosystems. This framework addresses key challenges such as talent reskilling, collaboration models, and governance structures. Ultimately, the paper highlights that while AI presents efficiency gains, it also compels offshore vendors to evolve strategically and organizationally to sustain their relevance in an AI-dominated software industry.",,,,
230,3EQ6PLAW,Comparing socio-technical design principles with guidelines for human-centered AI,2024,conferencePaper,"Human-centered AI (HCAI) refers to guidelines or principles that aim on ethically oriented design of systems. We compare HCAI-guidelines with principles of socio-technical systems that emerged in the context of conventional information technology. The comparison leads to a revision of socio-technical heuristics by including aspects of AI-usage. The comparison reveals that continuous evolution is a basic characteristic of socio-technical systems, and that human oversight or interventions and the subsequent appropriation of AI-systems lead to continuous adaptation and re-design of the systems, if autonomy is collaboratively exercised. From a socio-technical point of view, the crucial requirement of transparency has not only to be fulfilled with technical features, but also by contributions of the whole system including human actors. It will be promising for using AI, if not only technical features, but organizational and social practices are socio-technically designed in a way that compensates shortcomings of AI.",,,,
231,M26XRCRE,"Sycophancy, automation bias, and compressed diffusion: an unaddressed convergence in AI governance",2026,journalArticle,"in use -- including the NIST AI RMF, ISO/IEC 42001, COSO ERM, and the EU AI Act -- provides organizational structures that could accommodate individual / Four governance mechanisms are proposed: AI tool literacy as a compliance competency, constraints engineering, evaluation-first training, and retrospective",,,,
232,5IZXVQS6,Biased AI improves human decision-making but reduces trust,2025,preprint,"Current AI systems minimize risk by enforcing ideological neutrality, yet this may introduce automation bias by suppressing cognitive engagement in human decision-making. We conducted randomized trials with 2,500 participants to test whether culturally biased AI enhances human decision-making. Participants interacted with politically diverse GPT-4o variants on information evaluation tasks. Partisan AI assistants enhanced human performance, increased engagement, and reduced evaluative bias compared to non-biased counterparts, with amplified benefits when participants encountered opposing views. These gains carried a trust penalty: participants underappreciated biased AI and overcredited neutral systems. Exposing participants to two AIs whose biases flanked human perspectives closed the perception-performance gap. These findings complicate conventional wisdom about AI neutrality, suggesting that strategic integration of diverse cultural biases may foster improved and resilient human decision-making.",,,,
233,ZG9B7UN2,Impact of LLMs on team collaboration in software development,2025,preprint,"Large Language Models (LLMs) are increasingly being integrated into software development processes, with the potential to transform team workflows and productivity. This paper investigates how LLMs affect team collaboration throughout the Software Development Life Cycle (SDLC). We reframe and update a prior study with recent developments as of 2025, incorporating new literature and case studies. We outline the problem of collaboration hurdles in SDLC and explore how LLMs can enhance productivity, communication, and decision-making in a team context. Through literature review, industry examples, a team survey, and two case studies, we assess the impact of LLM-assisted tools (such as code generation assistants and AI-powered project management agents) on collaborative software engineering practices. Our findings indicate that LLMs can significantly improve efficiency (by automating repetitive tasks and documentation), enhance communication clarity, and aid cross-functional collaboration, while also introducing new challenges like model limitations and privacy concerns. We discuss these benefits and challenges, present research questions guiding the investigation, evaluate threats to validity, and suggest future research directions including domain-specific model customization, improved integration into development tools, and robust strategies for ensuring trust and security.",,,,
