item_key,bin,centrality,reason_code,rationale,in_human_50,title,authors,year,item_type,source,has_pdf,doi,arxiv_id,abstract
7UASJDLI,discard,15,out-of-scope,"Pure LLM test-case-generation productivity study with no oversight, risk, or governance dimension.",no,Leveraging pre-trained large language models (LLMs) for on-premises comprehensive automated test case generation: an empirical study,H. Yin; H. Mohammed; S. Boyapati,2024,conferencePaper,ieee,no,10.1109/ICIIBMS62405.2024.10792720,,"The rapidly evolving field of Artificial Intelligence (AI)-assisted software testing has predominantly focused on automated test code generation, with limited research exploring the realm of automated test case generation from user stories requirements. This paper presents a comprehensive empirical study on harnessing pre-trained Large Language Models (LLMs) for generating concrete test cases from natural language requirements given in user stories. We investigate the efficacy of various prompting and alignment techniques, including prompt chaining, few-shot instructions, and agency-based approaches, to facilitate secure on-premises deployment. By integrating our learnings with an on-premises model setup, wherein we deploy a RoPE scaled 4-bit quantized LLaMA 3 70B Instruct model, optionally augmented with LoRA adapters trained on QA datasets, we demonstrate that this approach yields more accurate and consistent test cases despite video random-access memory (VRAM) constraints, thereby maintaining the security benefits of an on-premises deployment."
J998BUDB,context,55,,Empirically measures scalability limits of human-in-the-loop oversight via large-scale simulation; strong transferable metrics but data-governance domain.,no,Lights-off data factory: measuring epistemic autonomy in governance-first data systems,Sukant Pandey,2026,journalArticle,ssrn,no,,,"Prior work in data integration, governance, and AI ethics has highlighted the scalability limits of human-centric oversight models. / Using a large-scale simulation of 100,000 entity-resolution decisions, we demonstrate that these metrics clearly distinguish legacy human-in-the-loop systems / Governance Resilience, Autonomous Systems, Master Data Management, Epistemic Reasoning, Semantic Data Integration, AI Governance, Uncertainty Modeling, / Human-in-the-Loop Systems, Data Quality, Enterprise Data Architecture, Metrics and Measurement, ADGMM (Autonomous Data Governance Maturity Model), AEGIS"
SGJU94AS,context,34,,"Perspective on academic vibe-coding noting governance needs but descriptive, in a research-lab rather than organizational software-pipeline context.",no,Academic vibe coding: opportunities for accelerating research in an era of resource constraint,Crowson; Celi,2025,preprint,arxiv,yes,,2508.00952,"Academic laboratories face mounting resource constraints: budgets are tightening, grant overheads are potentially being capped, and the market rate for data-science talent significantly outstrips university compensation. Vibe coding, which is structured, prompt-driven code generation with large language models (LLMs) embedded in reproducible workflows, offers one pragmatic response. It aims to compress the idea-to-analysis timeline, reduce staffing pressure on specialized data roles, and maintain rigorous, version-controlled outputs. This article defines the vibe coding concept, situates it against the current academic resourcing crisis, details a beginner-friendly toolchain for its implementation, and analyzes inherent limitations that necessitate governance and mindful application."
N8HSZ7BC,context,50,,Operationalizable benchmark for IP/license risk of AI-generated code speaks to the governance/policy landscape but not to human oversight practice.,yes,Licoeval: evaluating LLMs on license compliance in code generation,W. Xu; K. Gao; H. He et al.,2025,conferencePaper,ieee,no,10.1109/ICSE55347.2025.00052,,"Recent advances in Large Language Models (LLMs) have revolutionized code generation, leading to widespread adoption of AI coding tools by developers. However, LLMs can generate license-protected code without providing the necessary license information, leading to potential intellectual property violations during software production. This paper addresses the critical, yet underexplored, issue of license compliance in LLM-generated code by establishing a benchmark to evaluate the ability of LLMs to provide accurate license information for their generated code. To establish this benchmark, we conduct an empirical study to identify a reasonable standard for “striking similarity” that excludes the possibility of independent creation, indicating a copy relationship between the LLM output and certain opensource code. Based on this standard, we propose LiCoEval, to evaluate the license compliance capabilities of LLMs, i.e., the ability to provide accurate license or copyright information when they generate code with striking similarity to already existing copyrighted code. Using LiCoEval, we evaluate 14 popular LLMs, finding that even top-performing LLMs produce a non-negligible proportion (0.88 % to 2.01 %) of code strikingly similar to existing open-source implementations. Notably, most LLMs fail to provide accurate license information, particularly for code under copyleft licenses. These findings underscore the urgent need to enhance LLM compliance capabilities in code generation tasks. Our study provides a foundation for future research and development to improve license compliance in AIassisted software development, contributing to both the protection of open-source software copyrights and the mitigation of legal risks for LLM users."
NS3L4YKR,context,33,,Governance-first SOC recommendation using NIST AI RMF; adjacent security governance but largely position-oriented.,no,"SOC 2.0: less triage, more treachery",Yashwanth Reddy Mallu,2025,journalArticle,ssrn,no,,,"Navigating this new era requires a governance-first approach, and this paper concludes by recommending the adoption of frameworks like the NIST AI Risk / Cybersecurity, Artificial Intelligence, Security Operations Center, Adversarial, Adversarial Machine Learning, NIST AI RMF, MITRE ATLAS"
H38TX28S,context,47,,Empirical study on prompting for safer LLM code is security-mitigation for AI code with measurement but no oversight/governance mechanism.,no,Balancing security and correctness in code generation: an empirical study on commercial large language models,G. S. Black; B. P. Rimal; V. M. Vaidyan,2025,journalArticle,ieee,no,10.1109/TETCI.2024.3446695,,"Large language models (LLMs) continue to be adopted for a multitude of previously manual tasks, with code generation as a prominent use. Multiple commercial models have seen wide adoption due to the accessible nature of the interface. Simple prompts can lead to working solutions that save developers time. However, the generated code has a significant challenge with maintaining security. There are no guarantees on code safety, and LLM responses can readily include known weaknesses. To address this concern, our research examines different prompt types for shaping responses from code generation tasks to produce safer outputs. The top set of common weaknesses is generated through unconditioned prompts to create vulnerable code across multiple commercial LLMs. These inputs are then paired with different contexts, roles, and identification prompts intended to improve security. Our findings show that the inclusion of appropriate guidance reduces vulnerabilities in generated code, with the choice of model having the most significant effect. Additionally, timings are presented to demonstrate the efficiency of singular requests that limit the number of model interactions."
ZPDCIE7J,discard,22,out-of-scope,Prompt-optimization method for coding agents with no human-oversight or governance angle.,no,REprompt: prompt generation for intelligent software development guided by requirements engineering,Shi; Sun; Chen et al.,2026,preprint,arxiv,no,,2601.16507,"The rapid development of large language models is transforming software development. Beyond serving as code auto-completion tools in integrated development environments, large language models increasingly function as foundation models within coding agents in vibe-coding scenarios. In such settings, prompts play a central role in agent-based intelligent software development, as they not only guide the behavior of large language models but also serve as carriers of user requirements. Under the dominant conversational paradigm, prompts are typically divided into system prompts and user prompts. System prompts provide high-level instructions to steer model behavior and establish conversational context, while user prompts represent inputs and requirements provided by human users. Despite their importance, designing effective prompts remains challenging, as it requires expertise in both prompt engineering and software engineering, particularly requirements engineering. To reduce the burden of manual prompt construction, numerous automated prompt engineering methods have been proposed. However, most existing approaches neglect the methodological principles of requirements engineering, limiting their ability to generate artifacts that conform to formal requirement specifications in realistic software development scenarios. To address this gap, we propose REprompt, a multi-agent prompt optimization framework guided by requirements engineering. Experiment results demonstrate that REprompt effectively optimizes both system and user prompts by grounding prompt generation in requirements engineering principles."
E3E5YA2E,core,78,,Empirical qualitative study of developers' automation bias and need for rigorous human oversight of AI-generated code.,no,"Redefining the programmer: human-AI collaboration, LLMs, and security in modern software engineering",De La Cruz; Le; Meduri et al.,2025,journalArticle,"scopus,wos",yes,10.32604/cmc.2025.068137,,"The rapid integration of artificial intelligence (AI) into software development, driven by large language models (LLMs), is reshaping the role of programmers from traditional coders into strategic collaborators within Industry 4.0 ecosystems. This qualitative study employs a hermeneutic phenomenological approach to explore the lived experiences of Information Technology (IT) professionals as they navigate a dynamic technological landscape marked by intelligent automation, shifting professional identities, and emerging ethical concerns. Findings indicate that developers are actively adapting to AI-augmented environments by engaging in continuous upskilling, prompt engineering, interdisciplinary collaboration, and heightened ethical awareness. However, participants also voiced growing concerns about the reliability and security of AI-generated code, noting that these tools can introduce hidden vulnerabilities and reduce critical engagement due to automation bias. Many described instances of flawed logic, insecure patterns, or syntactically correct but contextually inappropriate suggestions, underscoring the need for rigorous human oversight. Additionally, the study reveals anxieties around job displacement and the gradual erosion of fundamental coding skills, particularly in environments where AI tools dominate routine development tasks. These findings highlight an urgent need for educational reforms, industry standards, and organizational policies that prioritize both technical robustness and the preservation of human expertise. As AI becomes increasingly embedded in software engineering workflows, this research offers timely insights into how developers and organizations can responsibly integrate intelligent systems to promote accountability, resilience, and innovation across the software development lifecycle. Copyright © 2025 The Authors."
CI93QRUH,core,85,,Human-in-the-loop decoding intervention that counters over-reliance on AI code and empirically reduces vulnerabilities—central oversight mechanism with study.,yes,HiLDE: intentional code generation via human-in-the-loop decoding,E. A. González; R. Rothkopf; S. Lerner et al.,2025,conferencePaper,"ieee,scopus",no,10.1109/VL-HCC65237.2025.00032,,"While AI programming tools hold the promise of increasing programmers’ capabilities and productivity to a remarkable degree, they often exclude users from essential decisionmaking processes, causing many to effectively “turn off their brains” and over-rely on solutions provided by these systems. These behaviors can have severe consequences in critical domains, like software security. We propose Human-in-the-Loop Decoding, a novel interaction technique that allows users to observe and directly influence LLM decisions during code generation, in order to align the model’s output with their personal requirements. We implement this technique in HiLDE, a code completion assistant that highlights critical decisions made by the LLM and provides local alternatives for the user to explore. In a within-subjects study ($\mathrm{N}=18$) on security-related tasks, we found that HiLDE led participants to generate significantly fewer vulnerabilities and better align code generation with their goals compared to a traditional code completion assistant."
KPCQUEL2,context,44,,"IP-infringement measurement tool for code LMs addresses an AI-code risk with mitigation, but no human-oversight or governance mechanism.",no,CodeIPPrompt: intellectual property infringement assessment of code language models,Yu; Wu; Zhang et al.,2023,conferencePaper,coursework,yes,,,"Recent advances in large language models (LMs) have facilitated their ability to synthesize programming code. However, they have also raised concerns about intellectual property (IP) rights violations. Despite the significance of this issue, it has been relatively less explored. In this paper, we aim to bridge the gap by presenting CodeIPPrompt, a platform for automatic evaluation of the extent to which code language models may reproduce licensed programs. It comprises two key components: prompts constructed from a licensed code database to elicit LMs to generate IP-violating code, and a measurement tool to evaluate the extent of IP violation of code LMs. We conducted an extensive evaluation of existing open-source code LMs and commercial products and revealed the prevalence of IP violations in all these models. We further identified that the root cause is the substantial proportion of training corpus subject to restrictive licenses, resulting from both intentional inclusion and inconsistent license practice in the real world. To address this issue, we also explored potential mitigation strategies, including fine-tuning and dynamic token filtering. Our study provides a testbed for evaluating the IP violation issues of the existing code generation platforms and stresses the need for a better mitigation strategy."
DYKE748V,core,70,,Empirically links genAI pair-coding quality/productivity to firm AI governance and complementary capabilities.,no,The role of firm AI capabilities in generative AI-pair coding,Bughin,2024,journalArticle,"scopus,wos",no,10.1080/12460125.2024.2428187,,"Generative Artificial Intelligence (genAI) is the latest evidence of the transformative value of AI in organisations. One promising avenue is in software engineering, where genAI can contribute to coding by pairing with developers. Based on a sample of global companies, two key findings emerge from an analysis of the productivity impact of genAI pair coding. Coding quality is negatively correlated with productivity throughput gains, while quality-adjusted productivity gains depend on the extent to which firms have deployed AI capabilities in the form of data, skills upgrading and AI governance. As observed with other digital technologies, the success of using genAI is closely linked to complementary technical skills and organisational resources. © 2024 Informa UK Limited, trading as Taylor & Francis Group."
EZ7SAJ2A,context,35,,"Executive enterprise-AI adoption framework covering copilots/agents/risk, broad governance transferable but not oversight-of-code specific.",no,Enterprise AI adoption decisioning,Tunde Kehinde; Cyril Simone,2026,journalArticle,ssrn,no,,,"Enterprise AI adoption is not a technology decision, it is an operating model transformation. / This paper presents a structured executive framework for navigating the full spectrum of Enterprise AI adoption, from traditional machine learning through / Artificial Intelligence, Enterprise AI, AI adoption, agentic systems, AI maturity model, AI governance, large language models, copilots, autonomous agents / , AI risk management, organizational transformation, AI operating model, prompt injection, vendor lock-in, AI cost model, Executive decision framework,"
Z4SZM266,discard,32,out-of-scope,Case-based framework on AI's impact on offshore outsourcing vendor roles; governance mention is peripheral to code oversight.,no,The AI-driven vendor: impact of AI on offshore software outsourcing,Wende; Alt; Nguyen,2026,conferencePaper,wos,no,10.1007/978-3-032-04512-6_7,,"The paper examines the transformative impact of artificial intelligence (AI) on offshore software outsourcing, with a focus on how AI-driven tools like GitHub Copilot and ChatGPT are reshaping development practices and vendor dynamics. These tools automate routine coding tasks, improve code quality, and accelerate development timelines, creating new value propositions for offshore vendors. This paper argues that the shift to AI demands a redefinition of vendor roles, emphasizing adaptability, knowledge integration, and higher-value contributions beyond traditional coding. Offshore vendors should now move up the value chain and embrace innovation, design, and consultancy roles to remain competitive. In combining theoretical insights with case-based observations, this paper proposes a future framework for AI-integrated outsourcing ecosystems. This framework addresses key challenges such as talent reskilling, collaboration models, and governance structures. Ultimately, the paper highlights that while AI presents efficiency gains, it also compels offshore vendors to evolve strategically and organizationally to sustain their relevance in an AI-dominated software industry."
3EQ6PLAW,context,41,,Conceptual comparison of socio-technical and human-centered-AI principles emphasizing human oversight/intervention — transferable framing but broad and not code-specific.,no,Comparing socio-technical design principles with guidelines for human-centered AI,Herrmand,2024,conferencePaper,wos,no,10.1007/978-3-031-60611-3_5,,"Human-centered AI (HCAI) refers to guidelines or principles that aim on ethically oriented design of systems. We compare HCAI-guidelines with principles of socio-technical systems that emerged in the context of conventional information technology. The comparison leads to a revision of socio-technical heuristics by including aspects of AI-usage. The comparison reveals that continuous evolution is a basic characteristic of socio-technical systems, and that human oversight or interventions and the subsequent appropriation of AI-systems lead to continuous adaptation and re-design of the systems, if autonomy is collaboratively exercised. From a socio-technical point of view, the crucial requirement of transparency has not only to be fulfilled with technical features, but also by contributions of the whole system including human actors. It will be promising for using AI, if not only technical features, but organizational and social practices are socio-technically designed in a way that compensates shortcomings of AI."
M26XRCRE,context,56,,"Automation bias/sycophancy convergence with proposed governance mechanisms (tool literacy, constraints engineering) transfers strongly to AI-code overtrust oversight.",no,"Sycophancy, automation bias, and compressed diffusion: an unaddressed convergence in AI governance",Caleb Janski,2026,journalArticle,ssrn,no,,,"in use -- including the NIST AI RMF, ISO/IEC 42001, COSO ERM, and the EU AI Act -- provides organizational structures that could accommodate individual / Four governance mechanisms are proposed: AI tool literacy as a compliance competency, constraints engineering, evaluation-first training, and retrospective"
5IZXVQS6,context,42,,"Large randomized trial on automation bias and AI-reliance, transferable automation-bias theory but non-code decision domain.",yes,Biased AI improves human decision-making but reduces trust,Lai; Kim; Kunievsky et al.,2025,preprint,arxiv,yes,,2508.09297,"Current AI systems minimize risk by enforcing ideological neutrality, yet this may introduce automation bias by suppressing cognitive engagement in human decision-making. We conducted randomized trials with 2,500 participants to test whether culturally biased AI enhances human decision-making. Participants interacted with politically diverse GPT-4o variants on information evaluation tasks. Partisan AI assistants enhanced human performance, increased engagement, and reduced evaluative bias compared to non-biased counterparts, with amplified benefits when participants encountered opposing views. These gains carried a trust penalty: participants underappreciated biased AI and overcredited neutral systems. Exposing participants to two AIs whose biases flanked human perspectives closed the perception-performance gap. These findings complicate conventional wisdom about AI neutrality, suggesting that strategic integration of diverse cultural biases may foster improved and resilient human decision-making."
ZG9B7UN2,discard,27,out-of-scope,Broad LLM-collaboration/productivity study across the SDLC with only passing mention of trust/security and no operationalizable oversight mechanism.,no,Impact of LLMs on team collaboration in software development,Dhanuka,2025,preprint,arxiv,yes,,2510.08612,"Large Language Models (LLMs) are increasingly being integrated into software development processes, with the potential to transform team workflows and productivity. This paper investigates how LLMs affect team collaboration throughout the Software Development Life Cycle (SDLC). We reframe and update a prior study with recent developments as of 2025, incorporating new literature and case studies. We outline the problem of collaboration hurdles in SDLC and explore how LLMs can enhance productivity, communication, and decision-making in a team context. Through literature review, industry examples, a team survey, and two case studies, we assess the impact of LLM-assisted tools (such as code generation assistants and AI-powered project management agents) on collaborative software engineering practices. Our findings indicate that LLMs can significantly improve efficiency (by automating repetitive tasks and documentation), enhance communication clarity, and aid cross-functional collaboration, while also introducing new challenges like model limitations and privacy concerns. We discuss these benefits and challenges, present research questions guiding the investigation, evaluate threats to validity, and suggest future research directions including domain-specific model customization, improved integration into development tools, and robust strategies for ensuring trust and security."
9CP6AU7D,context,58,,"Synthesis and governance taxonomy for agentic systems (including coding assistants) with a strong framework, adjacent but broader than AI-code oversight.",no,Clawed and dangerous: can we trust open agentic systems?,Chen; Wang; Yu et al.,2026,preprint,arxiv,no,,2603.26221,"Open agentic systems combine LLM-based planning with external capabilities, persistent memory, and privileged execution. They are used in coding assistants, browser copilots, and enterprise automation. OpenClaw is a visible instance of this broader class. Without much attention yet, their security challenge is fundamentally different from that of traditional software that relies on predictable execution and well-defined control flow. In open agentic systems, everything is ''probabilistic'': plans are generated at runtime, key decisions may be shaped by untrusted natural-language inputs and tool outputs, execution unfolds in uncertain environments, and actions are taken under authority delegated by human users. The central challenge is therefore not merely robustness against individual attacks, but the governance of agentic behavior under persistent uncertainty. This paper systematizes the area through a software engineering lens. We introduce a six-dimensional analytical taxonomy and synthesize 50 papers spanning attacks, benchmarks, defenses, audits, and adjacent engineering foundations. From this synthesis, we derive a reference doctrine for secure-by-construction agent platforms, together with an evaluation scorecard for assessing platform security posture. Our review shows that the literature is relatively mature in attack characterization and benchmark construction, but remains weak in deployment controls, operational governance, persistent-memory integrity, and capability revocation. These gaps define a concrete engineering agenda for building agent ecosystems that are governable, auditable, and resilient under compromise."
PIYZKWWA,discard,20,out-of-scope,RCT measuring Copilot for Security speed/accuracy gains is a productivity/capability study with no oversight or governance angle.,no,Randomized controlled trials for Microsoft copilot for security,Benjamin G. Edelman; James Bono; Sida Peng et al.,2023,journalArticle,ssrn,no,,,"We found that Copilot for Security delivered large improvements on both speed and accuracy. / Copilot brought improvements for both novices and security professionals. / security, AI, RCT"
7ECA3PNE,context,42,,"Concrete runtime oversight/guardrail mechanism for MCP agents, transferable but not code-generation specific.",no,MCP guardian: a security-first layer for safeguarding MCP-based AI system,Sonu Kumar; Anubhav Girdhar; Ritesh Patil et al.,2025,journalArticle,ssrn,no,,,"As Agentic AI gain mainstream adoption, the industry invests heavily in model capabilities, achieving rapid leaps in reasoning and quality. / Through real-world scenarios and empirical testing, we demonstrate how MCP Guardian effectively mitigates attacks and ensures robust oversight with minimal / Model Context Protocol, MCP, Agentic AI, Artificial Intelligence, Generative AI"
QYT8RRWL,context,45,,"SLR of agentic SE covering human-agent collaboration, reliability, and explainability; structured and transferable but broad, not oversight-specific.",yes,Methods and techniques of agentic software engineering: a systematic literature review,N. Otoum; N. Elkhalili,2026,journalArticle,ieee,no,10.1109/ACCESS.2026.3652325,,"The development of agentic software engineering (ASE) is shifting the software development process, specifically by adopting autonomous agents into the fundamental software development process, where autonomous agents using large language models (LLMs) and artificial intelligence (AI) make decisions, write code, and collaborate across the entire software development lifecycle. The systematic review is a summary of literature on the agentic software engineering methodologies, frameworks, and techniques published in 2022-2025. We identify and compare methods based on autonomous coding, multi-agent systems, iterative refinement, and human-agent collaboration, drawing on 61 high-quality studies. We find that LLM-based agents show substantial potential in automated software engineering and that recent work is exploring new trends in agent cooperation, reasoning systems, and tool integration. We recognize such key challenges as the coordination procedures, reliability, explainability, and the ethical issues. This review characterizes the emerging role of agentic software engineering in improving the productivity of developers, the quality of their code, and the automation of their processes, and it offers a structured roadmap for future research. With the rapid evolution of the field, agentic approaches will tend to transform the conception, creation, and maintenance of software and provide more autonomous, adaptive, and intelligent systems."
F72TIGMC,context,34,,Bounded-agency limits for autonomous AI is a conceptual institutional-design frame with modest transfer and a mostly philosophical/opinion basis.,no,Bounded agency: an ethical and institutional limit for autonomous AI systems,Ravi Bhagavatula,2026,journalArticle,ssrn,no,,,"Across financial systems, content platforms, healthcare AI, and enterprise automation, the absence of Bounded Agency appears systemic rather than exceptional / governance. / Bounded Agency, Bounded Agency Limit (BAL), AI Governance, Autonomous Systems, Algorithmic Decision-Making, Institutional Design, AI Ethics, System Complexity"
H8NKQ7B8,context,42,,"LLM-based classification of code-review comments offers a scalable review-analytics mechanism but targets human review effectiveness, not oversight of AI-generated code.",no,Exploring the potential of large language models in fine-grained review comment classification,L. Nguyen; C. Liu; H. Y. Lin et al.,2025,conferencePaper,ieee,no,10.1109/SCAM67354.2025.00012,,"Code review is a crucial practice in software development. As code review nowadays is lightweight, various issues can be identified, and sometimes, they can be trivial. Research has investigated automated approaches to classify review comments to gauge the effectiveness of code reviews. However, previous studies have primarily relied on supervised machine learning, which requires extensive manual annotation to train the models effectively. To address this limitation, we explore the potential of using Large Language Models (LLMs) to classify code review comments. We assess the performance of LLMs to classify 17 categories of code review comments. Our results show that LLMs can classify code review comments, outperforming the state-of-the-art approach using a trained deep learning model. In particular, LLMs achieve better accuracy in classifying the five most useful categories, which the state-of-the-art approach struggles with due to low training examples. Rather than relying solely on a specific small training data distribution, our results show that LLMs provide balanced performance across high-and low-frequency categories. These results suggest that the LLMs could offer a scalable solution for code review analytics to improve the effectiveness of the code review process."
H2F9R5RA,context,52,,"Human-oversight diagnostic framework (governance readiness, cognitive surrender) directly on human factors of oversight, transferable to AI-code contexts.",no,WHEEL OS™: a human governance diagnostic framework for autonomous agentic systems,John Kwarsick,2026,journalArticle,ssrn,no,,,"AI governance does not fail because controls are absent. / Most organizations have governance policies, assigned roles, and documented oversight procedures. / Agentic AI, Ai Governance, Autonomous Agents, Human Oversight, Human Factors, Organizational Accountability, Governance Readiness., Cognitive Surrender"
X7EN6DXZ,core,77,,Demonstrates exploitable framing bias in LLM security code review and explicitly stresses over-reliance risk and need for human oversight.,no,Measuring and exploiting contextual bias in LLM-assisted security code review,Mitropoulos; Alexopoulos; Alexopoulos et al.,2026,preprint,arxiv,no,,2603.18740,"Automated Code Review (ACR) systems integrating Large Language Models (LLMs) are increasingly adopted in software development workflows, ranging from interactive assistants to autonomous agents in CI/CD pipelines. In this paper, we study how LLM-based vulnerability detection in ACR is affected by the framing effect: the tendency to let the presentation of information override its semantic content in forming judgments. We examine whether adversaries can exploit this through contextual-bias injection: crafting PR metadata to bias ACR security judgments as a supply-chain attack vector against real-world ACR pipelines. To this end, we first conduct a large-scale exploratory study across 6 LLMs under five framing conditions, establishing the framing effect as a systematic and widespread phenomenon in LLM-based vulnerability detection, with bug-free framing producing the strongest effect. We then design a realistic and controlled experimental environment, evaluating 17 CVEs across 10 real-world projects, to assess the susceptibility of real-world ACR pipelines to vulnerability reintroduction attacks. We employ two attack strategies: a template-based attack inspired by prior related work, and a novel LLM-assisted iterative refinement attack. We find that template-based attacks are ineffective and may even backfire, as direct biasing attempts raise suspicions. Our iterative refinement attack, on the other hand, achieves 100% success, exploiting a fundamental asymmetry: attackers can iteratively refine attacks against a local clone of the review pipeline, while defenders have only one chance to detect them. Debiasing via metadata redaction and explicit instructions restores detection in all affected cases. Overall, our findings highlight the dangers of over-relying on ACR and stress the importance of human oversight and contributor trust in the development process."
EHEQPUT7,context,58,,"Systematic review/meta-analysis of 220+ responsible-AI governance tools by actor/lifecycle stage; strong transferable governance evidence, not code-specific.",no,"The ''who"", ''what"", and ''how"" of responsible AI governance: a systematic review and meta-analysis of (actor, stage)-specific tools",Kuehnert; Kim; Forlizzi et al.,2025,conferencePaper,scopus,yes,10.1145/3715275.3732191,,"The implementation of responsible Artificial Intelligence (AI) in an organization is inherently complex due to the involvement of multiple stakeholders, each with their unique set of goals and responsibilities across the entire AI lifecycle. These responsibilities are often ambiguously defined and assigned, leading to confusion, miscommunication, and inefficiencies. Even when responsibilities are clearly defined and assigned to specific roles, the corresponding AI actors lack effective tools to support their execution. Toward closing these gaps, we present a systematic review and comprehensive meta-analysis of the current state of responsible AI tools, focusing on their alignment with specific stakeholder roles and their responsibilities in various AI lifecycle stages. We categorize over 220 tools according to AI actors and stages they address. Our findings reveal significant imbalances across the stakeholder roles and lifecycle stages addressed. The vast majority of available tools have been created to support AI designers and developers specifically during data-centric and statistical modeling stages while neglecting other roles such as organizational leaders, deployers, end-users, and impacted communities, and stages such as value proposition and deployment. This uneven distribution highlights critical gaps that currently exist in responsible AI governance research and practice. Our analysis reveals that despite the myriad of frameworks and tools for responsible AI, it remains unclear who within an organization and when in the AI lifecycle a tool applies. Furthermore, existing tools are rarely validated, leaving critical gaps in their usability and effectiveness. These gaps provide a starting point for researchers and practitioners to create more effective and holistic approaches to responsible AI development and governance.  © 2025 Copyright held by the owner/author(s)."
XWRDVMR6,context,36,,Platform comparison touching vibe coding and enterprise governance but descriptive with no operationalizable oversight mechanism.,no,Custom GPTs vs. Gemini gems: a technical comparison of AI assistant platforms including an analysis of vibe coding for agentic AI development,Freeman Jackson,2025,journalArticle,ssrn,no,,,"It analyzes their architectural differences across instruction design, retrieval-augmented generation, tool integration, enterprise governance, security / Overall, this paper provides technical guidance for practitioners, enterprise architects, and policymakers considering the design, deployment, / Custom GPTs, Gemini Gems, Agentic AI, Vibe Coding, Retrieval-Augmented Generation (RAG), AI assistant platforms, Multimodal AI, Enterprise AI governance"
QA6MIBD8,context,48,,"Benchmarks vulnerability rate of Copilot-generated code, quantifying AI-code risk that motivates oversight but offers no oversight mechanism itself.",no,Artificially insecure: examining GitHub copilot’s AI-based vulnerability prevention system,N. Armstrong; T. Hartley,2025,conferencePaper,ieee,no,10.1109/SVCC65277.2025.11133629,,"AI-assisted programming has quickly become standard practice in software development life cycles. GitHub Copilot is a popular AI pair-programmer used by developers and enterprises. The aim of these tools is to help developers write better code faster. However, recent research has shown that AI-assisted programming tools often produce code that contains at least one vulnerability. The creators of these tools are working to prevent vulnerable coding patterns from being generated. For example, GitHub has implemented new security features that prevent vulnerable coding patterns from being generated. However, subsequent research has shown that issues persist, and continued work is needed. In this paper we evaluate Copilot’s current performance generating code in Python, JavaScript and C, when presented with Common Weakness Enumerators (CWE) scenarios from the LLMSecEval dataset. These results and their comparison to past studies shed new light on the degree secureness of code generated by Copilot has improved and provides a fresh benchmark for future studies. Our results show that despite Copilot producing 97.03% functionally correct code snippets, 30.6% contained at least one vulnerability. In addition, the results of this experiment found that less secure code is generated when working in JavaScript than snippets produced in Python and C. Consequently, developers should continue to critically evaluate code generated by Copilot."
WH2PIBNQ,core,86,,"Directly frames vibe coding as socio-technical, with governance/reliability challenges and a structured research agenda for organizational oversight.",no,"Responsible vibe coding: architecture, opportunities, and research agenda",Elgendy; Dwivedi; Al-Sharafi et al.,2026,journalArticle,"scopus,wos",no,10.1080/08874417.2026.2621186,,"Vibe coding is an emerging software engineering approach that transitions development from manual code writing to expressing conversational intent. Building on recent advances in generative artificial intelligence (AI) and large language models (LLMs), this approach enables developers to experiment with specifying and generating software artifacts through natural-language interaction. This paper defines vibe coding as a socio-technical framework that reimagines human–AI collaboration across the development lifecycle. Drawing on recent research and emerging industry, it explores the architectural fundamentals of vibe coding, compares it with related concepts such as agentic development and AI-assisted coding, and highlights its proposed applications while illustrating its potential through several illustrative scenarios. The paper also discusses key challenges in reliability, governance, and security, proposing a structured research agenda focused on human-centered adaptation, technological reliability, and organizational governance. By examining vibe coding as a socio-technical phenomenon, this study provides a foundational perspective on responsible, intent-driven software creation. © 2026 International Association for Computer Information Systems."
HNVJS7HS,context,45,,"Structured review of GenAI in secure coding practices, transferable but generic on oversight specifics.",no,The role of generative AI in strengthening secure software coding practices: a systematic perspective,Alwageed; Khan,2025,conferencePaper,acm,yes,10.1145/3727967.3756840,7967.37568,"As software security threats continue to evolve, the demand for innovative ways of securing coding has tremendously grown. The integration of Generative AI (GenAI) into software development holds significant potential for improving secure coding practices. This paper aims at systematically studying the impact of GenAI in enhancing secure coding practices from improving software security, setting forth its potential benefits, challenges, and implications. To outline the contribution of AI driven code generation tools, we analyze via a structured review of recent literature, application to the industry, and empirical studies on how these tools help to mitigate security risks, comply with the secure coding standards, and make software development efficient. We hope that our findings will benefit researchers, software engineers and cybersecurity professionals alike in integrating GenAI into a secure development workflow without losing the advantages GenAI provides. Finally, the state of the art advances and future directions of AI assisted in secure software engineering discussed in this study can contribute to the ongoing discourse on AI assisted in secure software engineering."
